ApplNo	ProductNo	Form	Strength	ReferenceDrug	DrugName	ActiveIngredient	ReferenceStandard
016584	003	CAPSULE;ORAL	5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	NAVANE	THIOTHIXENE	0
016584	004	CAPSULE;ORAL	10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	NAVANE	THIOTHIXENE	0
016584	005	CAPSULE;ORAL	20MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	NAVANE	THIOTHIXENE	0
016608	001	TABLET;ORAL	200MG	1	TEGRETOL	CARBAMAZEPINE	1
016619	001	INJECTABLE;INJECTION	EQ 0.05MG BASE/ML	1	SUBLIMAZE PRESERVATIVE FREE	FENTANYL CITRATE	1
016620	001	CAPSULE;ORAL	50MG	1	MACRODANTIN	NITROFURANTOIN, MACROCRYSTALLINE	0
016620	002	CAPSULE;ORAL	100MG	1	MACRODANTIN	NITROFURANTOIN, MACROCRYSTALLINE	0
016620	003	CAPSULE;ORAL	25MG	1	MACRODANTIN	NITROFURANTOIN, MACROCRYSTALLINE	0
016624	003	SUSPENSION;OPHTHALMIC	1%	0	HMS	MEDRYSONE	0
016636	001	INJECTABLE;INJECTION	0.4MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	NARCAN	NALOXONE HYDROCHLORIDE	0
016636	002	INJECTABLE;INJECTION	0.02MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	NARCAN	NALOXONE HYDROCHLORIDE	0
016636	003	INJECTABLE;INJECTION	1MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	NARCAN	NALOXONE HYDROCHLORIDE	0
016640	001	POWDER;ORAL	EQ 4GM RESIN/PACKET **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	QUESTRAN	CHOLESTYRAMINE	0
016640	003	POWDER;ORAL	EQ 4GM RESIN/SCOOPFUL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	QUESTRAN	CHOLESTYRAMINE	0
016647	001	TABLET, EXTENDED RELEASE;ORAL	324MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	QUINAGLUTE	QUINIDINE GLUCONATE	0
016659	001	TABLET;ORAL-28	0.05MG;1MG	1	NORINYL 1+50 28-DAY	MESTRANOL; NORETHINDRONE	0
016666	001	INJECTABLE;INJECTION	0.25mCi/ML	0	HIPPURAN I 131	IODOHIPPURATE SODIUM I-131	0
016672	001	TABLET;ORAL-21	0.05MG;0.5MG	0	OVRAL	ETHINYL ESTRADIOL; NORGESTREL	0
016673	001	INJECTABLE;INJECTION	5GM/100ML	1	DEXTROSE 5% IN PLASTIC CONTAINER	DEXTROSE	1
016673	003	INJECTABLE;INJECTION	50MG/ML	1	DEXTROSE 5% IN PLASTIC CONTAINER	DEXTROSE	1
016675	001	INJECTABLE;INJECTION	EQ 8MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DECADRON-LA	DEXAMETHASONE ACETATE	0
016677	001	SOLUTION;INJECTION	900MG/100ML	1	SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	SODIUM CHLORIDE	1
016677	003	SOLUTION;INJECTION	450MG/50ML (9MG/ML)	1	SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	SODIUM CHLORIDE	1
016677	004	SOLUTION;INJECTION	225MG/25ML (9MG/ML)	1	SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	SODIUM CHLORIDE	1
016678	001	INJECTABLE;INJECTION	5GM/100ML;900MG/100ML	0	DEXTROSE 5% IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	DEXTROSE; SODIUM CHLORIDE	0
016679	001	INJECTABLE;INJECTION	20MG/100ML;5GM/100ML;30MG/100ML;600MG/100ML;310MG/100ML	0	LACTATED RINGER'S AND DEXTROSE 5% IN PLASTIC CONTAINER	CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE	0
016682	001	INJECTABLE;INJECTION	20MG/100ML;30MG/100ML;600MG/100ML;310MG/100ML	1	LACTATED RINGER'S IN PLASTIC CONTAINER	CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE	1
016683	001	INJECTABLE;INJECTION	5GM/100ML;450MG/100ML	0	DEXTROSE 5% IN SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER	DEXTROSE; SODIUM CHLORIDE	0
016687	001	INJECTABLE;INJECTION	5GM/100ML;330MG/100ML	0	DEXTROSE 5% IN SODIUM CHLORIDE 0.33% IN PLASTIC CONTAINER	DEXTROSE; SODIUM CHLORIDE	0
016689	001	INJECTABLE;INJECTION	5GM/100ML;200MG/100ML	0	DEXTROSE 5% IN SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER	DEXTROSE; SODIUM CHLORIDE	0
016692	001	INJECTABLE;INJECTION	1.87GM/100ML	0	SODIUM LACTATE 0.167 MOLAR IN PLASTIC CONTAINER	SODIUM LACTATE	0
016693	001	INJECTABLE;INJECTION	33MG/100ML;30MG/100ML;860MG/100ML	0	RINGER'S IN PLASTIC CONTAINER	CALCIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM CHLORIDE	0
016694	001	INJECTABLE;INJECTION	10GM/100ML	1	DEXTROSE 10% IN PLASTIC CONTAINER	DEXTROSE	1
016695	001	INJECTABLE;INJECTION	33MG/100ML;5GM/100ML;30MG/100ML;860MG/100ML	0	DEXTROSE 5% IN RINGER'S IN PLASTIC CONTAINER	CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE	0
016696	001	INJECTABLE;INJECTION	10GM/100ML;900MG/100ML	0	DEXTROSE 10% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	DEXTROSE; SODIUM CHLORIDE	0
016697	001	INJECTABLE;INJECTION	2.5GM/100ML;450MG/100ML	1	DEXTROSE 2.5% AND SODIUM CHLORIDE 0.45% IN PLASTIC CONTAINER	DEXTROSE; SODIUM CHLORIDE	1
016704	002	SOLUTION;IRRIGATION	5GM/100ML	0	RESECTISOL	MANNITOL	0
016705	001	TABLET;ORAL-28	1MG;0.1MG	0	OVULEN-28	ETHYNODIOL DIACETATE; MESTRANOL	0
016708	001	INJECTABLE;INJECTION	100uCi/ML	0	SODIUM CHROMATE CR 51	SODIUM CHROMATE CR-51	0
016709	001	TABLET;ORAL-28	0.05MG;1MG	0	ORTHO-NOVUM 1/50 28	MESTRANOL; NORETHINDRONE	0
016721	001	CAPSULE;ORAL	15MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	DALMANE	FLURAZEPAM HYDROCHLORIDE	0
016721	002	CAPSULE;ORAL	30MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DALMANE	FLURAZEPAM HYDROCHLORIDE	0
016724	001	TABLET;ORAL-21	0.08MG;1MG	0	NORINYL 1+80 21-DAY	MESTRANOL; NORETHINDRONE	0
016725	001	TABLET;ORAL-28	0.08MG;1MG	0	NORINYL 1+80 28-DAY	MESTRANOL; NORETHINDRONE	0
016727	001	INJECTABLE;INJECTION	25MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	PROLIXIN DECANOATE	FLUPHENAZINE DECANOATE	0
016729	001	INJECTABLE;INJECTION	25uCi/ML	0	FERROUS CITRATE FE 59	FERROUS CITRATE, FE-59	0
016730	001	INJECTABLE;INJECTION	5GM/100ML	1	DEXTROSE 5% IN PLASTIC CONTAINER	DEXTROSE	1
016730	002	INJECTABLE;INJECTION	50MG/ML	1	DEXTROSE 5% IN PLASTIC CONTAINER	DEXTROSE	1
016732	001	TABLET;ORAL	EQ 50MG BASE	0	TALWIN 50	PENTAZOCINE HYDROCHLORIDE	0
016733	001	SOLUTION;IRRIGATION	900MG/100ML	1	SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER	SODIUM CHLORIDE	1
016734	001	LIQUID;IRRIGATION	100%	1	STERILE WATER IN PLASTIC CONTAINER	STERILE WATER FOR IRRIGATION	0
016740	001	OINTMENT;TOPICAL	EQ 0.1% BASE	0	VALISONE	BETAMETHASONE VALERATE	0
016741	001	SOLUTION;IRRIGATION	3.3GM/100ML	0	SORBITOL 3.3% IN PLASTIC CONTAINER	SORBITOL	0
016750	001	INJECTABLE;INJECTION	0.25MG/VIAL	1	CORTROSYN	COSYNTROPIN	1
016758	001	CONCENTRATE;ORAL	EQ 5MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	NAVANE	THIOTHIXENE HYDROCHLORIDE	0
016763	001	CREAM;TOPICAL	EQ 85MG BASE/GM	1	SULFAMYLON	MAFENIDE ACETATE	1
016765	001	SOLUTION;TOPICAL	1%	0	FLUOROPLEX	FLUOROURACIL	0
016769	001	TABLET;ORAL	100MG	0	URISPAS	FLAVOXATE HYDROCHLORIDE	0
016772	002	SOLUTION;IRRIGATION	5GM/100ML	0	RESECTISOL IN PLASTIC CONTAINER	MANNITOL	0
016774	001	TABLET;ORAL	EQ 10MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	SERENTIL	MESORIDAZINE BESYLATE	0
016774	002	TABLET;ORAL	EQ 25MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	SERENTIL	MESORIDAZINE BESYLATE	0
016774	003	TABLET;ORAL	EQ 50MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	SERENTIL	MESORIDAZINE BESYLATE	0
016774	004	TABLET;ORAL	EQ 100MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	SERENTIL	MESORIDAZINE BESYLATE	0
016775	001	INJECTABLE;INJECTION	EQ 25MG BASE/ML	0	SERENTIL	MESORIDAZINE BESYLATE	0
016776	002	TABLET, CHEWABLE;ORAL	5MG	0	SORBITRATE	ISOSORBIDE DINITRATE	0
016776	003	TABLET, CHEWABLE;ORAL	10MG	0	SORBITRATE	ISOSORBIDE DINITRATE	0
016782	001	CAPSULE;ORAL	300MG	0	LITHONATE	LITHIUM CARBONATE	0
016783	001	INJECTABLE;INJECTION	52%;26%	0	VASCORAY	IOTHALAMATE MEGLUMINE; IOTHALAMATE SODIUM	0
016784	001	SOLUTION;IRRIGATION	1.5GM/100ML	0	GLYCINE 1.5% IN PLASTIC CONTAINER	GLYCINE	0
016785	001	CAPSULE;ORAL	EQ 50MG BASE	1	MATULANE	PROCARBAZINE HYDROCHLORIDE	1
016792	001	CAPSULE;ORAL	EQ 25MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	SURMONTIL	TRIMIPRAMINE MALEATE	0
016792	002	CAPSULE;ORAL	EQ 50MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	SURMONTIL	TRIMIPRAMINE MALEATE	0
016792	003	CAPSULE;ORAL	EQ 100MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	SURMONTIL	TRIMIPRAMINE MALEATE	0
016793	001	INJECTABLE;INJECTION	100MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	CYTARABINE	CYTARABINE	0
016793	002	INJECTABLE;INJECTION	500MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	CYTARABINE	CYTARABINE	0
016793	003	INJECTABLE;INJECTION	1GM/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	CYTARABINE	CYTARABINE	0
016793	004	INJECTABLE;INJECTION	2GM/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	CYTARABINE	CYTARABINE	0
016796	001	INJECTABLE;INJECTION	2.5MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	INAPSINE	DROPERIDOL	0
016798	001	CAPSULE;ORAL	EQ 25MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	SINEQUAN	DOXEPIN HYDROCHLORIDE	0
016798	002	CAPSULE;ORAL	EQ 50MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	SINEQUAN	DOXEPIN HYDROCHLORIDE	0
016798	003	CAPSULE;ORAL	EQ 10MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	SINEQUAN	DOXEPIN HYDROCHLORIDE	0
016798	005	CAPSULE;ORAL	EQ 100MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	SINEQUAN	DOXEPIN HYDROCHLORIDE	0
016798	006	CAPSULE;ORAL	EQ 75MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	SINEQUAN	DOXEPIN HYDROCHLORIDE	0
016798	007	CAPSULE;ORAL	EQ 150MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	SINEQUAN	DOXEPIN HYDROCHLORIDE	0
016801	001	INJECTABLE;INJECTION	2% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	XYLOCAINE PRESERVATIVE FREE	LIDOCAINE HYDROCHLORIDE	0
016801	002	INJECTABLE;INJECTION	4% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	XYLOCAINE PRESERVATIVE FREE	LIDOCAINE HYDROCHLORIDE	0
016801	003	INJECTABLE;INJECTION	10% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	XYLOCAINE PRESERVATIVE FREE	LIDOCAINE HYDROCHLORIDE	0
016801	004	INJECTABLE;INJECTION	20% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	XYLOCAINE PRESERVATIVE FREE	LIDOCAINE HYDROCHLORIDE	0
016801	005	INJECTABLE;INJECTION	1% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	XYLOCAINE PRESERVATIVE FREE	LIDOCAINE HYDROCHLORIDE	0
016803	001	AEROSOL, METERED;INHALATION	0.25MG/INH	0	BRONKAID MIST	EPINEPHRINE	0
016806	001	TABLET;ORAL-28	0.05MG;0.5MG	0	OVRAL-28	ETHINYL ESTRADIOL; NORGESTREL	0
016807	001	TABLET;ORAL	0.0125MG;0.0031MG	1	THYROLAR-0.25	LIOTRIX (T4;T3)	0
016807	002	TABLET;ORAL	0.1MG;0.025MG	1	THYROLAR-2	LIOTRIX (T4;T3)	0
016807	003	TABLET;ORAL	0.15MG;0.0375MG	1	THYROLAR-3	LIOTRIX (T4;T3)	0
016807	004	TABLET;ORAL	0.05MG;0.0125MG	1	THYROLAR-1	LIOTRIX (T4;T3)	0
016807	005	TABLET;ORAL	0.025MG;0.0063MG	1	THYROLAR-0.5	LIOTRIX (T4;T3)	0
016807	006	TABLET;ORAL	0.25MG;0.0625MG	0	THYROLAR-5	LIOTRIX (T4;T3)	0
016812	001	INJECTABLE;INJECTION	EQ 10MG BASE/ML	1	KETALAR	KETAMINE HYDROCHLORIDE	1
016812	002	INJECTABLE;INJECTION	EQ 50MG BASE/ML	1	KETALAR	KETAMINE HYDROCHLORIDE	0
016812	003	INJECTABLE;INJECTION	EQ 100MG BASE/ML	1	KETALAR	KETAMINE HYDROCHLORIDE	0
016818	006	SUPPOSITORY;RECTAL	EQ 100MG BASE	0	EMETE-CON	BENZQUINAMIDE HYDROCHLORIDE	0
016820	001	INJECTABLE;INJECTION	EQ 50MG BASE/VIAL	0	EMETE-CON	BENZQUINAMIDE HYDROCHLORIDE	0
016822	001	INJECTABLE;INJECTION	8.5% (8.5GM/100ML)	0	FREAMINE 8.5%	AMINO ACIDS	0
016822	002	INJECTABLE;INJECTION	8.5% (8.5GM/100ML)	0	FREAMINE II 8.5%	AMINO ACIDS	0
016822	003	INJECTABLE;INJECTION	3%;54MG/100ML;40MG/100ML;150MG/100ML;200MG/100ML;120MG/100ML	0	FREAMINE III 3% W/ ELECTROLYTES	AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE	0
016822	004	INJECTABLE;INJECTION	8.5% (8.5GM/100ML)	0	FREAMINE III 8.5%	AMINO ACIDS	0
016822	005	INJECTABLE;INJECTION	10% (10GM/100ML)	0	FREAMINE III 10%	AMINO ACIDS	0
016822	006	INJECTABLE;INJECTION	6.9% (6.9GM/100ML)	0	FREAMINE HBC 6.9%	AMINO ACIDS	0
016822	007	INJECTABLE;INJECTION	8.5%;110MG/100ML;230MG/100ML;10MG/100ML;440MG/100ML;690MG/100ML	0	FREAMINE III 8.5% W/ ELECTROLYTES	AMINO ACIDS; MAGNESIUM ACETATE; PHOSPHORIC ACID; POTASSIUM ACETATE; POTASSIUM CHLORIDE; SODIUM ACETATE	0
016829	001	CAPSULE;ORAL	325MG;100MG	0	DARVON-N W/ ASA	ASPIRIN; PROPOXYPHENE NAPSYLATE	0
016831	001	SOLUTION;TOPICAL	2%	1	EFUDEX	FLUOROURACIL	1
016831	002	SOLUTION;TOPICAL	5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	EFUDEX	FLUOROURACIL	0
016831	003	CREAM;TOPICAL	5%	1	EFUDEX	FLUOROURACIL	1
016832	001	TABLET;ORAL	18.75MG	0	CYLERT	PEMOLINE	0
016832	002	TABLET;ORAL	37.5MG	0	CYLERT	PEMOLINE	0
016832	003	TABLET;ORAL	75MG	0	CYLERT	PEMOLINE	0
016834	001	TABLET;ORAL	300MG	0	LITHIUM CARBONATE	LITHIUM CARBONATE	0
016844	001	TABLET;ORAL	325MG;32.5MG	0	DARVOCET	ACETAMINOPHEN; PROPOXYPHENE HYDROCHLORIDE	0
016847	001	INJECTABLE;INJECTION	0.78MG/ML;75.9MG/ML;0.15MG/ML;16.6MG/ML	0	ISOPAQUE 440	CALCIUM METRIZOATE; MEGLUMINE METRIZOATE; METRIZOATE MAGNESIUM; METRIZOATE SODIUM	0
016848	001	TABLET;ORAL	50MG	1	ANADROL-50	OXYMETHOLONE	0
016851	002	SUSPENSION/DROPS;OPHTHALMIC	0.1%	1	FML	FLUOROMETHOLONE	1
016860	001	CAPSULE;ORAL	300MG	0	ESKALITH	LITHIUM CARBONATE	0
016861	001	SUSPENSION;ORAL	50MG/5ML	0	DARVON-N	PROPOXYPHENE NAPSYLATE	0
016862	002	TABLET;ORAL	100MG	0	DARVON-N	PROPOXYPHENE NAPSYLATE	0
016863	001	TABLET;ORAL	325MG;100MG	0	DARVON-N W/ ASA	ASPIRIN; PROPOXYPHENE NAPSYLATE	0
016885	001	TABLET;ORAL	500MG	1	LYSODREN	MITOTANE	1
016891	001	TABLET;ORAL	325MG;EQ 12.5MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	TALWIN COMPOUND	ASPIRIN; PENTAZOCINE HYDROCHLORIDE	0
016904	001	INJECTABLE;INJECTION	EQ 2MG BASE/ML	0	NAVANE	THIOTHIXENE HYDROCHLORIDE	0
016904	002	INJECTABLE;INJECTION	EQ 10MG BASE/VIAL	0	NAVANE	THIOTHIXENE HYDROCHLORIDE	0
016908	002	CREAM;TOPICAL	0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	LIDEX	FLUOCINONIDE	0
016908	003	CREAM;TOPICAL	0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	LIDEX-E	FLUOCINONIDE	0
016909	002	OINTMENT;TOPICAL	0.05% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	LIDEX	FLUOCINONIDE	0
016912	001	CAPSULE;ORAL	250MG	0	LARODOPA	LEVODOPA	0
016912	002	CAPSULE;ORAL	100MG	0	LARODOPA	LEVODOPA	0
016912	003	TABLET;ORAL	250MG	0	LARODOPA	LEVODOPA	0
016912	004	TABLET;ORAL	500MG	0	LARODOPA	LEVODOPA	0
016912	005	TABLET;ORAL	100MG	0	LARODOPA	LEVODOPA	0
016912	006	CAPSULE;ORAL	500MG	0	LARODOPA	LEVODOPA	0
016913	001	CAPSULE;ORAL	250MG	0	DOPAR	LEVODOPA	0
016913	002	CAPSULE;ORAL	500MG	0	DOPAR	LEVODOPA	0
016913	003	CAPSULE;ORAL	100MG	0	DOPAR	LEVODOPA	0
016913	004	TABLET;ORAL	250MG	0	DOPAR	LEVODOPA	0
016913	005	TABLET;ORAL	500MG	0	DOPAR	LEVODOPA	0
016921	001	SOLUTION;TOPICAL	0.05%	1	RETIN-A	TRETINOIN	0
016921	002	SWAB;TOPICAL	0.05%	0	RETIN-A	TRETINOIN	0
016923	001	SOLUTION;INJECTION, ORAL	N/A	0	TESULOID	TECHNETIUM TC-99M SULFUR COLLOID KIT	0
016927	001	TABLET;ORAL-21	0.05MG;1MG	0	DEMULEN 1/50-21	ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE	0
016929	001	INJECTABLE;INJECTION	500MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	FUDR	FLOXURIDINE	0
016931	001	INJECTABLE;INJECTION	10GM/100ML	1	R-GENE 10	ARGININE HYDROCHLORIDE	1
016932	001	LOTION;TOPICAL	EQ 0.1% BASE	0	VALISONE	BETAMETHASONE VALERATE	0
016936	001	TABLET;ORAL-28	0.05MG;1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	DEMULEN 1/50-28	ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE	0
016942	001	CREAM;TOPICAL	1%	0	HALOTEX	HALOPROGIN	0
016943	001	SOLUTION;TOPICAL	1%	0	HALOTEX	HALOPROGIN	0
016949	001	TABLET;ORAL	EQ 12.5MG BASE;5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	LIMBITROL	AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE	0
016949	002	TABLET;ORAL	EQ 25MG BASE;10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	LIMBITROL DS	AMITRIPTYLINE HYDROCHLORIDE; CHLORDIAZEPOXIDE	0
016954	001	TABLET;ORAL-28	0.35MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	MICRONOR	NORETHINDRONE	0
016964	001	INJECTABLE;INJECTION	0.25%	1	MARCAINE HYDROCHLORIDE	BUPIVACAINE HYDROCHLORIDE	1
016964	004	INJECTABLE;INJECTION	0.25%;0.0091MG/ML	1	MARCAINE HYDROCHLORIDE W/ EPINEPHRINE	BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE	1
016964	005	INJECTABLE;INJECTION	0.5%	1	MARCAINE HYDROCHLORIDE PRESERVATIVE FREE	BUPIVACAINE HYDROCHLORIDE	1
016964	006	INJECTABLE;INJECTION	0.5%	1	MARCAINE HYDROCHLORIDE	BUPIVACAINE HYDROCHLORIDE	1
016964	007	INJECTABLE;INJECTION	0.5%;0.0091MG/ML	1	MARCAINE HYDROCHLORIDE W/ EPINEPHRINE PRESERVATIVE FREE	BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE	1
016964	008	INJECTABLE;INJECTION	0.5%;0.0091MG/ML	1	MARCAINE HYDROCHLORIDE W/ EPINEPHRINE	BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE	1
016964	009	INJECTABLE;INJECTION	0.75%	1	MARCAINE HYDROCHLORIDE PRESERVATIVE FREE	BUPIVACAINE HYDROCHLORIDE	1
016964	010	INJECTABLE;INJECTION	0.75%;0.0091MG/ML	1	MARCAINE HYDROCHLORIDE W/ EPINEPHRINE PRESERVATIVE FREE	BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE	1
016964	012	INJECTABLE;INJECTION	0.25%	1	MARCAINE HYDROCHLORIDE PRESERVATIVE FREE	BUPIVACAINE HYDROCHLORIDE	1
016964	013	INJECTABLE;INJECTION	0.25%;0.0091MG/ML	1	MARCAINE HYDROCHLORIDE W/ EPINEPHRINE PRESERVATIVE FREE	BUPIVACAINE HYDROCHLORIDE; EPINEPHRINE BITARTRATE	1
016968	001	SOLUTION;INTRAOCULAR	0.01%	1	MIOSTAT	CARBACHOL	1
016979	001	TABLET;ORAL	20MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	MEGACE	MEGESTROL ACETATE	0
016979	002	TABLET;ORAL	40MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	MEGACE	MEGESTROL ACETATE	0
016980	001	TABLET;ORAL	300MG	0	LITHOTABS	LITHIUM CARBONATE	0
016983	001	INJECTABLE;INJECTION	30%	1	CONRAY 30	IOTHALAMATE MEGLUMINE	0
016987	001	CAPSULE;ORAL	EQ 10MG BASE	0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE	0
016987	002	CAPSULE;ORAL	EQ 25MG BASE	0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE	0
016987	003	CAPSULE;ORAL	EQ 50MG BASE	0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE	0
016987	004	CAPSULE;ORAL	EQ 100MG BASE	0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE	0
016987	006	CAPSULE;ORAL	EQ 75MG BASE	0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE	0
016987	007	CAPSULE;ORAL	EQ 150MG BASE	0	DOXEPIN HYDROCHLORIDE	DOXEPIN HYDROCHLORIDE	0
016988	001	CREAM;TOPICAL	1%	1	FLUOROPLEX	FLUOROURACIL	0
016996	001	INJECTABLE;INJECTION	15MG/ML	0	HYPERSTAT	DIAZOXIDE	0
016997	001	CONCENTRATE;ORAL	EQ 25MG BASE/ML	0	SERENTIL	MESORIDAZINE BESYLATE	0
016998	002	CREAM;TOPICAL	0.025%	0	UTICORT	BETAMETHASONE BENZOATE	0
017001	001	CAPSULE;ORAL	250MG	1	ANCOBON	FLUCYTOSINE	0
017001	002	CAPSULE;ORAL	500MG	1	ANCOBON	FLUCYTOSINE	1
017007	001	INJECTABLE;INJECTION	1,000 UNITS/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	HEPARIN SODIUM	HEPARIN SODIUM	0
017007	002	INJECTABLE;INJECTION	5,000 UNITS/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	HEPARIN SODIUM	HEPARIN SODIUM	0
017007	003	INJECTABLE;INJECTION	7,500 UNITS/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	HEPARIN SODIUM	HEPARIN SODIUM	0
017007	004	INJECTABLE;INJECTION	10,000 UNITS/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	HEPARIN SODIUM	HEPARIN SODIUM	0
017007	005	INJECTABLE;INJECTION	15,000 UNITS/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	HEPARIN SODIUM	HEPARIN SODIUM	0
017007	006	INJECTABLE;INJECTION	20,000 UNITS/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	HEPARIN SODIUM	HEPARIN SODIUM	0
017007	007	INJECTABLE;INJECTION	2,500 UNITS/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	HEPARIN SODIUM	HEPARIN SODIUM	0
