ApplicationDocsID	ApplicationDocsTypeID	ApplNo	SubmissionType	SubmissionNo	ApplicationDocsTitle	ApplicationDocsURL	ApplicationDocsDate
714	1	017820	SUPPL     	37	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/17820slr037ltr.pdf	2002-07-23 00:00:00
715	1	017824	SUPPL     	24	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/17824s024ltr.pdf	2004-10-04 00:00:00
716	1	017830	SUPPL     	14	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/017830Orig1s014,016,017,018,019,030ltr.pdf	2014-02-25 00:00:00
717	1	017830	SUPPL     	17	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/017830Orig1s014,016,017,018,019,030ltr.pdf	2014-02-25 00:00:00
718	1	017830	SUPPL     	30	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/017830Orig1s014,016,017,018,019,030ltr.pdf	2014-02-25 00:00:00
719	1	017831	SUPPL     	53	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/17831slr053ltr.pdf	2004-02-27 00:00:00
720	1	017831	SUPPL     	57	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/017831Orig1s057ltr.pdf	2015-03-19 00:00:00
721	1	017836	SUPPL     	8	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/17836scs008ltr.pdf	2020-03-23 00:00:00
724	1	017858	SUPPL     	24	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/17858slr024ltr.pdf	2002-09-13 00:00:00
725	1	017858	SUPPL     	35	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/017858Orig1s035ltr.pdf	2012-08-16 00:00:00
726	1	017862	SUPPL     	50	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/17862slr050,051ltr.pdf	2004-04-29 00:00:00
727	1	017862	SUPPL     	61	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/017862s061ltr.pdf	2009-07-06 00:00:00
732	1	017874	SUPPL     	27	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/17874s18s27ltr.pdf	2001-07-26 00:00:00
733	1	017874	SUPPL     	35	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/017874s035_ltr.pdf	2007-01-16 00:00:00
734	1	017875	SUPPL     	32	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/17354slr044,17355slr046,17875slr032,17876slr031ltr.pdf	2003-05-30 00:00:00
735	1	017876	SUPPL     	31	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/17354slr044,17355slr046,17875slr032,17876slr031ltr.pdf	2003-05-30 00:00:00
741	1	017911	SUPPL     	65	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/017911s065ltr.pdf	2006-10-13 00:00:00
742	1	017911	SUPPL     	68	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/017911s068ltr.pdf	2006-01-30 00:00:00
743	1	017911	SUPPL     	70	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/017911s070ltr.pdf	2007-08-27 00:00:00
744	1	017911	SUPPL     	74	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/017911s074ltr.pdf	2010-12-28 00:00:00
745	1	017919	SUPPL     	96	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/017735Orig1s114,017919Orig1s096,018985Orig1s060,019653Orig1s054,019697Orig1s050,020301Orig1s034ltr.pdf	2013-10-04 00:00:00
746	1	017919	SUPPL     	99	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/017735Orig1s117,017919Orig1s099,018985Orig1s063ltr.pdf	2015-11-04 00:00:00
747	1	017920	SUPPL     	95	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/017920s095_ltr.pdf	2006-07-21 00:00:00
748	1	017922	SUPPL     	31	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/17922slr031,18938slr019,19955slr005ltr.pdf	2003-11-25 00:00:00
749	1	017922	SUPPL     	42	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/017922Orig1s042,018938Orig1s029ltr.pdf	2015-11-09 00:00:00
750	1	017923	SUPPL     	49	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/17923S49LTR.PDF	2001-03-15 00:00:00
752	1	017938	SUPPL     	22	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/17111s55ltr.pdf	2001-05-22 00:00:00
755	1	017955	SUPPL     	23	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/16921s021ltr.pdf	2002-06-10 00:00:00
756	1	017957	SUPPL     	32	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/17957slr032ltr.pdf	2003-05-29 00:00:00
757	1	017957	SUPPL     	39	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/17957s039ltr.pdf	2005-01-13 00:00:00
758	1	017963	SUPPL     	59	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/018704s018, 017963s059_ltr.pdf	2006-09-18 00:00:00
759	1	017963	SUPPL     	62	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/017963s062,018704s021ltr.pdf	2008-07-30 00:00:00
760	1	017963	SUPPL     	63	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/017963s063,018704s023ltr.pdf	2010-01-06 00:00:00
761	1	017963	SUPPL     	67	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/017963Orig1s067ltr.pdf	2012-12-26 00:00:00
762	1	017970	SUPPL     	40	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/17970s40.pdf	1998-10-29 00:00:00
763	1	017970	SUPPL     	44	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/17970s037ltr.pdf	2002-05-16 00:00:00
764	1	017970	SUPPL     	48	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/17970slr048ltr.pdf	2003-06-22 00:00:00
765	1	017970	SUPPL     	49	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/17970s037ltr.pdf	2002-05-16 00:00:00
766	1	017970	SUPPL     	52	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/17970s052ltr.pdf	2004-12-30 00:00:00
767	1	017970	SUPPL     	53	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/17970s053ltr.pdf	2005-03-23 00:00:00
768	1	017970	SUPPL     	54	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/017970s054ltr.pdf	2006-03-23 00:00:00
769	1	017989	SUPPL     	19	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/017989Orig1s019ltr.pdf	2013-12-13 00:00:00
770	1	017994	SUPPL     	22	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/17994slr022ltr.pdf	2003-06-08 00:00:00
771	1	018008	SUPPL     	63	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/18008slr063,18037slr063,19308slr020ltr.pdf	2004-06-07 00:00:00
772	1	018008	SUPPL     	66	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/018008s066, 018037s066, 019308s023ltr.pdf	2007-05-01 00:00:00
773	1	018008	SUPPL     	70	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/018008Orig1s070,018037Orig1s070,019308Orig1s027ltr.pdf	2013-09-12 00:00:00
774	1	018012	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/18012s026,18013s056ltr.pdf	2005-01-13 00:00:00
775	1	018012	SUPPL     	27	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/017090s74,18012s27,18013s58,19906s34ltr.pdf	2007-07-24 00:00:00
776	1	018012	SUPPL     	29	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/019906Orig1s037,018012Orig1029,018013Orig1s061,017090Orig1s076ltr.pdf	2012-10-29 00:00:00
777	1	018012	SUPPL     	30	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/018012Orig1s030,018013Orig1s062,017090Orig1s077,019906Orig1s038ltr.pdf	2014-07-11 00:00:00
778	1	018013	SUPPL     	58	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/017090s74,18012s27,18013s58,19906s34ltr.pdf	2007-07-24 00:00:00
779	1	018013	SUPPL     	63	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/018012Orig1s031,018013Orig1s063,017090Orig1s078,019906Orig1s039ltr.pdf	2014-07-29 00:00:00
780	1	018016	SUPPL     	49	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/16677s124ltr.pdf	2002-04-03 00:00:00
781	1	018016	SUPPL     	53	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/18016scp053ltr.pdf	2003-07-28 00:00:00
782	1	018016	SUPPL     	57	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/013684s092,016677s139,et al_ltr.pdf	2005-08-31 00:00:00
783	1	018016	SUPPL     	61	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/016677s147,018016s061,016693s096ltr.pdf	2013-09-13 00:00:00
784	1	018016	SUPPL     	62	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/016677Orig1s148,018016Orig1s062,019022Orig1s026ltr.pdf	2014-12-30 00:00:00
786	1	018024	SUPPL     	36	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/18024slr036ltr.pdf	2003-05-30 00:00:00
787	1	018027	SUPPL     	40	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/18027slr040,046,049ltr.pdf	2002-10-07 00:00:00
788	1	018027	SUPPL     	51	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/018027s051ltr.pdf	2006-04-13 00:00:00
789	1	018027	SUPPL     	55	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/018027s055LTR.pdf	2006-10-05 00:00:00
790	1	018027	SUPPL     	56	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/018027s056ltr.pdf	2011-10-24 00:00:00
791	1	018027	SUPPL     	59	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/018027Orig1s059ltr.pdf	2016-06-01 00:00:00
800	1	018031	SUPPL     	32	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/18031slr032ltr.pdf	2004-06-10 00:00:00
801	1	018031	SUPPL     	34	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/016418s077;018031s034ltr.pdf	2007-03-06 00:00:00
802	1	018031	SUPPL     	38	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/018031s037,s038ltr.pdf	2011-03-23 00:00:00
803	1	018035	SUPPL     	17	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/18035scm017ltr.pdf	2002-07-03 00:00:00
804	1	018035	SUPPL     	18	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/18035scr018ltr.pdf	2004-03-02 00:00:00
805	1	018035	SUPPL     	24	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/018035s024ltr.pdf	2009-07-13 00:00:00
806	1	018037	SUPPL     	59	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/18008slr059,18037slr059,19308slr017ltr.pdf	2003-05-29 00:00:00
807	1	018037	SUPPL     	65	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/013684s092,016677s139,et al_ltr.pdf	2005-08-31 00:00:00
808	1	018037	SUPPL     	70	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/018008Orig1s070,018037Orig1s070,019308Orig1s027ltr.pdf	2013-09-12 00:00:00
809	1	018044	SUPPL     	32	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/18044slr032,21068slr002ltr.pdf	2004-07-08 00:00:00
810	1	018044	SUPPL     	38	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/018044s038ltr.pdf	2010-03-03 00:00:00
814	1	018052	SUPPL     	32	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/018052s032ltr.pdf	2010-04-14 00:00:00
815	1	018057	SUPPL     	76	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/18057slr076ltr.pdf	2002-11-08 00:00:00
816	1	018057	SUPPL     	79	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/018057s079ltr.pdf	2010-09-07 00:00:00
817	1	018060	SUPPL     	63	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/018060s063ltr.pdf	2010-05-03 00:00:00
818	1	018063	SUPPL     	62	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/018063s062ltr.pdf	2011-06-07 00:00:00
819	1	018074	SUPPL     	34	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/018074s034ltr.pdf	2012-02-14 00:00:00
820	1	018081	SUPPL     	38	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/18081slr038,18082s024,18723s024,19680s015,20593s009,2116	2004-06-02 00:00:00
821	1	018081	SUPPL     	46	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/018081s046,s048,s050,s052,018082s031,s033,s035,s037,018723s037,s040,s043,s045,s046,019680s025,s027,s029,s031,020593s016,s020,s023ltr.pdf	2011-10-13 00:00:00
822	1	018081	SUPPL     	47	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/018081s047,018082s032ltr.pdf	2009-05-01 00:00:00
823	1	018081	SUPPL     	52	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/018081s046,s048,s050,s052,018082s031,s033,s035,s037,018723s037,s040,s043,s045,s046,019680s025,s027,s029,s031,020593s016,s020,s023ltr.pdf	2011-10-13 00:00:00
824	1	018081	SUPPL     	60	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/021168Orig1s028,018081Orig1s060,019680Orig1s039,018082Orig1s043,018723Orig1s052,020593Orig1s030ltr.pdf	2014-06-11 00:00:00
825	1	018081	SUPPL     	64	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/018081Orig1s064,018082Orig1s047,018723Orig1s056,019680Orig1s043,020593Orig1s034,021168Orig1s033ltr.pdf	2016-02-23 00:00:00
826	1	018082	SUPPL     	24	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/18081slr038,18082s024,18723s024,19680s015,20593s009,2116	2004-06-02 00:00:00
827	1	018082	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/018082s026ltr.pdf	2006-01-20 00:00:00
828	1	018082	SUPPL     	33	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/018081s046,s048,s050,s052,018082s031,s033,s035,s037,018723s037,s040,s043,s045,s046,019680s025,s027,s029,s031,020593s016,s020,s023ltr.pdf	2011-10-13 00:00:00
829	1	018082	SUPPL     	34	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/018081Orig1s049,018082Orig1s034,018723Orig1s041,019680Orig1s028,020593Orig1s019,021168Orig1s019ltr.pdf	2014-06-23 00:00:00
830	1	018082	SUPPL     	35	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/018081s046,s048,s050,s052,018082s031,s033,s035,s037,018723s037,s040,s043,s045,s046,019680s025,s027,s029,s031,020593s016,s020,s023ltr.pdf	2011-10-13 00:00:00
831	1	018082	SUPPL     	39	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/018081Orig1s057,018082Orig1s040,018723Orig1s049,019680Orig1s036,020593Orig1s027,021168Orig1s025ltr.pdf	2013-09-17 00:00:00
832	1	018082	SUPPL     	42	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/018081Orig1s059,0108082Orig1s042,018723Origs051,019680Orig1s038,020593Orig1s029,021168Orig1s027ltr.pdf	2015-01-08 00:00:00
833	1	018082	SUPPL     	43	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/021168Orig1s028,018081Orig1s060,019680Orig1s039,018082Orig1s043,018723Orig1s052,020593Orig1s030ltr.pdf	2014-06-11 00:00:00
834	1	018082	SUPPL     	45	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/018081Orig1s062,018082Orig1s045,018723Orig1s054,019680Orig1s041,020593Orig1s032,021168Orig1s031ltr.pdf	2015-03-17 00:00:00
835	1	018082	SUPPL     	46	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/018081Orig1s063,018082Orig1s046,018723Orig1s055,019680Orig1s042,020593Orig1s033,021168Orig1s032ltr.pdf	2015-09-25 00:00:00
836	1	018084	SUPPL     	51	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/018084s051,017628s067ltr.pdf	2006-02-22 00:00:00
837	1	018086	SUPPL     	54	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/18086S54ltr.pdf	2004-06-28 00:00:00
838	1	018086	SUPPL     	72	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/018086s070,s072ltr.pdf	2006-05-01 00:00:00
851	1	018141	SUPPL     	29	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/018141s029_ltr.pdf	2007-09-07 00:00:00
856	1	018150	SUPPL     	25	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/018150s025ltr.pdf	2011-06-27 00:00:00
857	1	018150	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/018150s026ltr.pdf	2012-01-18 00:00:00
858	1	018150	SUPPL     	27	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/018150Orig1s027ltr.pdf	2016-07-14 00:00:00
861	1	018154	SUPPL     	23	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/18154slr023ltr.pdf	2002-07-09 00:00:00
875	1	018211	SUPPL     	16	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/17577se8-033,18211se8-016,20897slr010ltr.pdf	2003-05-29 00:00:00
1713	1	019853	SUPPL     	11	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/19853slr007,011ltr.pdf	2003-11-25 00:00:00
1714	1	019853	SUPPL     	12	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/19853s012,014ltr.pdf	2004-10-29 00:00:00
2174	1	020216	SUPPL     	54	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/010402s048,020216s054ltr.pdf	2005-09-07 00:00:00
2175	1	020216	SUPPL     	55	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/010402s050, 020216s055LTR.pdf	2006-08-04 00:00:00
2176	1	020216	SUPPL     	59	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/020216s059ltr.pdf	2008-03-05 00:00:00
2177	1	020216	SUPPL     	60	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/020216s060ltr.pdf	2008-11-13 00:00:00
2178	1	020216	SUPPL     	74	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/020216s073,s074,s075ltr.pdf	2012-02-15 00:00:00
2179	1	020216	SUPPL     	81	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2015/020216Orig1s081ltr.pdf	2015-12-30 00:00:00
6296	14	021846	SUPPL     	98	This Former NDA Was Deemed To Be a BLA on March 23, 2020.	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=faq.page#nda_bla	2020-03-23 00:00:00
6297	14	021846	SUPPL     	99	This Former NDA Was Deemed To Be a BLA on March 23, 2020.	https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=faq.page#nda_bla	2020-03-23 00:00:00
7682	1	050006	SUPPL     	84	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/050006Orig1s084,050007Orig1s025,050480Orig1s050,050533Orig1s040ltr.pdf	2013-04-30 00:00:00
7683	1	050006	SUPPL     	85	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/050006Orig1s085,050007Orig1s026,050480Orig1s051,050533Orig1s041ltr.pdf	2013-09-09 00:00:00
7684	1	050006	SUPPL     	86	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/050006Orig1s086,050007Orig1s027,050480Orig1s052,050533Orig1s042ltr.pdf	2014-09-16 00:00:00
7685	1	050007	SUPPL     	20	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/050007s020ltr.pdf	2008-02-13 00:00:00
7686	1	050007	SUPPL     	25	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/050006Orig1s084,050007Orig1s025,050480Orig1s050,050533Orig1s040ltr.pdf	2013-05-01 00:00:00
7687	1	050007	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/050006Orig1s085,050007Orig1s026,050480Orig1s051,050533Orig1s041ltr.pdf	2013-09-09 00:00:00
7688	1	050023	SUPPL     	25	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/050023s025ltr.pdf	2008-04-28 00:00:00
7689	1	050065	SUPPL     	40	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/50065slr040,scm039ltr.pdf	2003-07-28 00:00:00
7690	1	050065	SUPPL     	43	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/50065s043,044ltr.pdf	2004-07-21 00:00:00
7691	1	050095	SUPPL     	44	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/50095slr044ltr.pdf	2003-06-22 00:00:00
7692	1	050108	SUPPL     	24	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/050108s024ltr.pdf	2006-01-20 00:00:00
7693	1	050108	SUPPL     	26	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/050108s026ltr.pdf	2009-05-19 00:00:00
7694	1	050138	SUPPL     	223	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/50138s222.pdf	2002-04-29 00:00:00
7695	1	050138	SUPPL     	229	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/050138s229,050141s224ltr.pdf	2005-11-18 00:00:00
7696	1	050141	SUPPL     	215	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/50141s215ltr.pdf	2002-03-01 00:00:00
7697	1	050141	SUPPL     	218	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/50138s222.pdf	2002-04-29 00:00:00
7698	1	050141	SUPPL     	219	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/50138s222.pdf	2002-04-29 00:00:00
7699	1	050141	SUPPL     	224	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/050138s229,050141s224ltr.pdf	2005-11-18 00:00:00
7700	1	050141	SUPPL     	226	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/050138s231,050141s226ltr.pdf	2009-12-31 00:00:00
7701	1	050141	SUPPL     	231	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/050138Orig1s234,050141s231ltr.pdf	2012-09-07 00:00:00
7702	1	050155	SUPPL     	39	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/050155s039ltr.pdf	2005-08-11 00:00:00
7703	1	050162	SUPPL     	84	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/50162slr084,50441slr048,50639slr014ltr.pdf	2004-02-02 00:00:00
7704	1	050162	SUPPL     	85	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2009/050162s085ltr.pdf	2010-01-21 00:00:00
7705	1	050162	SUPPL     	90	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/050162s090,050441s061,050639s022ltr.pdf	2011-06-10 00:00:00
7706	1	050162	SUPPL     	93	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/050162Orig1s092,s093ltr.pdf	2014-06-27 00:00:00
7707	1	050162	SUPPL     	95	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2016/050162Orig1s095,s096ltr.pdf	2016-03-25 00:00:00
7708	1	050168	SUPPL     	78	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/50168slr078ltr.pdf	2003-11-28 00:00:00
7709	1	050169	SUPPL     	46	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/50169slr046ltr.pdf	2003-12-02 00:00:00
7710	1	050182	SUPPL     	125	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/50609s019,50182s125ltr.pdf	2004-09-17 00:00:00
7711	1	050207	SUPPL     	57	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/50207s057.pdf	2002-04-25 00:00:00
7712	1	050207	SUPPL     	58	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/050207s058, 050297s021LTR.pdf	2006-08-14 00:00:00
7713	1	050207	SUPPL     	61	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/50611slr024,50297slr024,50207slr061ltr.pdf	2004-03-16 00:00:00
7714	1	050207	SUPPL     	64	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/050207s064ltr.pdf	2011-02-07 00:00:00
7715	1	050207	SUPPL     	66	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/050207s066ltr.pdf	2008-05-28 00:00:00
7716	1	050207	SUPPL     	68	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/050207s068, 050297s030ltr.pdf	2008-12-19 00:00:00
7717	1	050207	SUPPL     	71	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/050207s071,050611s035ltr.pdf	2012-02-06 00:00:00
7718	1	050261	SUPPL     	94	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/50261slr094ltr.pdf	2003-12-22 00:00:00
7719	1	050261	SUPPL     	95	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/50261slr095ltr.pdf	2003-05-30 00:00:00
7720	1	050261	SUPPL     	97	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/50261slr094ltr.pdf	2003-12-22 00:00:00
7721	1	050261	SUPPL     	101	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/050261Orig1s101ltr.pdf	2012-09-07 00:00:00
7723	1	050297	SUPPL     	19	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/50207s057.pdf	2002-04-25 00:00:00
7724	1	050297	SUPPL     	24	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/50611slr024,50297slr024,50207slr061ltr.pdf	2004-03-16 00:00:00
7725	1	050297	SUPPL     	29	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2010/050207s067,050297s029ltr.pdf	2010-11-08 00:00:00
7726	1	050316	SUPPL     	99	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/50317slr167,50316slr099ltr.pdf	2004-06-07 00:00:00
7727	1	050317	SUPPL     	167	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/50317slr167,50316slr099ltr.pdf	2004-06-07 00:00:00
7728	1	050317	SUPPL     	177	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2014/050317Orig1s177ltr.pdf	2014-10-21 00:00:00
7729	1	050347	SUPPL     	58	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2011/050347s058ltr.pdf	2011-11-21 00:00:00
7730	1	050405	SUPPL     	92	0	http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/50405s092ltr.pdf	2004-12-02 00:00:00
