decision_id,decision_date,company_name,ticker,drug,master_class,core_published_class,ticker_level_class,rows_for_this_ticker,classes_for_this_ticker,problem,exchange
D185,2023-09-29,Novo Nordisk,NVO,Rivfloza,US-LISTED (ADR),US-LISTED,US-LISTED,10,US-LISTED:4 | US-LISTED (ADR):6,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D274,2026-03-26,Novo Nordisk A/S,NVO,Awiqli,US-LISTED (ADR),US-LISTED,US-LISTED,10,US-LISTED:4 | US-LISTED (ADR):6,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1392,1997-07-25,Novartis AG,NVS,Femara,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1003,1998-05-12,Novartis AG,NVS,Simulect,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D636,2000-01-14,Novartis AG,NVS,Trileptal,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D646,2000-04-21,Novartis AG,NVS,Exelon,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D661,2000-12-22,Novartis AG,NVS,Starlix,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D664,2001-02-16,Novartis AG,NVS,Foradil Aerolizer,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D669,2001-05-10,Novartis AG,NVS,Gleevec,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D673,2001-08-20,Novartis AG,NVS,Zometa,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D684,2001-12-13,Novartis AG,NVS,Elidel,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D693,2002-07-24,Novartis AG,NVS,Zelnorm,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D755,2004-12-22,Novartis AG,NVS,Enablex,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D773,2005-11-02,Novartis AG,NVS,Exjade,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D803,2007-03-05,Novartis AG,NVS,Tekturna,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D816,2007-10-29,Novartis AG,NVS,Tasigna,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D846,2009-03-30,Novartis AG,NVS,Afinitor,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D847,2009-04-07,Novartis AG,NVS,Coartem,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D854,2009-06-17,Novartis AG,NVS,Ilaris,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D885,2010-09-21,Novartis AG,NVS,Gilenya,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D898,2011-07-01,Novartis AG,NVS,Arcapta Neohaler,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D922,2012-12-14,Novartis AG,NVS,Signifor,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D288,2019-03-26,Novartis AG,NVS,Mayzent,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D292,2019-05-24,Novartis AG,NVS,Piqray,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D278,2019-11-15,Novartis AG,NVS,Adakveo,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D209,2021-10-29,Novartis AG,NVS,Scemblix,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D202,2021-12-22,Novartis AG,NVS,Leqvio,US-LISTED (ADR),US-LISTED,US-LISTED,40,US-LISTED:15 | US-LISTED (ADR):25,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1356,1996-10-25,Orphan Medical (acquired by Jazz 2005),ORPH,Cystadane,US-LISTED,FORMERLY US-LISTED (DELISTED/ACQUIRED),FORMERLY US-LISTED (DELISTED/ACQUIRED),4,FORMERLY US-LISTED (DELISTED/ACQUIRED):1 | US-LISTED:3,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NASDAQ
D1408,1997-12-04,Orphan Medical (acquired by Jazz 2005),ORPH,Antizol,US-LISTED,FORMERLY US-LISTED (DELISTED/ACQUIRED),FORMERLY US-LISTED (DELISTED/ACQUIRED),4,FORMERLY US-LISTED (DELISTED/ACQUIRED):1 | US-LISTED:3,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NASDAQ
D1000,1998-04-09,Orphan Medical (acquired by Jazz 2005),ORPH,Sucraid,US-LISTED,FORMERLY US-LISTED (DELISTED/ACQUIRED),FORMERLY US-LISTED (DELISTED/ACQUIRED),4,FORMERLY US-LISTED (DELISTED/ACQUIRED):1 | US-LISTED:3,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NASDAQ
D960,1999-04-23,Roche Holding AG (Genentech parent),RHHBY,Xenical,NON-US LISTING ONLY,US-LISTED (ADR),US-LISTED (ADR),36,NON-US LISTING ONLY:5 | US-LISTED (ADR):31,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,OTC ADR; primary SIX:ROG
D980,1999-10-27,Roche Holding AG (Genentech parent),RHHBY,Tamiflu,NON-US LISTING ONLY,US-LISTED (ADR),US-LISTED (ADR),36,NON-US LISTING ONLY:5 | US-LISTED (ADR):31,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,OTC ADR; primary SIX:ROG
D703,2003-03-13,Roche Holding AG (Genentech parent),RHHBY,Fuzeon,NON-US LISTING ONLY,US-LISTED (ADR),US-LISTED (ADR),36,NON-US LISTING ONLY:5 | US-LISTED (ADR):31,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,OTC ADR; primary SIX:ROG
D709,2003-05-16,Roche Holding AG (Genentech parent),RHHBY,Boniva,NON-US LISTING ONLY,US-LISTED (ADR),US-LISTED (ADR),36,NON-US LISTING ONLY:5 | US-LISTED (ADR):31,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,OTC ADR; primary SIX:ROG
D817,2007-11-14,Roche Holding AG (Genentech parent),RHHBY,Mircera,NON-US LISTING ONLY,US-LISTED (ADR),US-LISTED (ADR),36,NON-US LISTING ONLY:5 | US-LISTED (ADR):31,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,OTC ADR; primary SIX:ROG
D600,2011-08-19,Seattle Genetics (now Pfizer; acquired 2024),SGEN,Adcetris,US-LISTED,FORMERLY US-LISTED (DELISTED/ACQUIRED),FORMERLY US-LISTED (DELISTED/ACQUIRED),3,FORMERLY US-LISTED (DELISTED/ACQUIRED):2 | US-LISTED:1,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NASDAQ (delisted 2024)
D467,2016-07-11,Shire plc (acquired by Takeda 2019),SHPG,Xiidra,US-LISTED,FORMERLY US-LISTED (DELISTED/ACQUIRED),FORMERLY US-LISTED (DELISTED/ACQUIRED),6,FORMERLY US-LISTED (DELISTED/ACQUIRED):5 | US-LISTED:1,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NASDAQ (delisted 2019)
D653,2000-07-18,Salix Pharmaceuticals (Valeant/Bausch lineage),SLXP,Colazal,FORMERLY US-LISTED (DELISTED/ACQUIRED),US-LISTED,US-LISTED,3,FORMERLY US-LISTED (DELISTED/ACQUIRED):2 | US-LISTED:1,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NASDAQ
D736,2004-05-25,Salix Pharmaceuticals (Valeant/Bausch lineage),SLXP,Xifaxan,FORMERLY US-LISTED (DELISTED/ACQUIRED),US-LISTED,US-LISTED,3,FORMERLY US-LISTED (DELISTED/ACQUIRED):2 | US-LISTED:1,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NASDAQ
D379,2020-03-02,Sanofi (Sanofi-Aventis U.S. LLC),SNY,Sarclisa,US-LISTED,US-LISTED (ADR),US-LISTED (ADR),24,US-LISTED:3 | US-LISTED (ADR):21,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NASDAQ
D048,2025-03-28,Sanofi,SNY,Qfitlia,US-LISTED,US-LISTED (ADR),US-LISTED (ADR),24,US-LISTED:3 | US-LISTED (ADR):21,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NASDAQ
D068,2025-08-29,Sanofi,SNY,Wayrilz,US-LISTED,US-LISTED (ADR),US-LISTED (ADR),24,US-LISTED:3 | US-LISTED (ADR):21,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NASDAQ
D549,2014-07-03,Spectrum Pharmaceuticals,SPPI,Beleodaq,US-LISTED,FORMERLY US-LISTED (DELISTED/ACQUIRED),FORMERLY US-LISTED (DELISTED/ACQUIRED),2,FORMERLY US-LISTED (DELISTED/ACQUIRED):1 | US-LISTED:1,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NASDAQ
D046,2025-02-11,SpringWorks Therapeutics,SWTX,Gomekli,US-LISTED,FORMERLY US-LISTED (DELISTED/ACQUIRED),FORMERLY US-LISTED (DELISTED/ACQUIRED),2,FORMERLY US-LISTED (DELISTED/ACQUIRED):1 | US-LISTED:1,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NASDAQ
D214,2021-09-15,Takeda Pharmaceutical Company Limited,TAK,Exkivity,US-LISTED (ADR),US-LISTED,US-LISTED,10,US-LISTED:7 | US-LISTED (ADR):3,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D206,2021-11-23,Takeda Pharmaceutical Company Limited,TAK,Livtencity,US-LISTED (ADR),US-LISTED,US-LISTED,10,US-LISTED:7 | US-LISTED (ADR):3,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D192,2023-11-08,Takeda Pharmaceutical Company,TAK,Fruzaqla,US-LISTED (ADR),US-LISTED,US-LISTED,10,US-LISTED:7 | US-LISTED (ADR):3,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE (ADR)
D1371,1996-12-20,Teva Pharmaceutical Industries,TEVA,Copaxone,US-LISTED,US-LISTED (ADR),US-LISTED (ADR),7,US-LISTED:4 | US-LISTED (ADR):3,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE
D787,2006-05-16,Teva Pharmaceutical Industries,TEVA,Azilect,US-LISTED,US-LISTED (ADR),US-LISTED (ADR),7,US-LISTED:4 | US-LISTED (ADR):3,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE
D916,2012-08-29,Sicor Biotech (Teva Group),TEVA,Granix,US-LISTED,US-LISTED (ADR),US-LISTED (ADR),7,US-LISTED:4 | US-LISTED (ADR):3,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE
D919,2012-10-26,Teva Pharmaceutical Industries,TEVA,Synribo,US-LISTED,US-LISTED (ADR),US-LISTED (ADR),7,US-LISTED:4 | US-LISTED (ADR):3,TICKER-INTERNALLY-INCONSISTENT+ROW-LEVEL-vs-TICKER-LEVEL,NYSE
