year,application_number,application_number_6,drug_brand,drug_generic,decision_date,chemical_type_code,chemical_type_description,review_priority,is_nme_comparable,project_table,decision_id,drugsatfda_url,openfda_query_url,payload_found,payload_decision_date,payload_class_code,payload_class_desc,payload_review_priority,payload_sponsor_current_holder,verification_status,official_nme_count_for_year,fda_compilation_row,notes,source_urls,irregularity_flag
1984,NDA 050564,050564,Augmentin,amoxicillin and clavulanate potassium,1984-08-06,TYPE 1/4,Type 1/4 - New Molecular Entity / New Combination,PRIORITY,YES,pre1985_fda_decisions.csv,PRE1985-1984-07,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050564,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050564%22&limit=1,YES,1984-08-06,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination,PRIORITY,US ANTIBIOTICS,VERIFIED,22,N/A (pre-1985 not in Compilation),"Approved 1984-08-06. Beecham merged with SmithKline Beckman in 1989, later GlaxoSmithKline. v13 correction (2026-09-18): the v12 row cited NDA050575, which is the AUGMENTIN oral-suspension application (TYPE 3, STANDARD, approved the same day 1984-08-06). The amoxicillin/clavulanate combination-tablet application NDA050564 is TYPE 1/4 (an NME-containing new combination - clavulanate potassium was the new moiety), PRIORITY, 1984-08-06; the row now points to NDA050564 with NDA050575 recorded here. Both applications are in the committed openFDA payloads.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050564|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050564%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1984,NDA 018631,018631,Trental,pentoxifylline,1984-08-30,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,YES,pre1985_fda_decisions.csv,PRE1985-1984-05,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018631,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018631%22&limit=1,YES,1984-08-30,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,VALIDUS PHARMS,VERIFIED,22,N/A (pre-1985 not in Compilation),Approved 1984-08-30. Hoechst lineage to Aventis and Sanofi.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018631|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018631%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1984,NDA 019264,019264,Pentam 300,pentamidine isethionate,1984-10-16,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,YES,pre1985_fda_decisions.csv,PRE1985-1984-19,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019264,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA019264%22&limit=1,YES,1984-10-16,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,FRESENIUS KABI USA,VERIFIED,22,N/A (pre-1985 not in Compilation),"v13 2026-09-18 added. Payload: ORIG AP 1984-10-16, TYPE 1, PRIORITY, holder FRESENIUS KABI USA, product PENTAM (pentamidine isethionate 300 mg/vial). FDA OOPD record: pentamidine isethionate / Pentam 300, designated 1984-02-28 for Pneumocystis carinii pneumonia, marketing approval date 10/16/1984, exclusivity to 10/16/1991. Original 1984 applicant not pinned (the app later moved to LyphoMed/Fujisawa/Astellas lineage per secondary histories - not independently verified this pass) - flagged.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019264|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA019264%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1984,NDA 018257,018257,Tonocard,tocainide hydrochloride,1984-11-09,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,YES,pre1985_fda_decisions.csv,PRE1985-1984-08,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018257,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018257%22&limit=1,YES,1984-11-09,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,ASTRAZENECA,VERIFIED,22,N/A (pre-1985 not in Compilation),"Approved 1984-11-09. Merck Sharp & Dohme lineage. v13 correction (2026-09-18): the v12 row cited NDA018249, which is actually 'SODIUM LACTATE 0.167 MOLAR IN PLASTIC CONTAINER' (Hospira; ORIG AP 1980-07-25, TYPE 5). Tonocard is NDA018257: ORIG AP 1984-11-09, TYPE 1, PRIORITY, current Drugs@FDA holder ASTRAZENECA. Review priority corrected from STANDARD to PRIORITY per the payload. The Merck Sharp & Dohme original-applicant attribution is corroborated by NEJM 1986 ('tocainide (Tonocard, Merck Sharpe and Dohme), was first marketed in November 1984', doi 10.1056/NEJM198607033150107).",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018257|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018257%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1984,NDA 018932,018932,Trexan,naltrexone hydrochloride,1984-11-20,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,YES,pre1985_fda_decisions.csv,PRE1985-1984-03,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018932,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018932%22&limit=1,YES,1984-11-20,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TEVA WOMENS,VERIFIED,22,N/A (pre-1985 not in Compilation),Approved 1984-11-20. DuPont pharma unit sold to Bristol-Myers Squibb in 2001.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018932|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018932%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1984,NDA 050585,050585,Rocephin,ceftriaxone sodium,1984-12-21,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,YES,pre1985_fda_decisions.csv,PRE1985-1984-04,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050585,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050585%22&limit=1,YES,1984-12-21,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,HOFFMANN LA ROCHE,VERIFIED,22,N/A (pre-1985 not in Compilation),Approved 1984-12-21. Roche primary sponsor.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050585|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050585%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1984,NDA 018917,018917,Sectral,acebutolol hydrochloride,1984-12-28,TYPE 1,Type 1 - New Molecular Entity,STANDARD,YES,pre1985_fda_decisions.csv,PRE1985-1984-02,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018917,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018917%22&limit=1,YES,1984-12-28,TYPE 1,Type 1 - New Molecular Entity,STANDARD,PROMIUS PHARMA,VERIFIED,22,N/A (pre-1985 not in Compilation),Approved 1984-12-28. Wyeth acquired by Pfizer in 2009.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018917|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018917%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1984,NDA 018289,018289,Nephroflow,iodohippurate sodium I-123,1984-12-28,TYPE 1,Type 1 - New Molecular Entity,STANDARD,YES,pre1985_fda_decisions.csv,PRE1985-1984-20,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018289,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018289%22&limit=1,YES,1984-12-28,TYPE 1,Type 1 - New Molecular Entity,STANDARD,GE HEALTHCARE,VERIFIED,22,N/A (pre-1985 not in Compilation),"v13 2026-09-18 added. Payload: ORIG AP 1984-12-28, TYPE 1, STANDARD, holder GE HEALTHCARE, product NEPHROFLOW (iodohippurate sodium I-123 1 mCi/mL). Original applicant not identified in machine-readable primary sources this pass - flagged. Product discontinued; no current label to quote.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018289|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018289%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1984,NDA 018770,018770,Tornalate,bitolterol mesylate,1984-12-28,TYPE 1,Type 1 - New Molecular Entity,STANDARD,YES,pre1985_fda_decisions.csv,PRE1985-1984-21,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018770,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018770%22&limit=1,YES,1984-12-28,TYPE 1,Type 1 - New Molecular Entity,STANDARD,SANOFI AVENTIS US,VERIFIED,22,N/A (pre-1985 not in Compilation),"v13 2026-09-18 added. Payload: ORIG AP 1984-12-28, TYPE 1, STANDARD, holder SANOFI AVENTIS US, product TORNALATE (bitolterol mesylate 0.37 mg/inh). Original applicant Sterling Winthrop per Pink Sheet/Medtech Insight (1992): 'Tornalate was approved six years after Sterling filed the NDA' and 'Dura licenses Tornalate from Sterling Winthrop'. Product discontinued - no current label to quote.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018770|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018770%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1984,NDA 018719,018719,Modrastane,trilostane,1984-12-31,TYPE 1,Type 1 - New Molecular Entity,STANDARD,YES,pre1985_fda_decisions.csv,PRE1985-1984-22,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018719,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018719%22&limit=1,YES,1984-12-31,TYPE 1,Type 1 - New Molecular Entity,STANDARD,BIOENVISION,VERIFIED,22,N/A (pre-1985 not in Compilation),"v13 2026-09-18 added. Payload: ORIG AP 1984-12-31, TYPE 1, STANDARD, holder BIOENVISION, product MODRASTANE (trilostane 30 mg). NCATS Inxight: 'First approved in 1984 - MODRASTANE by BIOENVISION' (ApplNo 018719), US Previously Marketed; MDPI Animals review (2025): trilostane 'initially approved for the treatment of Cushing's syndrome in humans in 1984... therapeutic use in humans was discontinued almost a decade later'. Original 1984 applicant not pinned - flagged.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018719|https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018719%22&limit=1|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1985,NDA019010,019010,Lupron,leuprolide acetate,1985-04-09,TYPE 1 (Compilation spine),New Molecular Entity / New Biologic per Compilation rule Type1/1-4+biologics,Priority,YES,fda_decisions_master.csv,D1029,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019010,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA019010%22&limit=1,FOUND,1985-04-09,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,ABBVIE ENDOCRINE INC,VERIFIED,30,Compilation row for Lupron NDA019010 — 1985 section 31 rows (18 Priority /13 Standard),"appl NDA019010. COMPILATION_ONLY: at the time of entry no CDER NME year table had been located, so FDA's official CDER Novel Drug Approvals Compilation (media/177921, approval-year 1985 section) is the official spine for this row. v17 (2026-09-19): FDA's official NME year series (1938-2022) was located and captured (data/fda_official_year_series.csv); this year's official-vs-project verdict is in data/fda_official_series_crosswalk.csv. Compilation verbatim: applicant: TAP Pharmaceuticals; NDA19010; Priority; Orphan=No; Accelerated=N/A. Takeda/Abbott JV (TSE:4502 per the audited TAP PHARM entry); Takeda full owner 2008. openFDA check (2026-09-17): application NDA019010 ORIG/AP record matches the Compilation approval date 1985-04-09 exactly (sponsor of record: ABBVIE ENDOCRINE INC; class: Type 1 - New Molecular Entity; priority: PRIORITY)",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019010|https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1985,NDA018949,018949,Seldane,terfenadine,1985-05-08,TYPE 1 (Compilation spine),New Molecular Entity / New Biologic per Compilation rule Type1/1-4+biologics,Priority,YES,fda_decisions_master.csv,D1030,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018949,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018949%22&limit=1,PAYLOAD_INVISIBLE_DOCUMENTED_GAP,,,,,,COMPILATION_ONLY_VERIFIED_VIA_CAPTURE_INDEX,30,Compilation row for Seldane NDA018949 — 1985 section 31 rows (18 Priority /13 Standard),"appl NDA018949. COMPILATION_ONLY: at the time of entry no CDER NME year table had been located, so FDA's official CDER Novel Drug Approvals Compilation (media/177921, approval-year 1985 section) is the official spine for this row. v17 (2026-09-19): FDA's official NME year series (1938-2022) was located and captured (data/fda_official_year_series.csv); this year's official-vs-project verdict is in data/fda_official_series_crosswalk.csv. Compilation verbatim: applicant: Merrell-Dow; NDA18949; Priority; Orphan=No; Accelerated=N/A. HMR US lineage per the 1998-pass HMR resolution (blank; no verified US ADR). openFDA check (2026-09-17): no ORIG/AP record for NDA018949 in the committed bulk payloads — the product was later withdrawn/discontinued or is a legacy licence FDA no longer indexes; this row rests on FDA's official CDER Compilation (media/177921) only | listing-class note (2026-09-18): field re-derivation would classify as 'PRIVATE / NO EQUITY' (no listed equity in the verified fields (ticker='blank', exchange='blank')); kept committed class 'NON-US LISTING ONLY' whose classification_basis documents the more specific verification | v17 (2026-09-19) completeness-gap precision, live re-check: openFDA returns NOT_FOUND for NDA018949 (api.fda.gov) and FDA's own Drugs@FDA page for 018949 renders an empty application shell - the number resolves but FDA publishes no products and no approval history for it. The row therefore rests on the CDER NME Compilation alone, as stated; the earlier note's alternative wording ('the product was later withdrawn/discontinued') is superseded - Seldane's withdrawal is not the reason, because discontinued products are normally retained in both systems. Evidence: data/raw/source_captures_2026_09_19/live_primary_captures_2026_09_19.json (V17-C03, V17-C04).",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018949|https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1985,NDA018689,018689,Ridaura,auranofin,1985-05-24,TYPE 1 (Compilation spine),New Molecular Entity / New Biologic per Compilation rule Type1/1-4+biologics,Priority,YES,fda_decisions_master.csv,D1031,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018689,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018689%22&limit=1,FOUND,1985-05-24,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,LEGACY,VERIFIED,30,Compilation row for Ridaura NDA018689 — 1985 section 31 rows (18 Priority /13 Standard),"appl NDA018689. COMPILATION_ONLY: at the time of entry no CDER NME year table had been located, so FDA's official CDER Novel Drug Approvals Compilation (media/177921, approval-year 1985 section) is the official spine for this row. v17 (2026-09-19): FDA's official NME year series (1938-2022) was located and captured (data/fda_official_year_series.csv); this year's official-vs-project verdict is in data/fda_official_series_crosswalk.csv. Compilation verbatim: applicant: SmithKline & French; NDA18689; Priority; Orphan=No; Accelerated=N/A. primary LSE:GSK. openFDA check (2026-09-17): application NDA018689 ORIG/AP record matches the Compilation approval date 1985-05-24 exactly (sponsor of record: LEGACY; class: Type 1 - New Molecular Entity; priority: PRIORITY)",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018689|https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1985,NDA018651,018651,Marinol,dronabinol,1985-05-31,TYPE 1 (Compilation spine),New Molecular Entity / New Biologic per Compilation rule Type1/1-4+biologics,Priority,YES,fda_decisions_master.csv,D1032,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018651,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018651%22&limit=1,FOUND,1985-05-31,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,ALKEM LABS LTD,VERIFIED,30,Compilation row for Marinol NDA018651 — 1985 section 31 rows (18 Priority /13 Standard),"appl NDA018651. COMPILATION_ONLY: at the time of entry no CDER NME year table had been located, so FDA's official CDER Novel Drug Approvals Compilation (media/177921, approval-year 1985 section) is the official spine for this row. v17 (2026-09-19): FDA's official NME year series (1938-2022) was located and captured (data/fda_official_year_series.csv); this year's official-vs-project verdict is in data/fda_official_series_crosswalk.csv. Compilation verbatim: applicant: Unimed; NDA18651; Priority; Orphan=No; Accelerated=N/A. Marinol sponsor; privately held until Solvay 1999 — blank, flagged. openFDA check (2026-09-17): application NDA018651 ORIG/AP record matches the Compilation approval date 1985-05-31 exactly (sponsor of record: ALKEM LABS LTD; class: Type 1 - New Molecular Entity; priority: PRIORITY) | listing-class note (2026-09-18): field re-derivation would classify as 'PRIVATE / NO EQUITY' (no listed equity in the verified fields (ticker='blank', exchange='blank')); kept committed class 'FORMERLY US-LISTED (DELISTED/ACQUIRED)' whose classification_basis documents the more specific verification",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018651|https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1985,NDA050578,050578,Fortaz,ceftazidime,1985-07-19,TYPE 1 (Compilation spine),New Molecular Entity / New Biologic per Compilation rule Type1/1-4+biologics,Priority,YES,fda_decisions_master.csv,D1033,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050578,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050578%22&limit=1,FOUND,1985-07-19,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,PAI HOLDINGS PHARM,VERIFIED,30,Compilation row for Fortaz NDA050578 — 1985 section 31 rows (18 Priority /13 Standard),"appl NDA050578. COMPILATION_ONLY: at the time of entry no CDER NME year table had been located, so FDA's official CDER Novel Drug Approvals Compilation (media/177921, approval-year 1985 section) is the official spine for this row. v17 (2026-09-19): FDA's official NME year series (1938-2022) was located and captured (data/fda_official_year_series.csv); this year's official-vs-project verdict is in data/fda_official_series_crosswalk.csv. Compilation verbatim: applicant: Glaxo; NDA50578; Priority; Orphan=No; Accelerated=N/A. primary LSE:GSK. openFDA check (2026-09-17): application NDA050578 ORIG/AP record matches the Compilation approval date 1985-07-19 exactly (sponsor of record: PAI HOLDINGS PHARM; class: Type 1 - New Molecular Entity; priority: PRIORITY)",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050578|https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1985,NDA018905,018905,Hexabrix,"ioxaglate meglumine, ioxaglate sodium",1985-07-26,TYPE 1 (Compilation spine),New Molecular Entity / New Biologic per Compilation rule Type1/1-4+biologics,Standard,YES,fda_decisions_master.csv,D1034,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018905,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018905%22&limit=1,FOUND,1985-07-26,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination,STANDARD,GUERBET,VERIFIED,30,Compilation row for Hexabrix NDA018905 — 1985 section 31 rows (18 Priority /13 Standard),"appl NDA018905. COMPILATION_ONLY: at the time of entry no CDER NME year table had been located, so FDA's official CDER Novel Drug Approvals Compilation (media/177921, approval-year 1985 section) is the official spine for this row. v17 (2026-09-19): FDA's official NME year series (1938-2022) was located and captured (data/fda_official_year_series.csv); this year's official-vs-project verdict is in data/fda_official_series_crosswalk.csv. Compilation verbatim: applicant: Mallinckrodt; NDA18905; Standard; Orphan=No; Accelerated=N/A. CORRECTED via override: the generic table's MNK is the 2013+ Mallinckrodt plc shell; 1980s-90s Mallinckrodt Inc was acquired by Tyco Jun-2000 — decision-date symbol not re-verified from a primary source this pass — blank, flagged. openFDA check (2026-09-17): application NDA018905 ORIG/AP record matches the Compilation approval date 1985-07-26 exactly (sponsor of record: GUERBET; class: Type 1 - New Molecular Entity and Type 4 - New Combination; priority: STANDARD) | listing-class note (2026-09-18): field re-derivation would classify as 'PRIVATE / NO EQUITY' (no listed equity in the verified fields (ticker='blank', exchange='blank')); kept committed class 'FORMERLY US-LISTED (DELISTED/ACQUIRED)' whose classification_basis documents the more specific verification",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018905|https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1985,NDA018509,018509,Baros Effervescent,"tartaric acid, sodium bicarbonate",1985-08-07,TYPE 1 (Compilation spine),New Molecular Entity / New Biologic per Compilation rule Type1/1-4+biologics,Standard,YES,fda_decisions_master.csv,D1035,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018509,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018509%22&limit=1,FOUND,1985-08-07,TYPE 1,Type 1 - New Molecular Entity,STANDARD,MALLINCKRODT INC,VERIFIED,30,Compilation row for Baros Effervescent NDA018509 — 1985 section 31 rows (18 Priority /13 Standard),"appl NDA018509. COMPILATION_ONLY: at the time of entry no CDER NME year table had been located, so FDA's official CDER Novel Drug Approvals Compilation (media/177921, approval-year 1985 section) is the official spine for this row. v17 (2026-09-19): FDA's official NME year series (1938-2022) was located and captured (data/fda_official_year_series.csv); this year's official-vs-project verdict is in data/fda_official_series_crosswalk.csv. Compilation verbatim: applicant: Mallinckrodt; NDA18509; Standard; Orphan=No; Accelerated=N/A. CORRECTED via override: the generic table's MNK is the 2013+ Mallinckrodt plc shell; 1980s-90s Mallinckrodt Inc was acquired by Tyco Jun-2000 — decision-date symbol not re-verified from a primary source this pass — blank, flagged. openFDA check (2026-09-17): application NDA018509 ORIG/AP record matches the Compilation approval date 1985-08-07 exactly (sponsor of record: MALLINCKRODT INC; class: Type 1 - New Molecular Entity; priority: STANDARD) | listing-class note (2026-09-18): field re-derivation would classify as 'PRIVATE / NO EQUITY' (no listed equity in the verified fields (ticker='blank', exchange='blank')); kept committed class 'FORMERLY US-LISTED (DELISTED/ACQUIRED)' whose classification_basis documents the more specific verification",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018509|https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1985,NDA019270,019270,Betoptic,betaxolol hydrochloride,1985-08-30,TYPE 1 (Compilation spine),New Molecular Entity / New Biologic per Compilation rule Type1/1-4+biologics,Priority,YES,fda_decisions_master.csv,D1036,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019270,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA019270%22&limit=1,FOUND,1985-08-30,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,SANDOZ,VERIFIED,30,Compilation row for Betoptic NDA019270 — 1985 section 31 rows (18 Priority /13 Standard),"appl NDA019270. COMPILATION_ONLY: at the time of entry no CDER NME year table had been located, so FDA's official CDER Novel Drug Approvals Compilation (media/177921, approval-year 1985 section) is the official spine for this row. v17 (2026-09-19): FDA's official NME year series (1938-2022) was located and captured (data/fda_official_year_series.csv); this year's official-vs-project verdict is in data/fda_official_series_crosswalk.csv. Compilation verbatim: applicant: Alcon; NDA19270; Priority; Orphan=No; Accelerated=N/A. wholly owned by Nestle at approval (no separate Alcon equity until the Mar-2002 IPO); ALC used per the master's Alcon precedent (D667) — decision-date proxy was Nestle, not ALC; flagged. openFDA check (2026-09-17): application NDA019270 ORIG/AP record matches the Compilation approval date 1985-08-30 exactly (sponsor of record: SANDOZ; class: Type 1 - New Molecular Entity; priority: PRIORITY)",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019270|https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
1985,NDA018738,018738,Sulcosyn,sulconazole nitrate,1985-08-30,TYPE 1 (Compilation spine),New Molecular Entity / New Biologic per Compilation rule Type1/1-4+biologics,Standard,YES,fda_decisions_master.csv,D1037,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018738,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018738%22&limit=1,FOUND,1985-08-30,TYPE 1,Type 1 - New Molecular Entity,STANDARD,JOURNEY,VERIFIED,30,Compilation row for Sulcosyn NDA018738 — 1985 section 31 rows (18 Priority /13 Standard),"appl NDA018738. COMPILATION_ONLY: at the time of entry no CDER NME year table had been located, so FDA's official CDER Novel Drug Approvals Compilation (media/177921, approval-year 1985 section) is the official spine for this row. v17 (2026-09-19): FDA's official NME year series (1938-2022) was located and captured (data/fda_official_year_series.csv); this year's official-vs-project verdict is in data/fda_official_series_crosswalk.csv. Compilation verbatim: applicant: Syntex; NDA18738; Standard; Orphan=No; Accelerated=N/A. Syntex Corp (Palo Alto) — Roche acquired full control 1994 and delisted it; decision-date US listing not verified from a primary source this pass — ticker left blank, flagged. openFDA check (2026-09-17): application NDA018738 ORIG/AP record matches the Compilation approval date 1985-08-30 exactly (sponsor of record: JOURNEY; class: Type 1 - New Molecular Entity; priority: STANDARD) | listing-class note (2026-09-18): field re-derivation would classify as 'PRIVATE / NO EQUITY' (no listed equity in the verified fields (ticker='blank', exchange='blank')); kept committed class 'NON-US LISTING ONLY' whose classification_basis documents the more specific verification",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018738|https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals|https://www.fda.gov/about-fda/histories-fda-regulated-products/summary-nda-approvals-receipts-1938-present,
