audit_id,year,application_number,application_kind,drug_brand,drug_generic,openfda_holder,payload_decision_date,payload_class_code,payload_class_description,payload_review_priority,tracked_in,tracked_row_id,tracked_table_date,tracked_table_class,tracked_table_priority,date_agreement,class_agreement,priority_agreement,matched_via,verdict,review_flag,source_url_drugsatfda,source_query_url
F1981-014,1981,NDA018473,NDA,VENTOLIN,ALBUTEROL 0.09MG/INH,GLAXOSMITHKLINE,1981-05-01,TYPE 5,Type 5 - New Formulation or New Manufacturer,PRIORITY,fda_original_non_nme_decisions.csv,O-NDA018473,1981-05-01,TYPE 5,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018473,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-015,1981,NDA018014,NDA,DOPAMINE HYDROCHLORIDE,DOPAMINE HYDROCHLORIDE 40MG/ML,INTL MEDICATION,1981-05-19,,,,fda_original_non_nme_decisions.csv,O-NDA018014,1981-05-19,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018014,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-016,1981,NDA018132,NDA,DOPAMINE HYDROCHLORIDE,DOPAMINE HYDROCHLORIDE,HOSPIRA,1981-05-19,,,,fda_original_non_nme_decisions.csv,O-NDA018132,1981-05-19,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018132,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-017,1981,NDA018242,NDA,SULFAMETHOXAZOLE AND TRIMETHOPRIM,SULFAMETHOXAZOLE 400MG; TRIMETHOPRIM 80MG,TEVA,1981-05-19,,,,fda_original_non_nme_decisions.csv,O-NDA018242,1981-05-19,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018242,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-018,1981,NDA018267,NDA,FUROSEMIDE,FUROSEMIDE,HIKMA,1981-05-19,,,,fda_original_non_nme_decisions.csv,O-NDA018267,1981-05-19,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018267,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-019,1981,NDA018197,NDA,IBU,IBUPROFEN 400MG,BASF,1981-05-21,,,,fda_original_non_nme_decisions.csv,O-NDA018197,1981-05-21,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018197,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-020,1981,NDA017675,NDA,TENATHAN,BETHANIDINE SULFATE 10MG,ROBINS AH,1981-05-29,TYPE 1,Type 1 - New Molecular Entity,STANDARD,pre1985_fda_decisions.csv,PRE1985-1981-05,1981-05-29,TYPE 1,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017675,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-021,1981,NDA018771,NDA,LACRISERT,HYDROXYPROPYL CELLULOSE 5MG,BAUSCH AND LOMB INC,1981-06-01,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018771,1981-06-01,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018771,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-022,1981,NDA018533,NDA,NIZORAL,KETOCONAZOLE 200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,JANSSEN PHARMS,1981-06-12,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,pre1985_fda_decisions.csv,PRE1985-1981-06,1981-06-12,TYPE 1,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018533,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-023,1981,NDA018374,NDA,BACTRIM,SULFAMETHOXAZOLE 80MG/ML; TRIMETHOPRIM 16MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SUN PHARM INDS INC,1981-06-23,TYPE 3,Type 3 - New Dosage Form,PRIORITY,fda_original_non_nme_decisions.csv,O-NDA018374,1981-06-23,TYPE 3,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018374,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-024,1981,NDA018452,NDA,SEPTRA,SULFAMETHOXAZOLE 80MG/ML; TRIMETHOPRIM 16MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,MONARCH PHARMS,1981-06-23,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018452,1981-06-23,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018452,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-025,1981,NDA018398,NDA,DOPAMINE HYDROCHLORIDE,DOPAMINE HYDROCHLORIDE 80MG/ML,BAXTER HLTHCARE,1981-07-06,,,,fda_original_non_nme_decisions.csv,O-NDA018398,1981-07-06,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018398,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-026,1981,NDA018310,NDA,LYMPHAZURIN,ISOSULFAN BLUE 50MG/5ML (10MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,COVIDIEN,1981-07-29,TYPE 1,Type 1 - New Molecular Entity,STANDARD,pre1985_fda_decisions.csv,PRE1985-1981-07,1981-07-29,TYPE 1,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018310,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-027,1981,NDA018485,NDA,ISOPTIN,VERAPAMIL HYDROCHLORIDE 2.5MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,MT ADAMS,1981-08-12,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,pre1985_fda_decisions.csv,PRE1985-1981-08,1981-08-12,TYPE 1,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018485,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-028,1981,NDA018076,NDA,CHOLOVUE,IODOXAMATE MEGLUMINE 40.3%,BRACCO,1981-08-14,TYPE 2,Type 2 - New Active Ingredient,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018076,1981-08-14,TYPE 2,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018076,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-029,1981,NDA018077,NDA,CHOLOVUE,IODOXAMATE MEGLUMINE 9.9%,BRACCO,1981-08-14,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018077,1981-08-14,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018077,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-030,1981,NDA018240,NDA,TENORMIN,ATENOLOL,TWI PHARMS,1981-08-19,TYPE 1,Type 1 - New Molecular Entity,STANDARD,pre1985_fda_decisions.csv,PRE1985-1981-09,1981-08-19,TYPE 1,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018240,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-031,1981,NDA018423,NDA,HIBICLENS,CHLORHEXIDINE GLUCONATE 4% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,MOLNLYCKE HLTH,1981-08-27,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018423,1981-08-27,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018423,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-032,1981,NDA018487,NDA,FUROSEMIDE,FUROSEMIDE 40MG,PHARMOBEDIENT,1981-08-27,,,,fda_original_non_nme_decisions.csv,O-NDA018487,1981-08-27,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018487,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-033,1981,NDA018389,NDA,ALDOMET,METHYLDOPA 250MG/5ML,MERCK,1981-08-28,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018389,1981-08-28,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018389,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-034,1981,NDA018450,NDA,NITROPRESS,SODIUM NITROPRUSSIDE 50MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,ABBVIE,1981-09-08,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018450,1981-09-08,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018450,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-035,1981,NDA050549,NDA,MEZLIN,MEZLOCILLIN SODIUM MONOHYDRATE EQ 3GM BASE/VIAL,BAYER PHARMS,1981-09-21,TYPE 1,Type 1 - New Molecular Entity,STANDARD,pre1985_fda_decisions.csv,PRE1985-1981-10,1981-09-21,TYPE 1,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050549,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-036,1981,NDA017736,NDA,PAXIPAM,HALAZEPAM 40MG,SCHERING,1981-09-24,TYPE 1,Type 1 - New Molecular Entity,STANDARD,pre1985_fda_decisions.csv,PRE1985-1981-11,1981-09-24,TYPE 1,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017736,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-037,1981,NDA018148,NDA,NASALIDE,FLUNISOLIDE 0.025MG/SPRAY **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,IVAX RES,1981-09-24,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,pre1985_fda_decisions.csv,PRE1985-1981-12,1981-09-24,TYPE 1,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018148,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-038,1981,NDA018521,NDA,VANCENASE,BECLOMETHASONE DIPROPIONATE 0.042MG/INH,SCHERING,1981-09-24,TYPE 3,Type 3 - New Dosage Form,PRIORITY,fda_original_non_nme_decisions.csv,O-NDA018521,1981-09-24,TYPE 3,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018521,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-039,1981,NDA018537,NDA,TRIDIL,NITROGLYCERIN 5MG/ML,HOSPIRA,1981-09-30,TYPE 3,Type 3 - New Dosage Form,PRIORITY,fda_original_non_nme_decisions.csv,O-NDA018537,1981-09-30,TYPE 3,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018537,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-040,1981,NDA018584,NDA,BECONASE,BECLOMETHASONE DIPROPIONATE 0.042MG/INH,GLAXOSMITHKLINE,1981-09-30,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018584,1981-09-30,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018584,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-041,1981,NDA018200,NDA,MIDAMOR,AMILORIDE HYDROCHLORIDE,PADAGIS US,1981-10-05,TYPE 1,Type 1 - New Molecular Entity,STANDARD,pre1985_fda_decisions.csv,PRE1985-1981-13,1981-10-05,TYPE 1,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018200,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-042,1981,NDA018201,NDA,MODURETIC 5-50,AMILORIDE HYDROCHLORIDE EQ 5MG ANHYDROUS; HYDROCHLOROTHIAZIDE 50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,MERCK,1981-10-05,TYPE 4,Type 4 - New Combination,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018201,1981-10-05,TYPE 4,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018201,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-043,1981,NDA018336,NDA,TIS-U-SOL IN PLASTIC CONTAINER,"MAGNESIUM SULFATE 20MG/100ML; POTASSIUM CHLORIDE 40MG/100ML; POTASSIUM PHOSPHATE, MONOBASIC 6.25MG/100ML; SODIUM CHLORIDE 800MG/100ML; SODIUM PHOSPHATE 8.75MG/100ML",BAXTER HLTHCARE,1981-10-06,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018336,1981-10-06,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018336,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-044,1981,NDA018531,NDA,NITROGLYCERIN,NITROGLYCERIN 5MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,HOSPIRA,1981-10-06,,,,fda_original_non_nme_decisions.csv,O-NDA018531,1981-10-06,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018531,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-045,1981,NDA018276,NDA,XANAX,ALPRAZOLAM,UPJOHN,1981-10-16,TYPE 1,Type 1 - New Molecular Entity,STANDARD,pre1985_fda_decisions.csv,PRE1985-1981-14,1981-10-16,TYPE 1,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018276,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-046,1981,NDA018484,NDA,PROSTIN VR PEDIATRIC,ALPROSTADIL,PFIZER,1981-10-16,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,pre1985_fda_decisions.csv,PRE1985-1981-15,1981-10-16,TYPE 1,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018484,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-047,1981,NDA018569,NDA,FUROSEMIDE,FUROSEMIDE,EPIC PHARMA LLC,1981-10-19,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018569,1981-10-19,TYPE 5,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018569,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-048,1981,NDA020144,NDA,TRANSDERM-NITRO,NITROGLYCERIN 0.8MG/HR **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,NOVARTIS,1981-10-19,UNKNOWN,,UNKNOWN,fda_original_non_nme_decisions.csv,O-NDA020144,1981-10-19,UNKNOWN,UNKNOWN,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020144,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-049,1981,NDA018614,NDA,LIPOSYN 20%,SAFFLOWER OIL 20% (20GM/100ML),ABBOTT,1981-10-26,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018614,1981-10-26,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018614,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-050,1981,NDA018469,NDA,BSS PLUS,"BALANCED SALT SOLUTION ENRICHED WITH BICARBONATE, DEXTROSE, AND GLUTATHIONE",ALCON,1981-10-28,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018469,1981-10-28,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018469,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-051,1981,NDA018557,NDA,FANSIDAR,PYRIMETHAMINE 25MG; SULFADOXINE 500MG,ROCHE,1981-10-28,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination,PRIORITY,pre1985_fda_decisions.csv,PRE1985-1981-16,1981-10-28,TYPE 1/4,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018557,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-052,1981,NDA018460,NDA,DIALYTE LM/ DEXTROSE 4.25% IN PLASTIC CONTAINER,CALCIUM CHLORIDE 26MG/100ML; DEXTROSE 4.25GM/100ML; MAGNESIUM CHLORIDE 15MG/100ML; SODIUM CHLORIDE 560MG/100ML; SODIUM LACTATE 390MG/100ML,B BRAUN,1981-10-29,TYPE 3,Type 3 - New Dosage Form,STANDARD,fda_original_non_nme_decisions.csv,O-NDA018460,1981-10-29,TYPE 3,STANDARD,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018460,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-053,1981,NDA018333,NDA,CARAFATE,SUCRALFATE,ABBVIE,1981-10-30,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,pre1985_fda_decisions.csv,PRE1985-1981-17,1981-10-30,TYPE 1,PRIORITY,YES,YES,YES,application_number,TRACKED_VERIFIED,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018333,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
F1981-054,1981,NDA018517,NDA,METRONIDAZOLE,METRONIDAZOLE 250MG,IVAX SUB TEVA PHARMS,1981-10-30,,,,fda_original_non_nme_decisions.csv,O-NDA018517,1981-10-30,,,YES,BOTH_NOT_STATED,BOTH_NOT_STATED,application_number,TRACKED_REVIEW,payload published no submission_class_code | payload published no review_priority,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018517,"https://api.fda.gov/drug/drugsfda.json?search=submissions.submission_type:""ORIG""%20AND%20submissions.submission_status:""AP""%20AND%20submissions.submission_status_date:[19810101%20TO%2019811231]&limit=1000&skip=0"
