decision_id,year,application_number,drug_brand,drug_generic,company_name,corporate_lineage_and_ticker,decision_type,decision_date,chemical_type_code,chemical_type_description,review_priority,indication,regulatory_milestone,source_url_1,source_url_2,verification_status,notes
PRE1980-1978-04,1978,NDA 018081,Depakene,valproic acid,ABBVIE (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-02-28,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Depakene (valproic acid) capsule (oral) product; ORIG-1 approval 1978-02-28; Type 1 - New Molecular Entity; PRIORITY review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018081,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018081%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-02-28, TYPE 1, PRIORITY, holder ABBVIE, product DEPAKENE (VALPROIC ACID 250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; CAPSULE; Discontinued). Ingredient screen: first-in-payloads (1965-1979 screen). No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1978-05,1978,NDA 017788,Rimso-50,dimethyl sulfoxide,MYLAN INSTITUTIONAL (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-04-04,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Rimso-50 (dimethyl sulfoxide) solution (intravesical) product; ORIG-1 approval 1978-04-04; Type 1 - New Molecular Entity; STANDARD review; current marketing status Prescription.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017788,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017788%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-04-04, TYPE 1, STANDARD, holder MYLAN INSTITUTIONAL, product RIMSO-50 (DIMETHYL SULFOXIDE 50%; SOLUTION; Prescription). Ingredient screen: first-in-payloads (1965-1979 screen). No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1978-06,1978,NDA 017907,Glucoscan,technetium Tc-99m gluceptate,BRISTOL MYERS SQUIBB (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-05-25,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Glucoscan (technetium Tc-99m gluceptate) injectable (injection) product; ORIG-1 approval 1978-05-25; Type 1 - New Molecular Entity; STANDARD review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017907,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017907%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-05-25, TYPE 1, STANDARD, holder BRISTOL MYERS SQUIBB, product GLUCOSCAN (TECHNETIUM TC-99M GLUCEPTATE KIT N/A; INJECTABLE; Discontinued). Ingredient screen: first-in-payloads (1965-1979 screen). No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1978-07,1978,NDA 017962,Parlodel,bromocriptine mesylate,ESJAY PHARMA (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-06-28,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Parlodel (bromocriptine mesylate) tablet (oral) product; ORIG-1 approval 1978-06-28; Type 1 - New Molecular Entity; PRIORITY review; current marketing status Prescription.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017962,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017962%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-06-28, TYPE 1, PRIORITY, holder ESJAY PHARMA, product PARLODEL (BROMOCRIPTINE MESYLATE EQ 2.5MG BASE; TABLET; Prescription); PARLODEL (BROMOCRIPTINE MESYLATE EQ 5MG BASE; CAPSULE; Prescription). Ingredient screen: first-in-payloads (1965-1979 screen). No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1978-08,1978,NDA 017744,Motofen,difenoxin hydrochloride and atropine sulfate,LEGACY (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-07-14,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination,STANDARD,,Motofen (difenoxin hydrochloride and atropine sulfate) tablet (oral) product; ORIG-1 approval 1978-07-14; Type 1 - New Molecular Entity and Type 4 - New Combination; STANDARD review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017744,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017744%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-07-14, TYPE 1/4, STANDARD, holder LEGACY, product MOTOFEN HALF-STRENGTH (ATROPINE SULFATE 0.025MG; DIFENOXIN HYDROCHLORIDE 0.5MG; TABLET; Discontinued); MOTOFEN (ATROPINE SULFATE 0.025MG; DIFENOXIN HYDROCHLORIDE 1MG; TABLET; Prescription). Ingredient screen: first-in-payloads (1965-1979 screen). Live 2026-09-19: verbatim openFDA ORIG block ORIG-1/AP/19780714/STANDARD/TYPE 1-4 'Type 1 - New Molecular Entity and Type 4 - New Combination' (V19-C07). No ticker or indication asserted."
PRE1980-1978-09,1978,NDA 017820,Dobutrex,dobutamine hydrochloride,LILLY (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-07-18,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Dobutrex (dobutamine hydrochloride) injectable (injection) product; ORIG-1 approval 1978-07-18; Type 1 - New Molecular Entity; PRIORITY review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017820,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017820%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-07-18, TYPE 1, PRIORITY, holder LILLY, product DOBUTREX (DOBUTAMINE HYDROCHLORIDE EQ 12.5MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; INJECTABLE; Discontinued). Ingredient screen: first-in-payloads (1965-1979 screen). No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1978-10,1978,NDA 017963,Lopressor,metoprolol tartrate,VALIDUS PHARMS (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-08-07,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Lopressor (metoprolol tartrate) tablet (oral) product; ORIG-1 approval 1978-08-07; Type 1 - New Molecular Entity; PRIORITY review; current marketing status Prescription.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017963,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017963%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-08-07, TYPE 1, PRIORITY, holder VALIDUS PHARMS, product LOPRESSOR (METOPROLOL TARTRATE 50MG; TABLET; Prescription); LOPRESSOR (METOPROLOL TARTRATE 100MG; TABLET; Prescription). Ingredient screen: first-in-payloads (1965-1979 screen). No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1978-11,1978,NDA 018044,Rocaltrol,calcitriol,ESJAY PHARMA (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-08-17,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Rocaltrol (calcitriol) capsule (oral) product; ORIG-1 approval 1978-08-17; Type 1 - New Molecular Entity; PRIORITY review; current marketing status Prescription.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018044,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018044%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-08-17, TYPE 1, PRIORITY, holder ESJAY PHARMA, product ROCALTROL (CALCITRIOL 0.5MCG; CAPSULE; Prescription); ROCALTROL (CALCITRIOL 0.25MCG; CAPSULE; Prescription). Ingredient screen: first-in-payloads (1965-1979 screen). No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1978-12,1978,NDA 018086,Timoptic,timolol maleate,BAUSCH AND LOMB INC (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-08-17,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Timoptic (timolol maleate) solution/drops (ophthalmic) product; ORIG-1 approval 1978-08-17; Type 1 - New Molecular Entity; PRIORITY review; current marketing status Prescription.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018086,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018086%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-08-17, TYPE 1, PRIORITY, holder BAUSCH AND LOMB INC, product TIMOPTIC (TIMOLOL MALEATE EQ 0.5% BASE; SOLUTION/DROPS; Prescription); TIMOPTIC (TIMOLOL MALEATE EQ 0.25% BASE; SOLUTION/DROPS; Prescription). Ingredient screen: first-in-payloads (1965-1979 screen). No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1978-13,1978,NDA 017857,Stadol,butorphanol tartrate,APOTHECON (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-08-22,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Stadol (butorphanol tartrate) injectable (injection) product; ORIG-1 approval 1978-08-22; Type 1 - New Molecular Entity; PRIORITY review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017857,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017857%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-08-22, TYPE 1, PRIORITY, holder APOTHECON, product STADOL (BUTORPHANOL TARTRATE 2MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; INJECTABLE; Discontinued); STADOL PRESERVATIVE FREE (BUTORPHANOL TARTRATE 2MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; INJECTABLE; Discontinued); STADOL PRESERVATIVE FREE (BUTORPHANOL TARTRATE 1MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; INJECTABLE; Discontinued). Ingredient screen: first-in-payloads (1965-1979 screen). No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1978-14,1978,NDA 017982,Amipaque,metrizamide,GE HEALTHCARE (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-08-23,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Amipaque (metrizamide) injectable (injection) product; ORIG-1 approval 1978-08-23; Type 1 - New Molecular Entity; PRIORITY review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017982,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017982%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-08-23, TYPE 1, PRIORITY, holder GE HEALTHCARE, product AMIPAQUE (METRIZAMIDE 13.5GM/VIAL; INJECTABLE; Discontinued); AMIPAQUE (METRIZAMIDE 6.75GM/VIAL; INJECTABLE; Discontinued); AMIPAQUE (METRIZAMIDE 2.5GM/VIAL; INJECTABLE; Discontinued); AMIPAQUE (METRIZAMIDE 3.75GM/VIAL; INJECTABLE; Discontinued). Ingredient screen: first-in-payloads (1965-1979 screen). No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1978-15,1978,NDA 017911,Clinoril,sulindac,MERCK (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-09-27,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Clinoril (sulindac) tablet (oral) product; ORIG-1 approval 1978-09-27; Type 1 - New Molecular Entity; STANDARD review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017911,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017911%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-09-27, TYPE 1, STANDARD, holder MERCK, product CLINORIL (SULINDAC 150MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; TABLET; Discontinued); CLINORIL (SULINDAC 200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; TABLET; Discontinued). Ingredient screen: first-in-payloads (1965-1979 screen). No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1978-16,1978,NDA 050504,Mandol,cefamandole nafate,LILLY (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-09-27,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Mandol (cefamandole nafate) injectable (injection) product; ORIG-1 approval 1978-09-27; Type 1 - New Molecular Entity; PRIORITY review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050504,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050504%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-09-27, TYPE 1, PRIORITY, holder LILLY, product MANDOL (CEFAMANDOLE NAFATE EQ 500MG BASE/VIAL; INJECTABLE; Discontinued); MANDOL (CEFAMANDOLE NAFATE EQ 10GM BASE/VIAL; INJECTABLE; Discontinued); MANDOL (CEFAMANDOLE NAFATE EQ 1GM BASE/VIAL; INJECTABLE; Discontinued); MANDOL (CEFAMANDOLE NAFATE EQ 2GM BASE/VIAL; INJECTABLE; Discontinued). Ingredient screen: first-in-payloads (1965-1979 screen). No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1978-17,1978,NDA 050517,Mefoxin,cefoxitin sodium,PHARMOBEDIENT (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-10-18,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Mefoxin (cefoxitin sodium) injectable (injection) product; ORIG-1 approval 1978-10-18; Type 1 - New Molecular Entity; PRIORITY review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050517,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050517%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-10-18, TYPE 1, PRIORITY, holder PHARMOBEDIENT, product MEFOXIN (CEFOXITIN SODIUM EQ 10GM BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; INJECTABLE; Discontinued); MEFOXIN (CEFOXITIN SODIUM EQ 1GM BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; INJECTABLE; Discontinued); MEFOXIN (CEFOXITIN SODIUM EQ 2GM BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; INJECTABLE; Discontinued). Ingredient screen: first-in-payloads (1965-1979 screen). No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1978-18,1978,NDA 018057,Platinol-AQ,cisplatin,HQ SPCLT PHARMA (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1978-12-19,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Platinol-AQ (cisplatin) injectable (injection) product; ORIG-1 approval 1978-12-19; Type 1 - New Molecular Entity; STANDARD review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018057,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018057%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1978-12-19, TYPE 1, STANDARD, holder HQ SPCLT PHARMA, product PLATINOL-AQ (CISPLATIN 0.5MG/ML; INJECTABLE; Discontinued); PLATINOL (CISPLATIN 10MG/VIAL; INJECTABLE; Discontinued); CISPLATIN (CISPLATIN 1MG/ML; INJECTABLE; Prescription); CISPLATIN (CISPLATIN 50MG/VIAL; INJECTABLE; Prescription). Ingredient screen: first-in-payloads (1965-1979 screen). No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1979-01,1979,NDA 017989,Hemabate,carboprost tromethamine,PFIZER (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1979-01-09,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Hemabate (carboprost tromethamine) injectable (injection) product; ORIG-1 approval 1979-01-09; Type 1 - New Molecular Entity; STANDARD review; current marketing status Prescription.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017989,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017989%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1979-01-09, TYPE 1, STANDARD, holder PFIZER, product HEMABATE (CARBOPROST TROMETHAMINE EQ 0.25MG BASE/ML; INJECTABLE; Prescription). Ingredient screen: first-in-payloads (1965-1979 screen). No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1979-02,1979,NDA 017862,Reglan,metoclopramide hydrochloride,HIKMA (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1979-02-07,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Reglan (metoclopramide hydrochloride) injectable (injection) product; ORIG-1 approval 1979-02-07; Type 1 - New Molecular Entity; PRIORITY review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017862,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017862%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1979-02-07, TYPE 1, PRIORITY, holder HIKMA, product REGLAN (METOCLOPRAMIDE HYDROCHLORIDE EQ 5MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; INJECTABLE; Discontinued); REGLAN (METOCLOPRAMIDE HYDROCHLORIDE EQ 10MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; INJECTABLE; Discontinued). Ingredient screen: first-in-payloads (1965-1979 screen). No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1979-03,1979,NDA 050521,Ceclor,cefaclor,LILLY (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1979-04-04,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Ceclor (cefaclor) capsule (oral) product; ORIG-1 approval 1979-04-04; Type 1 - New Molecular Entity; STANDARD review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050521,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050521%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1979-04-04, TYPE 1, STANDARD, holder LILLY, product CECLOR (CEFACLOR EQ 500MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; CAPSULE; Discontinued); CECLOR (CEFACLOR EQ 250MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; CAPSULE; Discontinued). Ingredient screen: first-in-payloads (1965-1979 screen). No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1979-04,1979,NDA 018024,Nubain,nalbuphine hydrochloride,PH HEALTH (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1979-05-15,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,"Nubain (nalbuphine hydrochloride) solution (intramuscular, intravenous, subcutaneous) product; ORIG-1 approval 1979-05-15; Type 1 - New Molecular Entity; STANDARD review; current marketing status Discontinued.",https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018024,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018024%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1979-05-15, TYPE 1, STANDARD, holder PH HEALTH, product NUBAIN (NALBUPHINE HYDROCHLORIDE 200MG/10ML (20MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; SOLUTION; Discontinued); NUBAIN (NALBUPHINE HYDROCHLORIDE 100MG/10ML (10MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; SOLUTION; Discontinued); NUBAIN (NALBUPHINE HYDROCHLORIDE 10MG/ML (10MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; SOLUTION; Discontinued); NUBAIN (NALBUPHINE HYDROCHLORIDE 20MG/2ML (10MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; SOLUTION; Discontinued); NUBAIN (NALBUPHINE HYDROCHLORIDE 20MG/ML (20MG/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; SOLUTION; Discontinued). Ingredient screen: first-in-payloads (1965-1979 screen). No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
PRE1980-1979-05,1979,NDA 018203,Liposyn 10%,safflower oil,ABBOTT (Drugs@FDA holder of record; approval-era applicant lineage not pinned),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1979-05-16,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Liposyn 10% (safflower oil) injectable (injection) product; ORIG-1 approval 1979-05-16; Type 1 - New Molecular Entity; STANDARD review; current marketing status Discontinued.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018203,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018203%22,Verified,"v19 2026-09-19 added from the committed openFDA Drugs@FDA payloads (dual-run byte-identical raw responses; run-18 vs run-19 raw_sha256 agree; payload SHA verified against the run-19 manifest). Payload: ORIG/AP 1979-05-16, TYPE 1, STANDARD, holder ABBOTT, product LIPOSYN 10% (SAFFLOWER OIL 10% (10GM/100ML); INJECTABLE; Discontinued). Ingredient screen: first-in-payloads (1965-1979 screen). No live single-record probe was issued for this row in v19; it rests on the dual-run payload extraction and is re-verifiable at the two source URLs. No ticker or indication asserted."
