ticker,company,decision_date,decision_type,close_before,date_before,close_on_or_after,date_on_or_after,close_few_days_later,date_few_days_later,pct_change_on_decision,source_url,verification_status,notes
CDTX,Cidara Therapeutics,2023-03-22,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/CDTX,Data unavailable - acquired/delisted,"CDTX delisted (Cidara acquired by Merck & Co., closed Jan 7, 2026); Yahoo historical series unavailable"
INCY,Incyte Corporation,2023-03-22,Approval (Accelerated),73.49,2023-03-21,72.26,2023-03-22,72.26,2023-03-23,-1.67,https://query1.finance.yahoo.com/v8/finance/chart/INCY,Verified,
PHAR,Pharming Group N.V.,2023-03-24,Approval,11.27,2023-03-23,14.96,2023-03-24,12.26,2023-03-27,32.74,https://query1.finance.yahoo.com/v8/finance/chart/PHAR,Verified,FDA action date Mar 23 2023; the +32% move came the following trading day (Mar 24)
BIIB,Biogen Inc.,2023-04-25,Approval (Accelerated),293.03,2023-04-24,282.41,2023-04-25,288.04,2023-04-26,-3.62,https://query1.finance.yahoo.com/v8/finance/chart/BIIB,Verified,BIIB fell on approval day (post-approval 'sell the news' after months of amyloid-driven rally)
PLX,"Protalix BioTherapeutics, Inc.",2023-05-09,Approval,3.04,2023-05-08,2.92,2023-05-09,2.94,2023-05-10,-3.95,https://query1.finance.yahoo.com/v8/finance/chart/PLX,Verified,
4503.T,Astellas Pharma Inc.,2023-05-12,Approval,2102,2023-05-11,2129,2023-05-12,2176,2023-05-15,1.28,https://query1.finance.yahoo.com/v8/finance/chart/4503.T,Verified,Prices in JPY (Tokyo listing 4503.T). Approval announced May 12 2023 US time = after Tokyo close; Tokyo reaction visible May 15; Native currency JPY
BLCO,Bausch + Lomb Corporation,2023-05-18,Approval,19.51,2023-05-17,19.41,2023-05-18,19.46,2023-05-19,-0.51,https://query1.finance.yahoo.com/v8/finance/chart/BLCO,Verified,
GMAB,Genmab A/S,2023-05-19,Approval (Accelerated),40.68,2023-05-18,41.64,2023-05-19,42.37,2023-05-22,2.36,https://query1.finance.yahoo.com/v8/finance/chart/GMAB,Verified,
INVA,"Innoviva, Inc.",2023-05-23,Approval,13.64,2023-05-22,13.54,2023-05-23,13.24,2023-05-24,-0.73,https://query1.finance.yahoo.com/v8/finance/chart/INVA,Verified,
PFE,Pfizer Inc.,2023-05-25,Approval,38.63,2023-05-24,37.83,2023-05-25,37.6,2023-05-26,-2.07,https://query1.finance.yahoo.com/v8/finance/chart/PFE,Verified,
LNTH,"Lantheus Holdings, Inc.",2023-05-25,Approval,96.29,2023-05-24,97.85,2023-05-25,91.05,2023-05-26,1.62,https://query1.finance.yahoo.com/v8/finance/chart/LNTH,Verified,
LXRX,"Lexicon Pharmaceuticals, Inc.",2023-05-26,Approval,2.9,2023-05-25,3.18,2023-05-26,2.9,2023-05-30,9.66,https://query1.finance.yahoo.com/v8/finance/chart/LXRX,Verified,
RHHBY,Roche Holding AG,2023-06-15,Approval (Accelerated),38.09,2023-06-14,38.63,2023-06-15,39.0,2023-06-16,1.42,https://query1.finance.yahoo.com/v8/finance/chart/RHHBY,Verified,
PFE,Pfizer Inc.,2023-06-23,Approval,38.73,2023-06-22,38.3,2023-06-23,36.89,2023-06-26,-1.11,https://query1.finance.yahoo.com/v8/finance/chart/PFE,Verified,
UCB.BR,UCB SA,2023-06-26,Approval,83.68,2023-06-23,80.94,2023-06-26,79.5,2023-06-27,-3.27,https://query1.finance.yahoo.com/v8/finance/chart/UCB.BR,Verified,Prices in EUR (Euronext Brussels UCB.BR); Native currency EUR
PFE,Pfizer Inc.,2023-06-27,Approval,36.89,2023-06-26,36.42,2023-06-27,36.29,2023-06-28,-1.27,https://query1.finance.yahoo.com/v8/finance/chart/PFE,Verified,
AZN,AstraZeneca PLC,2023-07-17,Approval,134.76,2023-07-14,134.1,2023-07-17,133.54,2023-07-18,-0.49,https://query1.finance.yahoo.com/v8/finance/chart/AZN,Verified,
DSNKY,"Daiichi Sankyo Company, Limited",2023-07-20,Approval,28.63,2023-07-19,28.32,2023-07-20,28.66,2023-07-21,-1.08,https://query1.finance.yahoo.com/v8/finance/chart/DSNKY,Verified,OTC ADR (DSNKY) daily closes in USD; primary listing Tokyo 4568
TARS,"Tarsus Pharmaceuticals, Inc.",2023-07-25,Approval,23.99,2023-07-24,18.03,2023-07-25,19.87,2023-07-26,-24.84,https://query1.finance.yahoo.com/v8/finance/chart/TARS,Verified,TARS fell 25% on approval day despite approval (pricing/competitive concerns widely reported); partial recovery next day
ISEE,IVERIC bio,2023-08-04,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/ISEE,Data unavailable - acquired/delisted,ISEE delisted (Iveric Bio acquired by Astellas Jul 2023); Yahoo historical series unavailable
BIIB,Biogen Inc.,2023-08-04,Approval,267.75,2023-08-03,268.92,2023-08-04,271.23,2023-08-07,0.44,https://query1.finance.yahoo.com/v8/finance/chart/BIIB,Verified,Approval covered postpartum depression only (major depressive disorder deferred); BIIB still rose modestly
JNJ,Johnson & Johnson,2023-08-09,Approval (Accelerated),173.18,2023-08-08,173.07,2023-08-09,172.17,2023-08-10,-0.06,https://query1.finance.yahoo.com/v8/finance/chart/JNJ,Verified,
PFE,Pfizer Inc.,2023-08-14,Approval (Accelerated),36.04,2023-08-11,36.07,2023-08-14,35.39,2023-08-15,0.08,https://query1.finance.yahoo.com/v8/finance/chart/PFE,Verified,
IPN.PA,Ipsen S.A.,2023-08-16,Approval,122.5,2023-08-15,121.4,2023-08-16,118.1,2023-08-17,-0.9,https://query1.finance.yahoo.com/v8/finance/chart/IPN.PA,Verified,Prices in EUR (Euronext Paris IPN.PA); Native currency EUR
REGN,"Regeneron Pharmaceuticals, Inc.",2023-08-18,Approval,796.73,2023-08-17,812.4,2023-08-18,844.37,2023-08-21,1.97,https://query1.finance.yahoo.com/v8/finance/chart/REGN,Verified,
BLRX,BioLineRx Ltd.,2023-09-08,Approval,86.8,2023-09-07,83.6,2023-09-08,81.2,2023-09-11,-3.69,https://query1.finance.yahoo.com/v8/finance/chart/BLRX,Verified,"BLRX series caveat: BioLineRx executed a reverse split after 2023, so Yahoo's retroactively-adjusted series is ~100x the contemporaneous traded price (~$0.9-1.0 in Sep 2023); flagged for manual reconciliation (same pattern as XFOR row above)"
GSK,GSK plc,2023-09-15,Approval,37.39,2023-09-14,37.43,2023-09-15,37.35,2023-09-18,0.11,https://query1.finance.yahoo.com/v8/finance/chart/GSK,Verified,
FOLD,Amicus Therapeutics,2023-09-28,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/FOLD,Data unavailable - acquired/delisted,"FOLD delisted (Amicus acquired by BioMarin, closed Apr 2026); Yahoo historical series unavailable"
NVO,Novo Nordisk A/S,2023-09-29,Approval,91.52,2023-09-28,90.94,2023-09-29,91.8,2023-10-02,-0.63,https://query1.finance.yahoo.com/v8/finance/chart/NVO,Verified,
PFE,Pfizer Inc.,2023-10-12,Approval,33.11,2023-10-11,32.92,2023-10-12,32.11,2023-10-13,-0.57,https://query1.finance.yahoo.com/v8/finance/chart/PFE,Verified,
UCB.BR,UCB SA,2023-10-17,Approval,78.26,2023-10-16,72.46,2023-10-17,72.1,2023-10-18,-7.41,https://query1.finance.yahoo.com/v8/finance/chart/UCB.BR,Verified,Prices in EUR (Euronext Brussels UCB.BR); UCB won two novel approvals the same day (Zilbrysq and Bimzelx) - single market reaction covers both; Native currency EUR
CPRX,Catalyst Pharmaceuticals,2023-10-26,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/CPRX,Data unavailable - acquired/delisted,Catalyst (CPRX) still listed (Angelini Pharma acquisition pending 2026) but Yahoo daily series does not extend to Oct 2023; price data could not be verified
LLY,Eli Lilly and Company,2023-10-26,Approval,586.46,2023-10-25,568.1,2023-10-26,560.23,2023-10-27,-3.13,https://query1.finance.yahoo.com/v8/finance/chart/LLY,Verified,
CHRS,"Coherus Oncology, Inc. (Coherus BioSciences at approval)",2023-10-27,Approval,2.74,2023-10-26,2.64,2023-10-27,3.01,2023-10-30,-3.65,https://query1.finance.yahoo.com/v8/finance/chart/CHRS,Verified,
TAK,Takeda Pharmaceutical Company Limited,2023-11-08,Approval,13.78,2023-11-07,13.77,2023-11-08,13.59,2023-11-09,-0.07,https://query1.finance.yahoo.com/v8/finance/chart/TAK,Verified,
BMY,Bristol-Myers Squibb Company,2023-11-15,Approval,50.52,2023-11-14,50.84,2023-11-15,50.84,2023-11-16,0.63,https://query1.finance.yahoo.com/v8/finance/chart/BMY,Verified,
CRMD,CorMedix Inc.,2023-11-15,Approval,3.13,2023-11-14,3.33,2023-11-15,3.8,2023-11-16,6.39,https://query1.finance.yahoo.com/v8/finance/chart/CRMD,Verified,
AZN,AstraZeneca PLC,2023-11-16,Approval,127.6,2023-11-15,128.26,2023-11-16,127.58,2023-11-17,0.52,https://query1.finance.yahoo.com/v8/finance/chart/AZN,Verified,
SWTX,SpringWorks Therapeutics,2023-11-27,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/SWTX,Data unavailable - acquired/delisted,"SWTX delisted (SpringWorks acquired by Merck KGaA, closed Jul 1, 2025); Yahoo historical series unavailable"
NVS,Novartis AG,2023-12-05,Approval,98.99,2023-12-04,96.97,2023-12-05,97.05,2023-12-06,-2.04,https://query1.finance.yahoo.com/v8/finance/chart/NVS,Verified,
IONS,"Ionis Pharmaceuticals, Inc.",2023-12-21,Approval,48.33,2023-12-20,49.11,2023-12-21,51.19,2023-12-22,1.61,https://query1.finance.yahoo.com/v8/finance/chart/IONS,Verified,
SNY,Sanofi (Ablynx NV),2019-02-06,Approval,43.6,2019-02-05,43.39,2019-02-06,42.51,2019-02-07,-0.48,https://query1.finance.yahoo.com/v8/finance/chart/SNY?period1=1548892800&period2=1549929600&interval=1d,Verified,
NVS,Novartis AG,2019-03-26,Approval,83.6111,2019-03-25,85.1434,2019-03-26,85.224,2019-03-27,1.83,https://query1.finance.yahoo.com/v8/finance/chart/NVS?period1=1553040000&period2=1554076800&interval=1d,Verified,
AMGN,Amgen Inc. (with UCB),2019-04-09,Approval,194.88,2019-04-08,192.98,2019-04-09,193.89,2019-04-10,-0.97,https://query1.finance.yahoo.com/v8/finance/chart/AMGN?period1=1554249600&period2=1555286400&interval=1d,Verified,
JNJ,Johnson & Johnson (Janssen Biotech),2019-04-12,Approval,135.21,2019-04-11,135.98,2019-04-12,136.52,2019-04-15,0.57,https://query1.finance.yahoo.com/v8/finance/chart/JNJ?period1=1554508800&period2=1555545600&interval=1d,Verified,
ABBV,AbbVie Inc.,2019-04-23,Approval,78.15,2019-04-22,78.66,2019-04-23,78.67,2019-04-24,0.65,https://query1.finance.yahoo.com/v8/finance/chart/ABBV?period1=1555459200&period2=1556496000&interval=1d,Verified,
PFE,Pfizer Inc. (applicant: FoldRx Pharmaceuticals),2019-05-03,Approval,38.9089,2019-05-02,39.2695,2019-05-03,39.5161,2019-05-06,0.93,https://query1.finance.yahoo.com/v8/finance/chart/PFE?period1=1556323200&period2=1557360000&interval=1d,Verified,
NVS,Novartis AG,2019-05-24,Approval,84.44,2019-05-23,87.52,2019-05-24,86.92,2019-05-28,3.65,https://query1.finance.yahoo.com/v8/finance/chart/NVS?period1=1558137600&period2=1559174400&interval=1d,Verified,
RHHBY,"Roche (Genentech, Inc.)",2019-06-10,Approval,34.24,2019-06-07,34.22,2019-06-10,34.1,2019-06-11,-0.06,https://query1.finance.yahoo.com/v8/finance/chart/RHHBY?period1=1559606400&period2=1560643200&interval=1d,Verified,
KPTI,Karyopharm Therapeutics Inc.,2019-07-03,Approval,98.1,2019-07-02,133.44,2019-07-03,132.15,2019-07-05,36.02,https://query1.finance.yahoo.com/v8/finance/chart/KPTI?period1=1561593600&period2=1562630400&interval=1d,Verified,"4 Jul 2019 was a market holiday, so the next session after the approval is 5 Jul."
BMY,Bristol Myers Squibb Company (via Celgene),2019-08-16,Approval,45.75,2019-08-15,46.98,2019-08-16,47.46,2019-08-19,2.69,https://query1.finance.yahoo.com/v8/finance/chart/BMY?period1=1565395200&period2=1566432000&interval=1d,Verified,
VRTX,Vertex Pharmaceuticals Incorporated,2019-10-21,Approval,176.23,2019-10-18,183.53,2019-10-21,191.06,2019-10-22,4.14,https://query1.finance.yahoo.com/v8/finance/chart/VRTX?period1=1571097600&period2=1572134400&interval=1d,Verified,
BMY,Bristol Myers Squibb Company (applicant at approval: Celgene),2019-11-08,Approval,57.58,2019-11-07,58.02,2019-11-08,58.15,2019-11-11,0.76,https://query1.finance.yahoo.com/v8/finance/chart/BMY?period1=1572652800&period2=1573689600&interval=1d,Verified,
ONC,BeOne Medicines (formerly BeiGene),2019-11-14,Approval,197.3,2019-11-13,196.4,2019-11-14,198.25,2019-11-15,-0.46,https://query1.finance.yahoo.com/v8/finance/chart/ONC?period1=1573171200&period2=1574208000&interval=1d,Verified,"Ticker ONC is the CURRENT symbol (BeiGene renamed to BeOne Medicines). The API reports 'BeOne Medicines AG' for ONC and its history extends back through the BeiGene era, so this is the approval-window history for the same issuer."
NVS,Novartis AG,2019-11-15,Approval,89.51,2019-11-14,90.04,2019-11-15,90.33,2019-11-18,0.59,https://query1.finance.yahoo.com/v8/finance/chart/NVS?period1=1573257600&period2=1574294400&interval=1d,Verified,
ALNY,"Alnylam Pharmaceuticals, Inc.",2019-11-20,Approval,97.93,2019-11-19,108.21,2019-11-20,111.2,2019-11-21,10.50,https://query1.finance.yahoo.com/v8/finance/chart/ALNY?period1=1573689600&period2=1574726400&interval=1d,Verified,
GBT,"Global Blood Therapeutics, Inc. (acquired by Pfizer, 2022)",2019-11-25,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/GBT?period1=1574121600&period2=1575158400&interval=1d,Verified - price unavailable,"Yahoo Finance returned ""No data found, symbol may be delisted"" - Global Blood Therapeutics (GBT) was acquired by Pfizer in 2022 and its history has been withdrawn from the chart API."
ITCI,"Intra-Cellular Therapies, Inc. (acquired by J&J, 2025)",2019-12-20,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/ITCI?period1=1576281600&period2=1577318400&interval=1d,Verified - price unavailable,"Yahoo Finance returned ""No data found, symbol may be delisted"" - Intra-Cellular Therapies (ITCI) was acquired by Johnson & Johnson in 2025 and its history has been withdrawn from the chart API."
ABBV,AbbVie Inc.,2019-12-23,Approval,89.29,2019-12-20,90.25,2019-12-23,89.85,2019-12-24,1.08,https://query1.finance.yahoo.com/v8/finance/chart/ABBV?period1=1576540800&period2=1577577600&interval=1d,Verified,
AVEO,"AVEO Pharmaceuticals, Inc. (acquired by LG Chem, 2023)",2021-03-10,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/AVEO?period1=1614816000&period2=1615852800&interval=1d,Verified - price unavailable,"Yahoo Finance returned ""No data found, symbol may be delisted"" - AVEO was acquired by LG Chem in 2023 and its history has been withdrawn from the chart API."
VNDA,"Vanda Pharmaceuticals Inc. (current holder) / Janssen (Actelion, orig. developer)",2021-03-18,Approval,17.52,2021-03-17,17.04,2021-03-18,17.47,2021-03-19,-2.74,https://query1.finance.yahoo.com/v8/finance/chart/VNDA?period1=1615507200&period2=1616544000&interval=1d,Verified,
SUPN,"Supernus Pharmaceuticals, Inc.",2021-04-02,Approval,26.72,2021-04-01,30.11,2021-04-05,29.1,2021-04-06,12.69,https://query1.finance.yahoo.com/v8/finance/chart/SUPN?period1=1616803200&period2=1617840000&interval=1d,Verified,"2 Apr 2021 was Good Friday (market closed); the next trading day is 5 Apr 2021. The decision date was not a trading day, so close_on_or_after is the next trading day (2021-04-05) and pct_change is measured from the prior close to that session."
GSK,GlaxoSmithKline plc,2021-04-22,Approval,38.25,2021-04-21,37.68,2021-04-22,37.74,2021-04-23,-1.49,https://query1.finance.yahoo.com/v8/finance/chart/GSK?period1=1618531200&period2=1619568000&interval=1d,Verified,
ADCT,ADC Therapeutics SA,2021-04-23,Approval,24.4,2021-04-22,23.25,2021-04-23,25.67,2021-04-26,-4.71,https://query1.finance.yahoo.com/v8/finance/chart/ADCT?period1=1618617600&period2=1619654400&interval=1d,Verified,
APLS,"Apellis Pharmaceuticals, Inc.",2021-05-14,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/APLS?period1=1620432000&period2=1621468800&interval=1d,Verified - price unavailable,"Yahoo Finance returned ""No data found, symbol may be delisted"" for APLS on this request. Apellis is still an active listing, so this looks like a transient API failure rather than a delisting - flagged for a re-fetch."
JNJ,Johnson & Johnson (Janssen Biotech),2021-05-21,Approval,171.07,2021-05-20,170.96,2021-05-21,170.55,2021-05-24,-0.06,https://query1.finance.yahoo.com/v8/finance/chart/JNJ?period1=1621036800&period2=1622073600&interval=1d,Verified,
LNTH,"Lantheus Holdings, Inc. (via Progenics Pharmaceuticals)",2021-05-26,Approval,20.25,2021-05-25,19.51,2021-05-26,22.78,2021-05-27,-3.65,https://query1.finance.yahoo.com/v8/finance/chart/LNTH?period1=1621468800&period2=1622505600&interval=1d,Verified,
ALKS,Alkermes plc,2021-05-28,Approval,22.56,2021-05-27,22.67,2021-05-28,23.15,2021-06-01,0.49,https://query1.finance.yahoo.com/v8/finance/chart/ALKS?period1=1621641600&period2=1622678400&interval=1d,Verified,
AMGN,Amgen Inc.,2021-05-28,Approval,235.31,2021-05-27,237.94,2021-05-28,233.58,2021-06-01,1.12,https://query1.finance.yahoo.com/v8/finance/chart/AMGN?period1=1621641600&period2=1622678400&interval=1d,Verified,
GSK,"GlaxoSmithKline plc (applicant of record) / SCYNEXIS, Inc. (orig. developer)",2021-06-01,Approval,38.77,2021-05-28,38.35,2021-06-01,38.39,2021-06-02,-1.08,https://query1.finance.yahoo.com/v8/finance/chart/GSK?period1=1621987200&period2=1623024000&interval=1d,Verified,31 May 2021 (Memorial Day) was not a trading day; previous close is 28 May 2021.
BIIB,Biogen Inc.,2021-06-07,Approval,286.14,2021-06-04,395.85,2021-06-07,395.37,2021-06-08,38.34,https://query1.finance.yahoo.com/v8/finance/chart/BIIB?period1=1622505600&period2=1623542400&interval=1d,Verified,
JAZZ,Jazz Pharmaceuticals plc,2021-06-30,Approval,179.03,2021-06-29,177.64,2021-06-30,181.18,2021-07-01,-0.78,https://query1.finance.yahoo.com/v8/finance/chart/JAZZ?period1=1624492800&period2=1625529600&interval=1d,Verified,
KDMN,"Kadmon Holdings, Inc. (acquired by Sanofi, Nov 2021)",2021-07-16,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/KDMN?period1=1625875200&period2=1626912000&interval=1d,Verified - price unavailable,"Yahoo Finance returned ""No data found, symbol may be delisted"" - Kadmon (KDMN) was acquired by Sanofi in Nov 2021 and its history has been withdrawn from the chart API."
SNY,Sanofi,2021-07-16,Approval,51.52,2021-07-15,51.99,2021-07-16,51.15,2021-07-19,0.91,https://query1.finance.yahoo.com/v8/finance/chart/SNY?period1=1625875200&period2=1626912000&interval=1d,Verified,
AZN,AstraZeneca plc,2021-07-30,Approval,115.28,2021-07-29,114.48,2021-07-30,114.76,2021-08-02,-0.69,https://query1.finance.yahoo.com/v8/finance/chart/AZN?period1=1627084800&period2=1628121600&interval=1d,Verified,
SNY,Sanofi (Genzyme Corporation),2021-08-06,Approval,50.56,2021-08-05,50.85,2021-08-06,51.09,2021-08-09,0.57,https://query1.finance.yahoo.com/v8/finance/chart/SNY?period1=1627689600&period2=1628726400&interval=1d,Verified,
MRK,"Merck & Co., Inc.",2021-08-13,Approval,76.04,2021-08-12,76.72,2021-08-13,77.93,2021-08-16,0.89,https://query1.finance.yahoo.com/v8/finance/chart/MRK?period1=1628294400&period2=1629331200&interval=1d,Verified,
ASND,Ascendis Pharma A/S,2021-08-25,Approval,121.75,2021-08-24,123.665,2021-08-25,149.7,2021-08-26,1.57,https://query1.finance.yahoo.com/v8/finance/chart/ASND?period1=1629331200&period2=1630368000&interval=1d,Verified,
TAK,Takeda Pharmaceutical Company Limited,2021-09-15,Approval,16.75,2021-09-14,17.0,2021-09-15,17.2,2021-09-16,1.49,https://query1.finance.yahoo.com/v8/finance/chart/TAK?period1=1631145600&period2=1632182400&interval=1d,Verified,
SGEN,"Seagen Inc. (acquired by Pfizer, Dec 2023)",2021-09-20,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/SGEN?period1=1631577600&period2=1632614400&interval=1d,Verified - price unavailable,"Yahoo Finance returned ""No data found, symbol may be delisted"" - Seagen (SGEN) was acquired by Pfizer in Dec 2023 and its history has been withdrawn from the chart API."
ABBV,AbbVie Inc.,2021-09-28,Approval,107.72,2021-09-27,107.34,2021-09-28,108.84,2021-09-29,-0.35,https://query1.finance.yahoo.com/v8/finance/chart/ABBV?period1=1632268800&period2=1633305600&interval=1d,Verified,
MIRM,"Mirum Pharmaceuticals, Inc.",2021-09-29,Approval,18.75,2021-09-28,18.67,2021-09-29,19.92,2021-09-30,-0.43,https://query1.finance.yahoo.com/v8/finance/chart/MIRM?period1=1632355200&period2=1633392000&interval=1d,Verified,
CCXI,"ChemoCentryx, Inc. (acquired by Amgen, Oct 2022)",2021-10-07,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/CCXI?period1=1633046400&period2=1634083200&interval=1d,Verified - price unavailable,"Yahoo Finance returned ""Data doesn't exist for startDate"" - ChemoCentryx (CCXI) was acquired by Amgen in Oct 2022 and its history has been withdrawn from the chart API."
NVS,Novartis AG,2021-10-29,Approval,83.31,2021-10-28,82.76,2021-10-29,84.05,2021-11-01,-0.66,https://query1.finance.yahoo.com/v8/finance/chart/NVS?period1=1634947200&period2=1635984000&interval=1d,Verified,
BMRN,BioMarin Pharmaceutical Inc.,2021-11-19,Approval,82.92,2021-11-18,91.47,2021-11-19,90.3,2021-11-22,10.31,https://query1.finance.yahoo.com/v8/finance/chart/BMRN?period1=1636761600&period2=1637798400&interval=1d,Verified,
TAK,Takeda Pharmaceutical Company Limited,2021-11-23,Approval,13.81,2021-11-22,13.79,2021-11-23,13.65,2021-11-24,-0.14,https://query1.finance.yahoo.com/v8/finance/chart/TAK?period1=1637107200&period2=1638144000&interval=1d,Verified,
ARGX,argenx SE,2021-12-17,Approval,297.14,2021-12-16,310.26,2021-12-17,337.51,2021-12-20,4.42,https://query1.finance.yahoo.com/v8/finance/chart/ARGX?period1=1639180800&period2=1640217600&interval=1d,Verified,
AZN,AstraZeneca plc / Amgen Inc.,2021-12-17,Approval,114.18,2021-12-16,112.04,2021-12-17,113.12,2021-12-20,-1.87,https://query1.finance.yahoo.com/v8/finance/chart/AZN?period1=1639180800&period2=1640217600&interval=1d,Verified,
NVS,Novartis AG,2021-12-22,Approval,85.99,2021-12-21,86.31,2021-12-22,86.66,2021-12-23,0.37,https://query1.finance.yahoo.com/v8/finance/chart/NVS?period1=1639612800&period2=1640649600&interval=1d,Verified,
BBIO,"BridgeBio Pharma, Inc.",2024-11-22,Approval,23.24,2024-11-21,23.42,2024-11-22,27.19,2024-11-25,0.77,https://query1.finance.yahoo.com/v8/finance/chart/BBIO?period1=1731715200&period2=1732752000&interval=1d,Verified,
MRUS,"Merus N.V. (acquired by Genmab, 2025)",2024-12-04,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/MRUS?period1=1732752000&period2=1733788800&interval=1d,Verified - price unavailable,"Yahoo Finance returned ""No data found, symbol may be delisted"" - Merus was acquired by Genmab in 2025 and its history has been withdrawn from the chart API."
CKPT,"Checkpoint Therapeutics, Inc. (acquired by Sun Pharma, 2025)",2024-12-13,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/CKPT?period1=1733529600&period2=1734566400&interval=1d,Verified - price unavailable,"Yahoo Finance returned ""No data found, symbol may be delisted"" - Checkpoint Therapeutics was acquired by Sun Pharma in 2025 and its history has been withdrawn from the chart API."
NBIX,"Neurocrine Biosciences, Inc.",2024-12-13,Approval,126.79,2024-12-12,126.7,2024-12-13,133.05,2024-12-16,-0.07,https://query1.finance.yahoo.com/v8/finance/chart/NBIX?period1=1733529600&period2=1734566400&interval=1d,Verified,
VNDA,Vanda Pharmaceuticals Inc.,2025-12-30,Approval,7.2,2025-12-29,7.03,2025-12-30,8.82,2025-12-31,-2.36,https://query1.finance.yahoo.com/v8/finance/chart/VNDA?period1=1766534400&period2=1767571200&interval=1d,Verified,
GSK,Intercept Pharmaceuticals / Alfasigma S.p.A. (current holder) / GSK plc (applicant at approval),2026-03-17,Approval,53.77,2026-03-16,53.41,2026-03-17,52.06,2026-03-18,-0.67,https://query1.finance.yahoo.com/v8/finance/chart/GSK?period1=1773187200&period2=1774224000&interval=1d,Verified,FDA's own page records 2026-03-17 as the approval date; GSK announced it on 2026-03-19. Both dates fall in the captured window.
JNJ,Johnson & Johnson (Janssen Biotech),2026-03-17,Approval,243.19,2026-03-16,238.11,2026-03-17,237.28,2026-03-18,-2.09,https://query1.finance.yahoo.com/v8/finance/chart/JNJ?period1=1773187200&period2=1774224000&interval=1d,Verified,
CORT,Corcept Therapeutics Incorporated,2026-03-25,Approval,33.82,2026-03-24,40.47,2026-03-25,38.53,2026-03-26,19.66,https://query1.finance.yahoo.com/v8/finance/chart/CORT?period1=1773878400&period2=1774915200&interval=1d,Verified,
NVO,Novo Nordisk A/S,2026-03-26,Approval,36.33,2026-03-25,36.4,2026-03-26,36.04,2026-03-27,0.19,https://query1.finance.yahoo.com/v8/finance/chart/NVO?period1=1773964800&period2=1775001600&interval=1d,Verified,
LLY,Eli Lilly and Company,2026-04-01,Approval,919.77,2026-03-31,954.52,2026-04-01,935.58,2026-04-02,3.78,https://query1.finance.yahoo.com/v8/finance/chart/LLY?period1=1774483200&period2=1775520000&interval=1d,Verified,
MRK,"Merck & Co., Inc.",2026-04-20,Approval,119.07,2026-04-17,117.1,2026-04-20,112.56,2026-04-21,-1.65,https://query1.finance.yahoo.com/v8/finance/chart/MRK?period1=1776124800&period2=1777161600&interval=1d,Verified,
RIGL,"Rigel Pharmaceuticals, Inc. (current holder) / Arvinas, Inc. + Pfizer (applicant at approval)",2026-05-01,Approval,28.9,2026-04-30,29.4,2026-05-01,29.54,2026-05-04,1.73,https://query1.finance.yahoo.com/v8/finance/chart/RIGL?period1=1777075200&period2=1778112000&interval=1d,Verified,"Ticker shown is the CURRENT holder (Rigel), but the applicant at the time of approval was Arvinas; Rigel only took over global rights on 2026-05-12. The move shown for the approval date therefore also reflects deal news - do not read it as a clean approval-day reaction."
AZN,AstraZeneca plc,2026-05-15,Approval,184.96,2026-05-14,181.58,2026-05-15,183.92,2026-05-18,-1.83,https://query1.finance.yahoo.com/v8/finance/chart/AZN?period1=1778284800&period2=1779321600&interval=1d,Verified,
GILD,"Gilead Sciences, Inc.",2026-05-22,Approval,130.5,2026-05-21,134.36,2026-05-22,133.73,2026-05-26,2.96,https://query1.finance.yahoo.com/v8/finance/chart/GILD?period1=1778889600&period2=1779926400&interval=1d,Verified,
ABBV,AbbVie Inc.,2026-05-27,Approval,213.12,2026-05-26,215.4,2026-05-27,218.63,2026-05-28,1.07,https://query1.finance.yahoo.com/v8/finance/chart/ABBV?period1=1779321600&period2=1780358400&interval=1d,Verified,
VRDN,"Viridian Therapeutics, Inc.",2026-06-26,Approval,17.39,2026-06-25,17.9,2026-06-26,18.79,2026-06-29,2.93,https://query1.finance.yahoo.com/v8/finance/chart/VRDN?period1=1781913600&period2=1782950400&interval=1d,Verified,
VERA,"Vera Therapeutics, Inc.",2026-07-07,Approval,40.13,2026-07-06,42.96,2026-07-07,42.43,2026-07-08,7.05,https://query1.finance.yahoo.com/v8/finance/chart/VERA?period1=1782864000&period2=1783900800&interval=1d,Verified,
