record_id,year,application_number,kind,appl_no,decision_date,submission_class_code,submission_class_code_description,review_priority,products_verbatim,in_openfda_payload,classification,drugsatfda_url,openfda_url,verification_status,notes
FULLDB-1969-UNRES16,1969,,UNRESOLVED,016279,1969-11-03,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016279,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1969-UNRES17,1969,,UNRESOLVED,050016,1969-11-24,UNKNOWN,,UNKNOWN,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050016,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1969-UNRES18,1969,,UNRESOLVED,050036,1969-11-24,UNKNOWN,,UNKNOWN,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050036,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1969-UNRES19,1969,,UNRESOLVED,050062,1969-11-24,UNKNOWN,,UNKNOWN,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050062,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1969-SUMMARY,1969,,,,,,,,,,SUMMARY,,,CROSS-CHECKED,full-DB ORIG/AP approvals 1969: 25; openFDA payload rows: 25; payload-invisible (named from the full Drugs@FDA database): 0; ANDA originals excluded: 2; KIND_UNRESOLVED ORIG/AP rows reported: 19
FULLDB-1970-UNRES01,1970,,UNRESOLVED,016607,1970-01-26,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016607,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES02,1970,,UNRESOLVED,016837,1970-01-26,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016837,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES03,1970,,UNRESOLVED,050009,1970-02-27,UNKNOWN,,UNKNOWN,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050009,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES04,1970,,UNRESOLVED,061064,1970-03-03,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=061064,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES05,1970,,UNRESOLVED,016849,1970-03-06,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016849,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES06,1970,,UNRESOLVED,016764,1970-03-12,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016764,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES07,1970,,UNRESOLVED,061228,1970-03-20,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=061228,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES08,1970,,UNRESOLVED,016767,1970-04-06,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016767,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES09,1970,,UNRESOLVED,016744,1970-05-21,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016744,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES10,1970,,UNRESOLVED,050200,1970-05-22,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050200,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES11,1970,,UNRESOLVED,050290,1970-06-12,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050290,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES12,1970,,UNRESOLVED,008729,1970-07-17,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008729,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES13,1970,,UNRESOLVED,050163,1970-07-29,UNKNOWN,,UNKNOWN,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050163,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES14,1970,,UNRESOLVED,016759,1970-08-19,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016759,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES15,1970,,UNRESOLVED,050325,1970-10-07,UNKNOWN,,UNKNOWN,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050325,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES16,1970,,UNRESOLVED,013273,1970-10-09,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=013273,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES17,1970,,UNRESOLVED,050017,1970-10-09,UNKNOWN,,UNKNOWN,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050017,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES18,1970,,UNRESOLVED,050326,1970-10-12,UNKNOWN,,UNKNOWN,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050326,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES19,1970,,UNRESOLVED,050327,1970-10-12,UNKNOWN,,UNKNOWN,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050327,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES20,1970,,UNRESOLVED,016457,1970-11-02,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016457,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES21,1970,,UNRESOLVED,016881,1970-11-12,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016881,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES22,1970,,UNRESOLVED,016771,1970-11-13,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination,STANDARD,,FALSE,KIND_UNRESOLVED NME-comparable candidate,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016771,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES23,1970,,UNRESOLVED,080117,1970-11-25,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=080117,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-UNRES24,1970,,UNRESOLVED,080118,1970-11-25,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=080118,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1970-SUMMARY,1970,,,,,,,,,,SUMMARY,,,CROSS-CHECKED,full-DB ORIG/AP approvals 1970: 38; openFDA payload rows: 38; payload-invisible (named from the full Drugs@FDA database): 0; ANDA originals excluded: 10; KIND_UNRESOLVED ORIG/AP rows reported: 24
FULLDB-1971-UNRES01,1971,,UNRESOLVED,016895,1971-03-18,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016895,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1971-UNRES02,1971,,UNRESOLVED,017927,1971-04-09,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017927,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1971-UNRES03,1971,,UNRESOLVED,016888,1971-04-30,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016888,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1971-UNRES04,1971,,UNRESOLVED,060747,1971-06-18,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=060747,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1971-UNRES05,1971,,UNRESOLVED,050407,1971-06-30,UNKNOWN,,UNKNOWN,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050407,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1971-UNRES06,1971,,UNRESOLVED,050427,1971-06-30,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050427,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1971-UNRES07,1971,,UNRESOLVED,050426,1971-08-17,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050426,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1971-UNRES08,1971,,UNRESOLVED,061467,1971-09-02,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=061467,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1971-UNRES09,1971,,UNRESOLVED,060690,1971-09-07,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=060690,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
FULLDB-1971-UNRES10,1971,,UNRESOLVED,061523,1971-09-07,,,,,FALSE,KIND_UNRESOLVED (application type not published),https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=061523,,Named from the full Drugs@FDA database files,"ORIG/AP row in the official Drugs@FDA Submissions file whose ApplNo the application-type source (the unfiltered Applications_all_types.txt when present, else the payload-filtered window extract) does not contain, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it and the Drugs@FDA application page publishes nothing (spot-checked 2026-09-19; control NDA050495 renders in full). Where the unfiltered map is present, its absence means no Applications record exists for the ApplNo anywhere in the Drugs@FDA database. Recorded as a review candidate, never added as an approval."
