direction,approval_year,brand,generic,applicant,application,approval_date,compilation_review,compilation_accelerated,reconciliation_status,matched_via,master_decision_id,master_flag,openfda_crosscheck,compilation_source
compilation→master,1997,Aldara,imiquimod,3M,NDA20723,1997-02-27,Standard,No,MATCHED,appl NDA20723,D1377,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Antizol,fomepizole,Orphan Medical,NDA20696,1997-12-04,Standard,No,MATCHED,appl NDA20696,D1408,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Anzemet,dolasetron mesylate,Hoechst Marion Roussel,NDA20623;NDA20624,1997-09-11,Standard,No,MATCHED,appl NDA20623,D1393,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Avapro,irbesartan,Sanofi,NDA20757,1997-09-30,Standard,No,MATCHED,appl NDA20757,D1398,COMPILATION_ONLY,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Baycol,cerivastatin sodium,Bayer,NDA20740,1997-06-26,Standard,No,MATCHED,appl NDA20740,D1389,COMPILATION_ONLY,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Corlopam,fenoldopam mesylate,Neurex,NDA19922,1997-09-23,Standard,No,MATCHED,appl NDA19922,D1396,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Duract,bromfenac sodium,Wyeth-Ayerst,NDA20535,1997-07-15,Standard,No,MATCHED,appl NDA20535,D1391,COMPILATION_ONLY,NOT_IN_OPENFDA,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Emadine,emedastine difumarate,Alcon,NDA20706,1997-12-29,Standard,No,MATCHED,appl NDA20706,D1418,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Evista,raloxifene hydrochloride,Lilly,NDA20815,1997-12-09,Priority,No,MATCHED,appl NDA20815,D1410,COMPILATION_ONLY,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Fareston,toremifene citrate,Orion,NDA20497,1997-05-29,Standard,No,MATCHED,appl NDA20497,D1386,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Femara,letrozole,Novartis Pharmaceuticals,NDA20726,1997-07-25,Standard,No,MATCHED,appl NDA20726,D1392,COMPILATION_ONLY,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Flomax,tamsulosin hydrochloride,Boehringer Ingelheim Pharmaceuticals,NDA20579,1997-04-15,Standard,No,MATCHED,appl NDA20579,D1383,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Gabitril,tiagabine hydrochloride,Abbott Laboratories,NDA20646,1997-09-30,Standard,No,MATCHED,appl NDA20646,D1399,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Genesa,arbutamine hydrochloride,Gensia,NDA20420,1997-09-12,Standard,No,MATCHED,appl NDA20420,D1394,COMPILATION_ONLY,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Infergen,interferon alfacon-1,Amgen,BLA103663,1997-10-06,Standard,No,MATCHED,appl BLA103663,D1400,COMPILATION_ONLY,NOT_IN_OPENFDA,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Meridia,sibutramine hydrochloride,Knoll  Pharmacuticals,NDA20632,1997-11-22,Standard,No,MATCHED,appl NDA20632,D1403,COMPILATION_ONLY,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Mirapex,pramipexole dihydrochloride,Pharmacia and Upjohn,NDA20667,1997-07-01,Standard,No,MATCHED,appl NDA20667,D1390,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Neumega,oprelvekin,Genetics Institute,BLA103694,1997-11-25,Standard,No,MATCHED,appl BLA103694,D1404,COMPILATION_ONLY,NOT_IN_OPENFDA,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Normiflo,ardeparin sodium,Wyeth-Ayerst,NDA20227,1997-05-23,Standard,No,MATCHED,appl NDA20227,D1385,COMPILATION_ONLY,NOT_IN_OPENFDA,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Omnicef,cefdinir,Parke-Davis,NDA50739;NDA50749,1997-12-04,Standard,No,MATCHED,appl NDA50739,D1409,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Plavix,clopidogrel bisulfate,Sanofi,NDA20839,1997-11-17,Priority,No,MATCHED,appl NDA20839,D1402,COMPILATION_ONLY,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Posicor,mibefradil dihydrochloride,Roche,NDA20689,1997-06-20,Standard,No,MATCHED,appl NDA20689,D1388,COMPILATION_ONLY,NOT_IN_OPENFDA,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Prandin,repaglinide,Novo Nordisk,NDA20741,1997-12-22,Priority,No,MATCHED,appl NDA20741,D1415,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Pytest Kit,14 C Urea,TriMed,NDA20617,1997-05-09,Priority,No,MATCHED,appl NDA20617,D1384,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Quadramet,samarium Sm 153 lexidronam,Cytogen,NDA20570,1997-03-28,Standard,No,MATCHED,appl NDA20570,D1381,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Raxar,grepafloxacin hydrochloride,Glaxo Wellcome,NDA20695,1997-11-06,Standard,No,MATCHED,appl NDA20695,D1401,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Regranex,becaplermin,Johnson & Johnson,BLA103691,1997-12-16,Standard,No,MATCHED,appl BLA103691,D1412,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Requip,ropinirole hydrochloride,SmithKline Beecham,NDA20658,1997-09-19,Standard,No,MATCHED,appl NDA20658,D1395,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Rescriptor,delavirdine mesylate,Pharmacia and Upjohn,NDA20705,1997-04-04,Priority,Yes,MATCHED,appl NDA20705,D1382,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Rezulin,troglitazone,Parke-Davis,NDA20720,1997-01-29,Priority,No,MATCHED,appl NDA20720,D1376,COMPILATION_ONLY,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Rituxan,rituximab,Genentech,BLA103705,1997-11-26,Priority,No,MATCHED,appl BLA103705,D1406,COMPILATION_ONLY,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Sclerosol,talc,Bryan,NDA20587,1997-12-24,Priority,No,MATCHED,appl NDA20587,D1417,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Seroquel,quetiapine fumarate,Zeneca,NDA20639,1997-09-26,Standard,No,MATCHED,appl NDA20639,D1397,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Skelid,tiludronate disodium,Sanofi Winthrop,NDA20707,1997-03-07,Standard,No,MATCHED,appl NDA20707,D1378,COMPILATION_ONLY,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Tazorac,tazarotene,Allergan,NDA20600,1997-06-13,Standard,No,MATCHED,appl NDA20600,D1387,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Teslascan,mangafodipir trisodium,Nycomed,NDA20652,1997-11-26,Standard,No,MATCHED,appl NDA20652,D1407,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Teveten,eprosartan mesylate,SmithKline Beecham,NDA20738,1997-12-22,Standard,No,MATCHED,appl NDA20738,D1416,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Trovan,alatrofloxacin mesylate,Pfizer,NDA20760,1997-12-18,Standard,No,MATCHED,appl NDA20760,D1413,COMPILATION_ONLY,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Trovan,trovafloxacin mesylate,Pfizer,NDA20759,1997-12-18,Standard,No,MATCHED,appl NDA20759,D1414,COMPILATION_ONLY,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Viracept,nelfinavir mesylate,Agouron,NDA20779;NDA20778,1997-03-14,Priority,Yes,MATCHED,appl NDA20779,D1380,COMPILATION_ONLY,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Zenapax,daclizumab,Roche,BLA103749,1997-12-10,Priority,No,MATCHED,appl BLA103749,D1411,COMPILATION_ONLY,NOT_IN_OPENFDA,https://www.fda.gov/media/177921/download?attachment
compilation→master,1997,Zomig,zolmitriptan,Zeneca,NDA20768,1997-11-25,Standard,No,MATCHED,appl NDA20768,D1405,COMPILATION_ONLY,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Actonel,risedronate sodium,Procter & Gamble,NDA20835,1998-03-27,Standard,No,MATCHED,appl NDA20835,D997,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,AcuTect,technetium Tc-99m apcitide,Diatide,NDA20887,1998-09-14,Priority,No,MATCHED,appl NDA20887,D1016,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Aggrastat,tirofiban hydrochloride,Merck,NDA20912;NDA20913,1998-05-14,Priority,No,MATCHED,appl NDA20912,D1004,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Amerge,naratriptan,Glaxo Wellcome,NDA20763,1998-02-10,Standard,No,MATCHED,appl NDA20763,D992,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Arava,leflunomide,Quintiles,NDA20905,1998-09-10,Priority,No,MATCHED,appl NDA20905,D1015,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Atacand,candesartan cilexetil,Astra Merck,NDA20838,1998-06-04,Standard,No,MATCHED,appl NDA20838,D1006,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Azopt,brinzolamide,Alcon,NDA20816,1998-04-01,Standard,No,MATCHED,appl NDA20816,D999,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Celebrex,celecoxib,Searle,NDA20998,1998-12-31,Priority,No,MATCHED,appl NDA20998,D1026,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Celexa,citalopram hydrobromide,Forest Laboratories,NDA20822,1998-07-17,Standard,No,MATCHED,appl NDA20822,D1012,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Detrol,tolterodine tartrate,Pharmacia and Upjohn,NDA20771,1998-03-25,Standard,No,MATCHED,appl NDA20771,D996,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Enbrel,etanercept,Immunex,BLA103795,1998-11-02,Priority,No,MATCHED,appl BLA103795,D1021,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Herceptin,trastuzumab,Genentech,BLA103792,1998-09-25,Priority,No,MATCHED,appl BLA103792,D1018,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Infasurf,calfactant,Ony,BLA20521,1998-07-01,Standard,No,MATCHED,appl BLA20521,D1010,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Integrilin,eptifibatide,COR Therapeutics,NDA20718,1998-05-18,Priority,No,MATCHED,appl NDA20718,D1005,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Lotemax; Alrex,loteprednol etabonate,Bausch & Lomb,NDA20583;NDA20841;NDA20803,1998-03-09,Standard,No,MATCHED,appl NDA20583,D995,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Maxalt; Maxalt-MLT,rizatriptan benzoate,Merck,NDA20864;NDA20865,1998-06-29,Standard,No,MATCHED,appl NDA20864,D1009,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Micardis,telmisartan,Boehringer Ingelheim Pharmaceuticals,NDA20850,1998-11-10,Standard,No,MATCHED,appl NDA20850,D1022,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Priftin,rifapentine,Hoechst Marion Roussel,NDA21024,1998-06-22,Priority,Yes,MATCHED,appl NDA21024,D1008,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Provigil,modafinil,Cephalon,NDA20717,1998-12-24,Standard,No,MATCHED,appl NDA20717,D1025,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Refludan,lepirudin,Hoechst Marion Roussel,NDA20807,1998-03-06,Priority,No,MATCHED,appl NDA20807,D994,YEAR_TABLE_ROW,NOT_IN_OPENFDA,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Remicade,infliximab,Centocor,BLA103772,1998-08-24,Priority,Yes,MATCHED,appl BLA103772,D1013,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Renagel,sevelamer hydrochloride,GelTex Pharm,NDA20926,1998-10-30,Standard,No,MATCHED,appl NDA20926,D1020,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Simulect,basiliximab,Novartis Pharmaceuticals,BLA103764,1998-05-12,Priority,No,MATCHED,appl BLA103764,D1003,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Singulair,montelukast sodium,Merck,NDA20829;NDA20830,1998-02-20,Standard,No,MATCHED,appl NDA20829,D993,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Sucraid,sacrosidase,Orphan Medical,BLA20772,1998-04-09,Priority,No,MATCHED,appl BLA20772,D1000,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Sustiva,efavirenz,Dupont Pharmaceuticals,NDA20972,1998-09-17,Priority,Yes,MATCHED,appl NDA20972,D1017,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Synagis,palivizumab,MedImmune,BLA103770,1998-06-19,Priority,No,MATCHED,appl BLA103770,D1007,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Tasmar,tolcapone,Roche,NDA20697,1998-01-29,Standard,No,MATCHED,appl NDA20697,D991,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Thalomid,thalidomide,Celgene,NDA20785,1998-07-16,Priority,No,MATCHED,appl NDA20785,D1011,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Thyrogen,thyrotropin alfa,Genzyme,BLA20898,1998-11-30,Priority,No,MATCHED,appl BLA20898,D1023,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Valstar,valrubicin,Anthra Pharm,NDA20892,1998-09-25,Priority,No,MATCHED,appl NDA20892,D1019,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Viagra,sildenafil citrate,Pfizer,NDA20895,1998-03-27,Priority,No,MATCHED,appl NDA20895,D998,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Vitravene,fomivirsen sodium,Isis Pharm,NDA20961,1998-08-26,Priority,No,MATCHED,appl NDA20961,D1014,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Xeloda,capecitabine,Roche,NDA20896,1998-04-30,Priority,Yes,MATCHED,appl NDA20896,D1002,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Zemplar,paricalcitol,Abbott Laboratories,NDA20819,1998-04-17,Standard,No,MATCHED,appl NDA20819,D1001,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1998,Ziagen,abacavir sulfate,Glaxo Wellcome,NDA20977;NDA20978,1998-12-17,Priority,Yes,MATCHED,appl NDA20977,D1024,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Aciphex,rabeprazole sodium,Eisai,NDA20973,1999-08-19,Standard,No,MATCHED,appl NDA20973,D972,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Actos,pioglitazone hydrochloride,Takeda America,NDA21073,1999-07-15,Priority,No,MATCHED,appl NDA21073,D965,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Agenerase,amprenavir,Glaxo Wellcome,NDA21007;NDA21039,1999-04-15,Priority,Yes,MATCHED,appl NDA21007,D959,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Alamast,pemirolast potassium,Santen,NDA21079,1999-09-24,Priority,No,MATCHED,appl NDA21079,D976,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Antagon,ganirelix acetate,Organon,NDA21057,1999-07-29,Priority,No,MATCHED,appl NDA21057,D967,YEAR_TABLE_ROW,MATCH_VIA_GENERIC,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Aromasin,exemestane,Pharmacia and Upjohn,NDA20753,1999-10-21,Standard,No,MATCHED,appl NDA20753,D979,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Avandia,rosiglitazone maleate,SKB Pharms,NDA21071,1999-05-25,Priority,No,MATCHED,appl NDA21071,D962,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Avelox,moxifloxacin hydrochloride,Bayer,NDA21085,1999-12-10,Standard,No,MATCHED,appl NDA21085,D985,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Comtan,entacapone,Orion,NDA20796,1999-10-19,Standard,No,MATCHED,appl NDA20796,D978,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Curosurf,poractant,Dey Laboratories,BLA20744,1999-11-18,Standard,No,MATCHED,appl BLA20744,D981,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Ellence,epirubicin hydrochloride,Pharmacia and Upjohn,NDA50778,1999-09-15,Priority,No,MATCHED,appl NDA50778,D973,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Ferrlecit,sodium ferric gluconate complex,Makoff R&D Labs,NDA20955,1999-02-18,Priority,No,MATCHED,appl NDA20955,D957,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Hectorol,doxercalciferol,Bone Care,NDA20862,1999-06-09,Standard,No,MATCHED,appl NDA20862,D963,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Inomax,nitric oxide,Ino Therapeutics,NDA20845,1999-12-23,Priority,No,MATCHED,appl NDA20845,D989,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Keppra,levetiracetam,UCP Pharma,NDA21035,1999-11-30,Standard,No,MATCHED,appl NDA21035,D982,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Levulan Kerastick,aminolevulinic acid hydrochloride,Dusa,NDA20965,1999-12-03,Standard,No,MATCHED,appl NDA20965,D983,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,NeoTect,technetium Tc 99m depreotide,Diatide,NDA21012,1999-08-03,Priority,No,MATCHED,appl NDA21012,D968,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Ontak,denileukin diftitox,Seragen,BLA103767,1999-02-05,Priority,Yes,MATCHED,appl BLA103767,D956,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Optimark,gadoversetamide,Mallinckrodt,NDA20937;NDA20975;NDA20976,1999-12-08,Standard,No,MATCHED,appl NDA20937,D984,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Panretin,alitretinoin,Ligand Pharm,NDA20886,1999-02-02,Priority,No,MATCHED,appl NDA20886,D955,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Pletal,cilostazol,Otsuka Pharmaceutical,NDA20863,1999-01-15,Standard,No,MATCHED,appl NDA20863,D954,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Precedex,dexmedetomidine hydrochloride,Abbott Laboratories,NDA21038,1999-12-17,Standard,No,MATCHED,appl NDA21038,D987,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Rapamune,sirolimus,Wyeth Ayerst Research,NDA21083,1999-09-15,Priority,No,MATCHED,appl NDA21083,D974,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Raplon,rapacuronium bromide,Organon,NDA20984,1999-08-18,Standard,No,MATCHED,appl NDA20984,D971,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Relenza,zanamivir,Glaxo Wellcome,NDA21036,1999-07-26,Priority,No,MATCHED,appl NDA21036,D966,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Solage,"mequinol, tretinoin",Bristol-Myers Squibb,NDA20922,1999-12-10,Standard,No,MATCHED,appl NDA20922,D986,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Sonata,zaleplon,Wyeth-Ayerst,NDA20859,1999-08-13,Standard,No,MATCHED,appl NDA20859,D970,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Synercid,"dalfopristin, quinupristin",Rhone-Poulenc Rorer,NDA50747;NDA50748,1999-09-21,Priority (indication [A] only),Yes (indication [A] only),MATCHED,appl NDA50747,D975,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Tamiflu,oseltamivir phosphate,Roche,NDA21087,1999-10-27,Priority,No,MATCHED,appl NDA21087,D980,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Targretin,bexarotene,Ligand Pharms,NDA21055,1999-12-29,Priority,No,MATCHED,appl NDA21055,D990,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Temodar,temozolomide,Schering,NDA21029,1999-08-11,Priority,Yes,MATCHED,appl NDA21029,D969,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Tequin,gatifloxacin,Bristol-Myers Squibb,NDA21061;NDA21062,1999-12-17,Standard,No,MATCHED,appl NDA21061,D988,YEAR_TABLE_ROW,NOT_IN_OPENFDA,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Tikosyn,dofetilide,Pfizer,NDA20931,1999-10-01,Standard,No,MATCHED,appl NDA20931,D977,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Vioxx,rofecoxib,Merck Research Laboratories,NDA21042;NDA21052,1999-05-20,Priority,No,MATCHED,appl NDA21042,D961,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Wellferon,interferon alfa-n1,Glaxo Wellcome,BLA103760,1999-03-25,Standard,No,MATCHED,appl BLA103760,D958,YEAR_TABLE_ROW,NOT_IN_OPENFDA,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Xenical,orlistat,Roche,NDA20766,1999-04-23,Priority,No,MATCHED,appl NDA20766,D960,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,1999,Zaditor,ketotifen fumarate,Ciba Vision,NDA21066,1999-07-02,Priority,No,MATCHED,appl NDA21066,D964,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2000,Abreva,docosanol,Avanir Pharmaceuticals,NDA20941,2000-07-25,Standard,No,MATCHED,appl NDA20941,D654,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2000,Acova,argatroban,Texas Biotechnology Corporation,NDA20883,2000-06-30,Standard,No,MATCHED,appl NDA20883,D651,YEAR_TABLE_ROW,MATCH_VIA_GENERIC,https://www.fda.gov/media/177921/download?attachment
compilation→master,2000,Angiomax,bivalirudin,The Medicines Company,NDA20873,2000-12-15,Standard,No,MATCHED,appl NDA20873,D660,YEAR_TABLE_ROW,MATCH_DATE_ONLY,https://www.fda.gov/media/177921/download?attachment
compilation→master,2000,Cetrotide,cetrorelix acetate,Asta Medica,NDA21197,2000-08-11,Standard,No,MATCHED,appl NDA21197,D656,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2000,Colazal,balsalazide disodium,Salix Pharmaceuticals,NDA20610,2000-07-18,Standard,No,MATCHED,appl NDA20610,D653,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2000,Evoxac,cevimeline hydrochloride,Snowbrand Pharmaceuticals,NDA20989,2000-01-11,Standard,No,MATCHED,appl NDA20989,D635,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
compilation→master,2000,Exelon,rivastigmine tartrate,Novartis Pharmaceuticals,NDA20823;NDA21025,2000-04-21,Standard,No,MATCHED,appl NDA20823,D646,YEAR_TABLE_ROW,MATCH,https://www.fda.gov/media/177921/download?attachment
