row_id,year,application_number,application_kind,decision_date,submission_class_code,submission_class_code_description,review_priority,nme_comparable,classification_group,sponsor_name_drugsatfda_holder,first_product_brand,first_product_ingredients,first_product_form_route,n_products,first_product_marketing_status,ingredient_first_appearance,ingredient_screen,tracked_in,live_probe_status,drugsatfda_url,openfda_url,verification_status,notes
PRE1980AUDIT-1969-17,1969,NDA050324,NDA,1969-09-15,,,,FALSE,NOT PUBLISHED (blank class),MERCK,NEODECADRON,DEXAMETHASONE SODIUM PHOSPHATE EQ 0.05% PHOSPHATE; NEOMYCIN SULFATE EQ 3.5MG BASE/GM,OINTMENT; OPHTHALMIC,1,Discontinued,2 ingredients first seen earlier (earliest 1959-08-26 on NDA011983),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),NOT_PROBED_NON_NME_ROW,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050324,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050324%22,Payload-verified; no per-row live probe issued for non-NME rows (cross-checked against the full Drugs@FDA database instead),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1969-18,1969,NDA014713,NDA,1969-09-17,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,SCHERING,ETRAFON-FORTE,AMITRIPTYLINE HYDROCHLORIDE 25MG; PERPHENAZINE 4MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,4,Discontinued,2 ingredients first seen earlier (earliest 1961-04-07 on NDA012703),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),NOT_PROBED_NON_NME_ROW,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=014713,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA014713%22,Payload-verified; no per-row live probe issued for non-NME rows (cross-checked against the full Drugs@FDA database instead),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1969-19,1969,NDA016798,NDA,1969-09-23,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),PFIZER,Sinequan,DOXEPIN HYDROCHLORIDE EQ 75MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,CAPSULE; ORAL,6,Discontinued,first-in-payloads (1939-1979 universe),first appearance in the 1939-1979 payload universe,PRE1980-1969-06,MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016798,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016798%22,Verified (live probe match),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1969-20,1969,NDA016801,NDA,1969-10-06,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,FRESENIUS KABI USA,XYLOCAINE PRESERVATIVE FREE,LIDOCAINE HYDROCHLORIDE 10% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,INJECTABLE; INJECTION,5,Discontinued,LIDOCAINE HYDROCHLORIDE first 1948-11-19 on NDA006488,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),NOT_PROBED_NON_NME_ROW,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016801,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016801%22,Payload-verified; no per-row live probe issued for non-NME rows (cross-checked against the full Drugs@FDA database instead),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1969-21,1969,NDA013731,NDA,1969-10-24,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),GE HEALTHCARE,Bilopaque,TYROPANOATE SODIUM 750MG,CAPSULE; ORAL,1,Discontinued,first-in-payloads (1939-1979 universe),first appearance in the 1939-1979 payload universe,PRE1980-1969-07,MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=013731,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA013731%22,Verified (live probe match),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1969-22,1969,NDA016704,NDA,1969-11-18,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,B BRAUN,RESECTISOL,MANNITOL 5GM/100ML,SOLUTION; IRRIGATION,1,Discontinued,MANNITOL first 1964-06-08 on NDA013684,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),NOT_PROBED_NON_NME_ROW,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016704,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016704%22,Payload-verified; no per-row live probe issued for non-NME rows (cross-checked against the full Drugs@FDA database instead),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1969-23,1969,NDA016807,NDA,1969-11-21,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,ALLERGAN,THYROLAR-1,LIOTRIX (T4 0.05MG; T3) 0.0125MG,TABLET; ORAL,6,Discontinued,first-in-payloads (1939-1979 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),NOT_PROBED_NON_NME_ROW,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016807,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016807%22,Payload-verified; no per-row live probe issued for non-NME rows (cross-checked against the full Drugs@FDA database instead),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1969-24,1969,NDA016624,NDA,1969-11-28,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),ALLERGAN,HMS,MEDRYSONE 1%,SUSPENSION; OPHTHALMIC,1,Discontinued,first-in-payloads (1939-1979 universe),first appearance in the 1939-1979 payload universe,PRE1980-1969-08,MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016624,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016624%22,Verified (live probe match),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1969-25,1969,NDA016647,NDA,1969-12-08,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,BAYER HLTHCARE,QUINAGLUTE,QUINIDINE GLUCONATE 324MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"TABLET, EXTENDED RELEASE; ORAL",1,Discontinued,QUINIDINE GLUCONATE first 1950-07-12 on NDA007529,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),NOT_PROBED_NON_NME_ROW,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016647,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016647%22,Payload-verified; no per-row live probe issued for non-NME rows (cross-checked against the full Drugs@FDA database instead),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-01,1970,NDA016769,NDA,1970-01-15,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),ORTHO MCNEIL JANSSEN,Urispas,FLAVOXATE HYDROCHLORIDE 100MG,TABLET; ORAL,1,Discontinued,first-in-payloads (1939-1979 universe),first appearance in the 1939-1979 payload universe,PRE1980-1970-01,MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016769,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016769%22,Verified (live probe match),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-02,1970,NDA016812,NDA,1970-02-19,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),PH HEALTH,Ketalar,KETAMINE HYDROCHLORIDE EQ 10MG BASE/ML,INJECTABLE; INJECTION,3,Prescription,first-in-payloads (1939-1979 universe),first appearance in the 1939-1979 payload universe,PRE1980-1970-02,MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016812,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016812%22,Verified (live probe match),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-03,1970,NDA050162,NDA,1970-02-22,UNKNOWN,,UNKNOWN,FALSE,NOT PUBLISHED (blank class),PFIZER,CLEOCIN HYDROCHLORIDE,CLINDAMYCIN HYDROCHLORIDE EQ 300MG BASE,CAPSULE; ORAL,3,Prescription,first-in-payloads (1939-1979 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),NOT_PROBED_NON_NME_ROW,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050162,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050162%22,Payload-verified; no per-row live probe issued for non-NME rows (cross-checked against the full Drugs@FDA database instead),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-04,1970,NDA016774,NDA,1970-02-27,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),NOVARTIS,Serentil,MESORIDAZINE BESYLATE EQ 25MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,4,Discontinued,first-in-payloads (1939-1979 universe),first appearance in the 1939-1979 payload universe,PRE1980-1970-03,MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016774,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016774%22,Verified (live probe match),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-05,1970,NDA016775,NDA,1970-02-27,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,NOVARTIS,SERENTIL,MESORIDAZINE BESYLATE EQ 25MG BASE/ML,INJECTABLE; INJECTION,1,Discontinued,MESORIDAZINE BESYLATE first 1970-02-27 on NDA016774,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),NOT_PROBED_NON_NME_ROW,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016775,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016775%22,Payload-verified; no per-row live probe issued for non-NME rows (cross-checked against the full Drugs@FDA database instead),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-06,1970,NDA016758,NDA,1970-04-06,TYPE 2,Type 2 - New Active Ingredient,STANDARD,FALSE,Type 2 - New Active Ingredient,PFIZER,NAVANE,THIOTHIXENE HYDROCHLORIDE EQ 5MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,CONCENTRATE; ORAL,1,Discontinued,first-in-payloads (1939-1979 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),NOT_PROBED_NON_NME_ROW,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016758,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016758%22,Payload-verified; no per-row live probe issued for non-NME rows (cross-checked against the full Drugs@FDA database instead),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-07,1970,NDA016782,NDA,1970-04-06,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),SOLVAY,Lithonate,LITHIUM CARBONATE 300MG,CAPSULE; ORAL,1,Discontinued,first-in-payloads (1939-1979 universe),first appearance in the 1939-1979 payload universe,PRE1980-1970-04,MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016782,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016782%22,Verified (live probe match),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-08,1970,NDA016834,NDA,1970-04-06,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,PFIZER,LITHIUM CARBONATE,LITHIUM CARBONATE 300MG,TABLET; ORAL,1,Discontinued,LITHIUM CARBONATE first 1970-04-06 on NDA016782,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),NOT_PROBED_NON_NME_ROW,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016834,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016834%22,Payload-verified; no per-row live probe issued for non-NME rows (cross-checked against the full Drugs@FDA database instead),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-09,1970,NDA016860,NDA,1970-04-06,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,NOVEN THERAP,ESKALITH,LITHIUM CARBONATE 300MG,CAPSULE; ORAL,1,Discontinued,LITHIUM CARBONATE first 1970-04-06 on NDA016782,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),NOT_PROBED_NON_NME_ROW,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016860,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016860%22,Payload-verified; no per-row live probe issued for non-NME rows (cross-checked against the full Drugs@FDA database instead),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-10,1970,NDA016721,NDA,1970-04-07,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),VALEANT PHARM INTL,Dalmane,FLURAZEPAM HYDROCHLORIDE 15MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,CAPSULE; ORAL,2,Discontinued,first-in-payloads (1939-1979 universe),first appearance in the 1939-1979 payload universe,PRE1980-1970-05,MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016721,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016721%22,Verified (live probe match),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-11,1970,NDA050111,NDA,1970-04-07,,,,FALSE,NOT PUBLISHED (blank class),WYETH AYERST,UNIPEN,NAFCILLIN SODIUM EQ 250MG BASE,CAPSULE; ORAL,1,Discontinued,NAFCILLIN SODIUM first 1965-10-11 on NDA050199,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),NOT_PROBED_NON_NME_ROW,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050111,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050111%22,Payload-verified; no per-row live probe issued for non-NME rows (cross-checked against the full Drugs@FDA database instead),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-12,1970,NDA016750,NDA,1970-04-22,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),AMPHASTAR PHARMS INC,Cortrosyn,COSYNTROPIN 0.25MG/VIAL,INJECTABLE; INJECTION,1,Prescription,first-in-payloads (1939-1979 universe),first appearance in the 1939-1979 payload universe,PRE1980-1970-06,MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016750,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016750%22,Verified (live probe match),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-13,1970,NDA016927,NDA,1970-04-24,TYPE 4,Type 4 - New Combination,STANDARD,FALSE,Type 4 - New Combination,GD SEARLE LLC,DEMULEN 1/50-21,ETHINYL ESTRADIOL 0.05MG; ETHYNODIOL DIACETATE 1MG,TABLET; ORAL-21,1,Discontinued,2 ingredients first seen earlier (earliest 1943-06-25 on NDA005292),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),NOT_PROBED_NON_NME_ROW,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016927,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016927%22,Payload-verified; no per-row live probe issued for non-NME rows (cross-checked against the full Drugs@FDA database instead),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-14,1970,NDA050109,NDA,1970-05-05,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),PFIZER,Mithracin,PLICAMYCIN 2.5MG/VIAL,INJECTABLE; INJECTION,1,Discontinued,first-in-payloads (1939-1979 universe),first appearance in the 1939-1979 payload universe,PRE1980-1970-07,MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050109,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050109%22,Verified (live probe match),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-15,1970,NDA016118,NDA,1970-05-27,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,BRISTOL MYERS SQUIBB,TESLAC,TESTOLACTONE 250MG,TABLET; ORAL,2,Discontinued,TESTOLACTONE first 1969-06-03 on NDA016119,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),NOT_PROBED_NON_NME_ROW,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016118,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016118%22,Payload-verified; no per-row live probe issued for non-NME rows (cross-checked against the full Drugs@FDA database instead),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-16,1970,NDA016912,NDA,1970-06-04,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),ROCHE,Larodopa,LEVODOPA 100MG,TABLET; ORAL,6,Discontinued,first-in-payloads (1939-1979 universe),first appearance in the 1939-1979 payload universe,PRE1980-1970-08,MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016912,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016912%22,Verified (live probe match),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-17,1970,NDA016913,NDA,1970-06-04,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,SHIRE,DOPAR,LEVODOPA 500MG,TABLET; ORAL,5,Discontinued,LEVODOPA first 1970-06-04 on NDA016912,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),NOT_PROBED_NON_NME_ROW,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016913,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016913%22,Payload-verified; no per-row live probe issued for non-NME rows (cross-checked against the full Drugs@FDA database instead),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-18,1970,NDA050108,NDA,1970-06-04,UNKNOWN,,UNKNOWN,FALSE,NOT PUBLISHED (blank class),PH HEALTH,COLY-MYCIN M,COLISTIMETHATE SODIUM EQ 150MG BASE/VIAL,INJECTABLE; INJECTION,1,Discontinued,first-in-payloads (1939-1979 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),NOT_PROBED_NON_NME_ROW,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050108,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050108%22,Payload-verified; no per-row live probe issued for non-NME rows (cross-checked against the full Drugs@FDA database instead),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-19,1970,NDA016620,NDA,1970-06-05,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,ALMATICA,MACRODANTIN,"NITROFURANTOIN, MACROCRYSTALLINE 100MG",CAPSULE; ORAL,3,Discontinued,first-in-payloads (1939-1979 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),NOT_PROBED_NON_NME_ROW,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016620,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016620%22,Payload-verified; no per-row live probe issued for non-NME rows (cross-checked against the full Drugs@FDA database instead),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-20,1970,NDA016796,NDA,1970-06-11,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,RISING,INAPSINE,DROPERIDOL 2.5MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,INJECTABLE; INJECTION,1,Discontinued,first-in-payloads (1939-1979 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),NOT_PROBED_NON_NME_ROW,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016796,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016796%22,Payload-verified; no per-row live probe issued for non-NME rows (cross-checked against the full Drugs@FDA database instead),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-21,1970,NDA050219,NDA,1970-06-12,,,,FALSE,NOT PUBLISHED (blank class),LILLY,KAFOCIN,CEPHALOGLYCIN 250MG,CAPSULE; ORAL,1,Discontinued,first-in-payloads (1939-1979 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),NOT_PROBED_NON_NME_ROW,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050219,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050219%22,Payload-verified; no per-row live probe issued for non-NME rows (cross-checked against the full Drugs@FDA database instead),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-22,1970,NDA050039,NDA,1970-06-19,,,,FALSE,NOT PUBLISHED (blank class),SCHERING,GARAMYCIN,GENTAMICIN SULFATE EQ 0.3% BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SOLUTION/DROPS; OPHTHALMIC,1,Discontinued,first-in-payloads (1939-1979 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),NOT_PROBED_NON_NME_ROW,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050039,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050039%22,Payload-verified; no per-row live probe issued for non-NME rows (cross-checked against the full Drugs@FDA database instead),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1970-23,1970,NDA050320,NDA,1970-06-23,,,,FALSE,NOT PUBLISHED (blank class),WYETH AYERST,UNIPEN,NAFCILLIN SODIUM EQ 10GM BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,INJECTABLE; INJECTION,6,Discontinued,NAFCILLIN SODIUM first 1965-10-11 on NDA050199,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),NOT_PROBED_NON_NME_ROW,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050320,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050320%22,Payload-verified; no per-row live probe issued for non-NME rows (cross-checked against the full Drugs@FDA database instead),"Row of the complete 1965-1976 original-application audit (v21): every ORIG/AP row of the committed SHA-verified payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
