company_name,ticker,exchange,us_investable_class,total_drugs_in_profile,approved_drugs,phase3_programs,phase2_programs,phase1_programs,preclinical_programs,paused_or_hold,advanced_to_next_phase,clinical_progression_rate_pct,fda_approval_rate_pct,total_fda_decisions_tracked,novel_nme_approvals,original_non_nme_approvals,label_expansions,crl_rejections,composite_score_0_100,success_grade,success_rate_pct,source_url_1,source_url_2,verification_status,notes
Dyax Corp. (acquired by Shire 2016),DYAX,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),1,1,0,,,,0,0,,100.0,1,1,0,0,0,64.5,C,100.0,https://web.archive.org/web/20160514110748if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM091096.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Acorda Therapeutics (acquired by Merck 2024),ACOR,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),1,1,0,,,,0,0,,100.0,1,1,0,0,0,64.5,C,100.0,https://web.archive.org/web/20110614054533if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/UCM242677.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Auxilium Pharmaceuticals (acquired by Endo 2015),AUXL,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),1,1,0,,,,0,0,,100.0,1,1,0,0,0,64.5,C,100.0,https://web.archive.org/web/20110614054533if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/UCM242677.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"Orphan Europe (Recordati group, Italy)",REC,,NON-US LISTING ONLY,1,1,0,,,,0,0,,100.0,1,1,0,0,0,64.5,C,100.0,https://web.archive.org/web/20110614054533if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/UCM242677.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Savient Pharmaceuticals (bankrupt 2013),SVNT,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),1,1,0,,,,0,0,,100.0,1,1,0,0,0,64.5,C,100.0,https://web.archive.org/web/20110614054533if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/UCM242677.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
EUSA Pharma (private; US commercialization by Jazz),JAZN,NASDAQ,US-LISTED,1,1,0,,,,0,0,,100.0,1,1,0,0,0,64.5,C,100.0,https://web.archive.org/web/20120119181217/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285554.htm,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Human Genome Sciences (acquired by GSK 2012),HGSI,,FORMERLY US-LISTED (DELISTED/ACQUIRED),1,1,0,,,,0,0,,100.0,1,1,0,0,0,64.5,C,100.0,https://web.archive.org/web/20130217050942/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336115.htm,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Sage Therapeutics,SAGE,NASDAQ,US-LISTED,1,2,0,,,,0,0,,100.0,1,1,1,0,0,64.5,C,100.0,https://www.fda.gov/media/133911/download (Advancing Health Through Innovation: New Drug Therapy Approvals 2019),https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 2 FDA decisions tracked, 2 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Santen Pharmaceutical (Japan),4536,TSE,NON-US LISTING ONLY,1,1,0,,,,0,0,,100.0,1,1,0,0,0,64.5,C,100.0,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
COR Therapeutics,CORR,"formerly NASDAQ:CORR, delisted Feb-2002 into Millennium",FORMERLY US-LISTED (DELISTED/ACQUIRED),1,1,0,,,,,,,100.0,1,1,0,0,0,64.5,C,100.0,https://www.fda.gov/drugs,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: N/A total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
MedImmune,MEDI,"formerly NASDAQ:MEDI, delisted Jun-2007 into AstraZeneca",FORMERLY US-LISTED (DELISTED/ACQUIRED),1,1,0,,,,,,,100.0,1,1,0,0,0,64.5,C,100.0,https://www.fda.gov/drugs,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: N/A total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Quintiles Transnational,QTRN,"formerly NASDAQ:QTRN, taken private Sep-2003 (relisted as Q 2013; now IQVIA IQV)",FORMERLY US-LISTED (DELISTED/ACQUIRED),1,1,0,,,,,,,100.0,1,1,0,0,0,64.5,C,100.0,https://www.fda.gov/drugs,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: N/A total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Abbott Laboratories,ABT,NYSE,US-LISTED,3,28,0,,,,0,0,,100.0,15,15,13,3,0,63.6,C,100.0,https://web.archive.org/web/20090709174612/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081677.htm,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 28 FDA decisions tracked, 28 approvals. Pipeline: 3 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Allergan (acquired by AbbVie 2020),AGN,NYSE,FORMERLY US-LISTED (DELISTED/ACQUIRED),2,10,0,,,,0,0,,100.0,10,10,0,0,0,62.6,C,100.0,https://web.archive.org/web/20090709174608/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081680.htm,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 10 FDA decisions tracked, 10 approvals. Pipeline: 2 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Sanofi (Ablynx NV),SNY,NYSE (ADR),US-LISTED (ADR),18,69,16,,,,0,0,,92.3,26,24,45,111,2,62.5,C,92.3,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219685s000lbl.pdf,https://clinicaltrials.gov/study/NCT06805513,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 69 FDA decisions tracked, 69 approvals. Pipeline: 18 total, N/A approved, 16 Phase3, 0 paused/hold, 0 advanced. Success rate 92.3%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
AstraZeneca PLC (MedImmune/Acerta lineage),AZN,NASDAQ (ADR),US-LISTED (ADR),44,30,24,,,0,3,22,88.0,94.4,36,34,35,158,2,62.1,C,68.18181818181817,https://www.astrazeneca.com/our-therapy-areas/pipeline.html,https://web.archive.org/web/20090709174607/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081683.htm,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 69 FDA decisions tracked, 69 approvals. Pipeline: 44 total, 30 approved, 24 Phase3, 3 paused/hold, 22 advanced. Success rate 68.18181818181817%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"Eisai Co., Ltd.",ESALY,OTC ADR; primary TSE:4523,US-LISTED (ADR),3,9,0,,,,0,0,,100.0,3,3,6,21,0,61.8,C,100.0,https://www.fda.gov/media/133911/download,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 9 FDA decisions tracked, 9 approvals. Pipeline: 3 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Salix Pharmaceuticals (acquired by Valeant/Bausch 2015),SLXP,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),3,3,0,,,,0,0,,100.0,3,3,0,0,0,61.8,C,100.0,https://web.archive.org/web/20161022052126/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm336117.htm,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 3 FDA decisions tracked, 3 approvals. Pipeline: 3 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Elan Corp. (acquired by Perrigo 2013),ELN,NYSE,FORMERLY US-LISTED (DELISTED/ACQUIRED),2,3,0,,,,0,0,,100.0,3,3,0,0,0,61.8,C,100.0,https://web.archive.org/web/20090709174612/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081677.htm,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 3 FDA decisions tracked, 3 approvals. Pipeline: 2 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"Genentech, Inc. (Roche group)",RHHBY,OTC ADR; primary SIX:ROG,US-LISTED (ADR),52,36,22,,,0,2,28,93.3,97.3,37,36,0,0,1,61.6,C,69.23076923076923,https://www.roche.com/research_and_development/our_pipeline.htm,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 36 FDA decisions tracked, 36 approvals. Pipeline: 52 total, 36 approved, 22 Phase3, 2 paused/hold, 28 advanced. Success rate 69.23076923076923%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Alcon Inc.,ALC,NYSE,US-LISTED,5,32,0,,,,0,0,,100.0,12,12,20,8,0,61.4,C,100.0,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/217370s000lbl.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 32 FDA decisions tracked, 32 approvals. Pipeline: 5 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Incyte Corporation,INCY,NASDAQ,US-LISTED,30,4,3,,,6,2,8,80.0,100.0,4,4,2,15,0,60.7,C,13.333333333333334,https://investor.incyte.com/news-releases/news-release-details/incyte-reports-first-quarter-2026-financial-results-and-provides,https://web.archive.org/web/20190207172014/http://wayback.archive-it.org/7993/20170112022004/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/DrugInnovation/ucm285489.htm,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 6 FDA decisions tracked, 6 approvals. Pipeline: 30 total, 4 approved, 3 Phase3, 2 paused/hold, 8 advanced. Success rate 13.333333333333334%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"Gilead Sciences, Inc.",GILD,NASDAQ,US-LISTED,32,18,3,,,0,3,12,80.0,89.5,19,17,17,118,2,60.7,C,56.25,https://www.gilead.com/science-and-medicine/pipeline,https://web.archive.org/web/20090709174616/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081684.htm,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 34 FDA decisions tracked, 34 approvals. Pipeline: 32 total, 18 approved, 3 Phase3, 3 paused/hold, 12 advanced. Success rate 56.25%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"Shionogi & Co., Ltd. (Japan)",4507,TSE,NON-US LISTING ONLY,2,2,0,,,,0,0,,100.0,2,2,0,0,0,60.5,C,100.0,http://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=210923,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 2 FDA decisions tracked, 2 approvals. Pipeline: 2 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Mylan (Viatris 2020; Theravance Biopharma developer),MYL,NYSE,FORMERLY US-LISTED (DELISTED/ACQUIRED),2,2,0,,,,0,0,,100.0,2,2,0,0,0,60.5,C,100.0,https://www.fda.gov/media/133911/download,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 2 FDA decisions tracked, 2 approvals. Pipeline: 2 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Catalyst Pharmaceuticals,CPRX,NASDAQ,US-LISTED,2,3,0,,,,0,0,,100.0,2,2,1,7,0,60.5,C,100.0,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/215239s000lbl.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 3 FDA decisions tracked, 3 approvals. Pipeline: 2 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Galderma Group AG,GALD.SW,SIX Swiss Exchange; no US ticker,NON-US LISTING ONLY,2,2,0,,,,0,0,,100.0,2,2,0,0,0,60.5,C,100.0,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/761390s000lbl.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 2 FDA decisions tracked, 2 approvals. Pipeline: 2 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"Swedish Orphan Biovitrum, SOBI (current holder) / CTI BioPharma (applicant at approval)",CTIC,"formerly NASDAQ:CTIC, delisted 2023",FORMERLY US-LISTED (DELISTED/ACQUIRED),2,2,0,,,,0,0,,100.0,2,2,0,0,0,60.5,C,100.0,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/208712s000lbl.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 2 FDA decisions tracked, 2 approvals. Pipeline: 2 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Mallinckrodt Pharmaceuticals,MNK,"formerly NYSE:MNK, equity cancelled 2023",FORMERLY US-LISTED (DELISTED/ACQUIRED),2,2,0,,,,0,0,,100.0,2,2,0,0,0,60.5,C,100.0,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022231s000lbl.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 2 FDA decisions tracked, 2 approvals. Pipeline: 2 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"Tesaro, Inc. (acquired by GSK 2018)",TSRO,NASDAQ (delisted 2019),US-LISTED,2,2,1,,,,0,0,,100.0,2,2,0,0,0,60.5,C,100.0,https://web.archive.org/web/20240430031316/https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2017,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 2 FDA decisions tracked, 2 approvals. Pipeline: 2 total, N/A approved, 1 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Millennium Pharmaceuticals (acquired by Takeda 2008),MLNM,,FORMERLY US-LISTED (DELISTED/ACQUIRED),1,2,0,,,,0,0,,100.0,2,2,0,0,0,60.5,C,100.0,https://web.archive.org/web/20090709174608/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081680.htm,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 2 FDA decisions tracked, 2 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
ISTA Pharmaceuticals (acquired by Bausch & Lomb 2012),ISTA,NASDAQ,FORMERLY US-LISTED (DELISTED/ACQUIRED),2,2,0,,,,0,0,,100.0,2,2,0,0,0,60.5,C,100.0,https://web.archive.org/web/20160514110748if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM091096.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 2 FDA decisions tracked, 2 approvals. Pipeline: 2 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Cephalon (acquired by Teva 2011),CEPH,"formerly NASDAQ:CEPH, delisted Oct-2011 into Teva",FORMERLY US-LISTED (DELISTED/ACQUIRED),1,2,0,,,,0,0,,100.0,2,2,0,0,0,60.5,C,100.0,https://web.archive.org/web/20090709172207if_/http://www.fda.gov/downloads/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/UCM081805.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 2 FDA decisions tracked, 2 approvals. Pipeline: 1 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Roberts Pharmaceutical Corp.,RPCX,"NASDAQ National Market at decision date (1996-09-06), symbol RPCX - Form S-3 filed 1996-10-09 and S-3/A effective 1996-11-07 (acc 0000950130-96-003846 / 0000950130-96-004222): 'The Common Stock of the Company is traded on the Nasdaq National Market under the symbol ""RPCX.""' with NASDAQ last-sale prices of 1996-10-04 ($18-1/8) and 1996-11-01 ($14-1/16); NASDAQ NMS venue confirmed by FY1996 10-K Item 5 (filed 1997-04-02) and by FY1997 10-K Item 5 (filed 1998-03-31: NASDAQ NMS through 1997-05-21, AMEX from 1997-05-22 under symbol 'RPC' per the 1999-11-23 DEFM14A); Shire acquired Roberts (merger effective 2000-01); the v13 hand-off's 'ROBE' assumption was wrong - SEC text says RPCX",FORMERLY US-LISTED (DELISTED/ACQUIRED),2,2,0,,,,,,,100.0,2,2,0,0,0,60.5,C,100.0,https://www.fda.gov/drugs,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 2 FDA decisions tracked, 2 approvals. Pipeline: N/A total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Acadia Pharmaceuticals,ACAD,NASDAQ,US-LISTED,2,4,0,,,,0,0,,100.0,2,2,2,7,0,60.3,C,100.0,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/217026s000lbl.pdf,https://open.fda.gov,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 4 FDA decisions tracked, 4 approvals. Pipeline: 2 total, N/A approved, 0 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
ViiV Healthcare (GSK group),GSK,NYSE (ADR),US-LISTED (ADR),33,124,2,,,,0,0,,94.7,75,71,53,77,4,60.2,C,94.7,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://clinicaltrials.gov/study/NCT05979311,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 124 FDA decisions tracked, 124 approvals. Pipeline: 33 total, N/A approved, 2 Phase3, 0 paused/hold, 0 advanced. Success rate 94.7%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
"Viridian Therapeutics, Inc.",VRDN,NASDAQ,US-LISTED,6,0,3,,,2,0,1,100.0,100.0,1,1,0,0,0,60.2,C,0.0,https://novapharmanews.com/regulatory/pdufa-calendar,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 1 FDA decisions tracked, 1 approvals. Pipeline: 6 total, 0 approved, 3 Phase3, 0 paused/hold, 1 advanced. Success rate N/A%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
BeOne Medicines (formerly BeiGene),ONC,NASDAQ,US-LISTED,3,6,3,,,,0,0,,100.0,3,3,3,15,0,59.3,C,100.0,https://checkrare.com/accelerated-approval-granted-to-beqalzi-sonrotoclax-for-mantle-cell-lymphoma/,https://clinicaltrials.gov/study/NCT05707377,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 6 FDA decisions tracked, 6 approvals. Pipeline: 3 total, N/A approved, 3 Phase3, 0 paused/hold, 0 advanced. Success rate 100.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
Bayer AG (with Orion),BAYRY,OTC ADR; primary XETRA:BAYN,US-LISTED (ADR),16,74,3,,,,0,0,,95.0,20,19,55,93,1,59.2,C,95.0,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2026,https://clinicaltrials.gov/study/NCT05196035,"Verified - derived from committed FDA decision tables, no estimation","Detailed scorecard: 74 FDA decisions tracked, 74 approvals. Pipeline: 16 total, N/A approved, 3 Phase3, 0 paused/hold, 0 advanced. Success rate 95.0%. Derived from data/fda_decisions_master.csv, pipeline_tracker.csv, company_clinical_trial_scorecard.csv - blank beats guessed where pipeline not deep-dived."
