decision_id,year,application_number,drug_brand,drug_generic,company_name,corporate_lineage_and_ticker,decision_type,decision_date,chemical_type_code,chemical_type_description,review_priority,indication,regulatory_milestone,source_url_1,source_url_2,verification_status,notes
PRE1965-1953-18,1953,NDA 008883,OPHTHAINE,PROPARACAINE,APOTHECON (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1953-07-01,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008883,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008883%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1953.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1953-07-01, TYPE 1, STANDARD, holder APOTHECON, product OPHTHAINE (PROPARACAINE HYDROCHLORIDE 0.5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; SOLUTION/DROPS; OPHTHALMIC; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1953-19,1953,NDA 008922,CALCIUM DISODIUM VERSENATE,EDETATE,BAUSCH (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1953-07-16,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008922,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008922%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1953.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1953-07-16, TYPE 1, PRIORITY, holder BAUSCH, product CALCIUM DISODIUM VERSENATE (EDETATE CALCIUM DISODIUM 200MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; INJECTABLE; INJECTION; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1953-20,1953,NDA 008951,PAGITANE,CYCRIMINE,LILLY (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1953-07-22,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008951,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008951%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1953.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1953-07-22, TYPE 1, STANDARD, holder LILLY, product PAGITANE (CYCRIMINE HYDROCHLORIDE 2.5MG; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1953-21,1953,NDA 008943,DIAMOX,ACETAZOLAMIDE,TEVA BRANDED PHARM (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1953-07-27,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008943,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008943%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1953.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1953-07-27, TYPE 1, PRIORITY, holder TEVA BRANDED PHARM, product DIAMOX (ACETAZOLAMIDE 250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1953-23,1953,NDA 008855,MILONTIN,PHENSUXIMIDE,PARKE DAVIS (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1953-09-08,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008855,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008855%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1953.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1953-09-08, TYPE 1, PRIORITY, holder PARKE DAVIS, product MILONTIN (PHENSUXIMIDE 500MG; CAPSULE; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1953-24,1953,NDA 009053,PURINETHOL,MERCAPTOPURINE,STASON PHARMS (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1953-09-11,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=009053,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA009053%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1953.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1953-09-11, TYPE 1, PRIORITY, holder STASON PHARMS, product PURINETHOL (MERCAPTOPURINE 50MG; TABLET; ORAL; Prescription). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1953-26,1953,NDA 008565,THIOSULFIL,SULFAMETHIZOLE,WYETH AYERST (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1953-10-28,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008565,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008565%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1953.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1953-10-28, TYPE 1, STANDARD, holder WYETH AYERST, product THIOSULFIL (SULFAMETHIZOLE 500MG; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1953-27,1953,NDA 009087,HYDERGINE,ERGOLOID,NOVARTIS (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1953-11-05,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=009087,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA009087%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1953.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1953-11-05, TYPE 1, STANDARD, holder NOVARTIS, product HYDERGINE (ERGOLOID MESYLATES 0.5MG; TABLET; SUBLINGUAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1953-31,1953,NDA 008085,METHOTREXATE SODIUM,METHOTREXATE,STRIDES PHARMA INTL (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1953-12-07,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008085,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008085%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1953.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1953-12-07, TYPE 1, PRIORITY, holder STRIDES PHARMA INTL, product METHOTREXATE SODIUM (METHOTREXATE SODIUM EQ 2.5MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1954-02,1954,NDA 009193,COGENTIN,BENZTROPINE,MERCK (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1954-03-05,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=009193,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA009193%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1954.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1954-03-05, TYPE 1, PRIORITY, holder MERCK, product COGENTIN (BENZTROPINE MESYLATE 0.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1954-03,1954,NDA 009170,MYSOLINE,PRIMIDONE,VALEANT (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1954-03-08,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=009170,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA009170%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1954.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1954-03-08, TYPE 1, PRIORITY, holder VALEANT, product MYSOLINE (PRIMIDONE 50MG; TABLET; ORAL; Prescription). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1954-04,1954,NDA 009190,LIPIODOL,ETHIODIZED OIL,GUERBET (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1954-03-31,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=009190,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA009190%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1954.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1954-03-31, TYPE 1, PRIORITY, holder GUERBET, product LIPIODOL (ETHIODIZED OIL EQ 4.8GM IODINE/10ML (EQ 480MG IODINE/ML); OIL; INTRALYMPHATIC, INTRAUTERINE; Prescription). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1954-06,1954,NDA 008983,ARFONAD,TRIMETHAPHAN,ROCHE (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1954-04-26,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008983,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008983%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1954.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1954-04-26, TYPE 1, PRIORITY, holder ROCHE, product ARFONAD (TRIMETHAPHAN CAMSYLATE 50MG/ML; INJECTABLE; INJECTION; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1954-09,1954,NDA 009218,COUMADIN,WARFARIN,BRISTOL MYERS SQUIBB (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1954-06-08,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=009218,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA009218%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1954.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1954-06-08, TYPE 1, STANDARD, holder BRISTOL MYERS SQUIBB, product COUMADIN (WARFARIN SODIUM 3MG; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1954-12,1954,NDA 009386,MYLERAN,BUSULFAN,WAYLIS THERAP (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1954-06-26,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=009386,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA009386%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1954.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1954-06-26, TYPE 1, PRIORITY, holder WAYLIS THERAP, product MYLERAN (BUSULFAN 2MG; TABLET; ORAL; Prescription). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1954-14,1954,NDA 007600,SURITAL,THIAMYLAL,PARKEDALE (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1954-07-09,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=007600,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA007600%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1954.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1954-07-09, TYPE 1, STANDARD, holder PARKEDALE, product SURITAL (THIAMYLAL SODIUM 5GM/VIAL; INJECTABLE; INJECTION; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1954-20,1954,NDA 009489,PATHILON,TRIDIHEXETHYL,LEDERLE (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1954-09-15,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=009489,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA009489%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1954.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1954-09-15, TYPE 1, STANDARD, holder LEDERLE, product PATHILON (TRIDIHEXETHYL CHLORIDE 25MG; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1954-21,1954,NDA 009410,LOTUSATE,TALBUTAL,SANOFI AVENTIS US (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1954-09-21,TYPE 1,Type 1 - New Molecular Entity,STANDARD,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=009410,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA009410%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1954.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1954-09-21, TYPE 1, STANDARD, holder SANOFI AVENTIS US, product LOTUSATE (TALBUTAL 120MG; TABLET; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1954-24,1954,NDA 009330,LANOXIN PEDIATRIC,DIGOXIN,AZURITY (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1954-11-16,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=009330,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA009330%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1954.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1954-11-16, TYPE 1, PRIORITY, holder AZURITY, product LANOXIN PEDIATRIC (DIGOXIN 0.1MG/ML; INJECTABLE; INJECTION; Prescription). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1954-25,1954,NDA 009561,HYPAQUE SODIUM 20%,DIATRIZOATE,GE HEALTHCARE (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1954-11-26,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=009561,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA009561%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1954.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1954-11-26, TYPE 1, PRIORITY, holder GE HEALTHCARE, product HYPAQUE SODIUM 20% (DIATRIZOATE SODIUM 20%; SOLUTION; URETERAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
PRE1965-1954-26,1954,NDA 009048,8-MOP,METHOXSALEN,VALEANT PHARM INTL (Drugs@FDA holder of record; approval-era applicant lineage not pinned; holder cross-checked against the full official Drugs@FDA database 2026-09),No ticker assigned: historical applicant and period listing require separate primary-source corporate resolution; no inference made.,APPROVAL (ORIGINAL NDA),1954-12-03,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,,Pre-1965 original approval (Drugs@FDA era begins 1939); indication and lineage are not asserted without an approval-era primary record.,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=009048,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA009048%22,Payload-verified (live probe layer pending),"v26 (2026-09-21) added from the committed openFDA Drugs@FDA payload (data/raw/openfda_orig_decisions_1939_1964/decisions_1954.json, SHA-256 verified against the 2026-09-19 runner manifest). Payload: ORIG/AP 1954-12-03, TYPE 1, PRIORITY, holder VALEANT PHARM INTL, product 8-MOP (METHOXSALEN 10MG; CAPSULE; ORAL; Discontinued). Ingredient screen: first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing). No ticker or indication asserted; the openFDA sponsor is the current Drugs@FDA holder of record, not asserted as the approval-era applicant."
