row_id,year,application_number,application_kind,decision_date,submission_class_code,submission_class_code_description,review_priority,nme_comparable,classification_group,sponsor_name_drugsatfda_holder,first_product_brand,first_product_ingredients,first_product_form_route,n_products,first_product_marketing_status,ingredient_first_appearance,ingredient_screen,tracked_in,live_probe_status,drugsatfda_url,openfda_url,verification_status,notes
PRE1980AUDIT-1977-35,1977,NDA017700,NDA,1977-12-16,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,GE HEALTHCARE,GALLIUM CITRATE GA 67,GALLIUM CITRATE GA-67 1mCi/ML,INJECTABLE; INJECTION,1,Discontinued,GALLIUM CITRATE GA-67 first 1976-05-17 on NDA017478,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017700,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017700%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1977-36,1977,NDA017806,NDA,1977-12-16,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),LANTHEUS MEDCL,Thallous Chloride Tl 201,THALLOUS CHLORIDE TL-201 2mCi/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,INJECTABLE; INTRAVENOUS,2,Discontinued,first-in-payloads,first-in-payloads (1965-1979 screen),PRE1980-1977-16,PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017806,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017806%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1977-37,1977,NDA017972,NDA,1977-12-16,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,SUN PHARM INDS INC,OSTEOLITE,TECHNETIUM TC-99M MEDRONATE KIT N/A,INJECTABLE; INJECTION,1,Discontinued,first-in-payloads,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017972,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017972%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1977-38,1977,NDA018102,NDA,1977-12-21,TYPE 2,Type 2 - New Active Ingredient,STANDARD,FALSE,Type 2 - New Active Ingredient,PHARMACIA AND UPJOHN,MEDROL,METHYLPREDNISOLONE ACETATE 40MG/BOT,ENEMA; RECTAL,1,Discontinued,first-in-payloads,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018102,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018102%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1977-39,1977,NDA016949,NDA,1977-12-23,TYPE 4,Type 4 - New Combination,STANDARD,FALSE,Type 4 - New Combination,CHARTWELL RX,LIMBITROL,AMITRIPTYLINE HYDROCHLORIDE EQ 12.5MG BASE; CHLORDIAZEPOXIDE 5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,2,Discontinued,2 ingredients first seen earlier (earliest 1965-08-23 on NDA014715),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016949,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016949%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1977-40,1977,NDA017725,NDA,1977-12-30,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,MALLINCKRODT,SODIUM PERTECHNETATE TC 99M,TECHNETIUM TC-99M SODIUM PERTECHNETATE 10-60mCi/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"SOLUTION; INJECTION, ORAL",1,Discontinued,TECHNETIUM TC-99M SODIUM PERTECHNETATE first 1974-07-18 on NDA017471,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017725,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017725%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1977-41,1977,NDA017970,NDA,1977-12-30,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),ASTRAZENECA,Nolvadex,TAMOXIFEN CITRATE EQ 10MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,2,Discontinued,first-in-payloads,first-in-payloads (1965-1979 screen),PRE1980-1977-17,PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017970,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017970%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1977-42,1977,NDA017993,NDA,1977-12-30,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,NOVARTIS,HYDERGINE,ERGOLOID MESYLATES 0.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,2,Discontinued,first-in-payloads,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017993,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017993%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-01,1978,NDA017957,NDA,1978-01-03,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,HOSPIRA INC,NOVAMINE 15%,AMINO ACIDS 15% (75GM/500ML),INJECTABLE; INJECTION,4,Discontinued,5 ingredients first seen earlier (earliest 1971-09-24 on NDA016822),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017957,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017957%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-02,1978,BLA101063,BLA,1978-01-10,TYPE 1,Type 1 - New Molecular Entity,UNKNOWN,TRUE,NME (Type 1),MERCK,Elspar,"ASPARAGINASE 10,000IU/VIAL",VIAL,1,Prescription,first-in-payloads,first-in-payloads (1965-1979 screen),PRE1980-1978-01,PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=101063,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22BLA101063%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-03,1978,BLA021846,BLA,1978-01-16,UNKNOWN,,UNKNOWN,FALSE,NOT PUBLISHED (blank class),MICROBIX BIOSYSTEMS,KINLYTIC,"UROKINASE 5,000 IU/VIAL",INJECTABLE; INJECTION,3,Discontinued,first-in-payloads,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021846,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22BLA021846%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-04,1978,NDA017412,NDA,1978-02-03,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,HUNTINGTON LABS,GERMA-MEDICA,HEXACHLOROPHENE 1%,SOLUTION; TOPICAL,2,Discontinued,HEXACHLOROPHENE first 1974-09-18 on NDA017411,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017412,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017412%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-05,1978,NDA016784,NDA,1978-02-06,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,B BRAUN,GLYCINE 1.5% IN PLASTIC CONTAINER,GLYCINE 1.5GM/100ML,SOLUTION; IRRIGATION,1,Prescription,GLYCINE first 1976-05-25 on NDA017633,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016784,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016784%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-06,1978,NDA017464,NDA,1978-02-08,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,B BRAUN,SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,SODIUM CHLORIDE 900MG/100ML,INJECTABLE; INJECTION,1,Prescription,SODIUM CHLORIDE first 1965-12-16 on NDA013025,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017464,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017464%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-07,1978,NDA017510,NDA,1978-02-08,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,B BRAUN,DEXTROSE 5% IN LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE 20MG/100ML; DEXTROSE 5GM/100ML; POTASSIUM CHLORIDE 30MG/100ML; SODIUM CHLORIDE 600MG/100ML; SODIUM LACTATE 310MG/100ML,INJECTABLE; INJECTION,1,Discontinued,5 ingredients first seen earlier (earliest 1971-03-22 on NDA016679),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017510,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017510%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-08,1978,NDA017637,NDA,1978-02-08,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,OTSUKA ICU MEDCL,PHYSIOSOL IN PLASTIC CONTAINER,MAGNESIUM CHLORIDE 30MG/100ML; POTASSIUM CHLORIDE 37MG/100ML; SODIUM ACETATE 222MG/100ML; SODIUM CHLORIDE 526MG/100ML; SODIUM GLUCONATE 502MG/100ML,SOLUTION; IRRIGATION,1,Prescription,5 ingredients first seen earlier (earliest 1975-08-13 on NDA017586),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017637,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017637%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-09,1978,NDA018026,NDA,1978-02-08,,,,FALSE,NOT PUBLISHED (blank class),B BRAUN,DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,DEXTROSE 5GM/100ML; SODIUM CHLORIDE 900MG/100ML,INJECTABLE; INJECTION,1,Discontinued,2 ingredients first seen earlier (earliest 1970-12-08 on NDA016689),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018026,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018026%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-10,1978,NDA018060,NDA,1978-02-09,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,COSETTE,ACEPHEN,ACETAMINOPHEN 325MG,SUPPOSITORY; RECTAL,3,Discontinued,ACETAMINOPHEN first 1968-11-07 on NDA016401,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018060,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018060%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-11,1978,NDA016772,NDA,1978-02-10,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,B BRAUN,RESECTISOL IN PLASTIC CONTAINER,MANNITOL 5GM/100ML,SOLUTION; IRRIGATION,1,Discontinued,MANNITOL first 1965-10-08 on NDA016080,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016772,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016772%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-12,1978,NDA017651,NDA,1978-02-10,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,FRESENIUS KABI USA,HEPARIN SODIUM,"HEPARIN SODIUM 20,000 UNITS/ML",INJECTABLE; INJECTION,4,Discontinued,HEPARIN SODIUM first 1972-02-22 on NDA017029,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017651,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017651%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-13,1978,NDA016741,NDA,1978-02-16,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,B BRAUN,SORBITOL 3.3% IN PLASTIC CONTAINER,SORBITOL 3.3GM/100ML,SOLUTION; IRRIGATION,1,Prescription,SORBITOL first 1976-06-21 on NDA017636,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=016741,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA016741%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-14,1978,NDA050512,NDA,1978-02-17,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),WARNER CHILCOTT,Duricef,CEFADROXIL/CEFADROXIL HEMIHYDRATE EQ 500MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,CAPSULE; ORAL,2,Discontinued,first-in-payloads,first-in-payloads (1965-1979 screen),PRE1980-1978-02,PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050512,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050512%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-15,1978,NDA017914,NDA,1978-02-21,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,BAYER PHARMS,TRIDESILON,"ACETIC ACID, GLACIAL 2%; DESONIDE 0.05%",SOLUTION/DROPS; OTIC,1,Discontinued,2 ingredients first seen earlier (earliest 1966-12-14 on NDA050238),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017914,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017914%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-16,1978,NDA017922,NDA,1978-02-21,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),FERRING PHARMS INC,DDAVP,DESMOPRESSIN ACETATE 0.01MG/SPRAY **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"SPRAY, METERED; NASAL",3,Discontinued,first-in-payloads,first-in-payloads (1965-1979 screen),PRE1980-1978-03,PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017922,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017922%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-17,1978,NDA017948,NDA,1978-02-21,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,GD SEARLE LLC,NORMINEST FE,ETHINYL ESTRADIOL 0.035MG; NORETHINDRONE 0.5MG; FERROUS FUMARATE 75MG,TABLET; ORAL,1,Prescription,2 ingredients first seen earlier (earliest 1968-04-16 on NDA016672),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017948,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017948%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-18,1978,NDA018023,NDA,1978-02-21,,,,FALSE,NOT PUBLISHED (blank class),B BRAUN,LACTATED RINGER'S IN PLASTIC CONTAINER,CALCIUM CHLORIDE 20MG/100ML; POTASSIUM CHLORIDE 30MG/100ML; SODIUM CHLORIDE 600MG/100ML; SODIUM LACTATE 310MG/100ML,INJECTABLE; INJECTION,1,Discontinued,4 ingredients first seen earlier (earliest 1971-03-22 on NDA016679),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018023,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018023%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-19,1978,NDA018046,NDA,1978-02-21,,,,FALSE,NOT PUBLISHED (blank class),B BRAUN,DEXTROSE 10% IN PLASTIC CONTAINER,DEXTROSE 10GM/100ML,INJECTABLE; INJECTION,1,Discontinued,DEXTROSE first 1970-12-08 on NDA016689,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018046,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018046%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-20,1978,NDA018047,NDA,1978-02-21,,,,FALSE,NOT PUBLISHED (blank class),B BRAUN,DEXTROSE 10% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,DEXTROSE 10GM/100ML; SODIUM CHLORIDE 900MG/100ML,INJECTABLE; INJECTION,1,Discontinued,2 ingredients first seen earlier (earliest 1970-12-08 on NDA016689),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018047,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018047%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-21,1978,NDA017766,NDA,1978-02-24,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,B BRAUN,NEPHRAMINE 5.4%,AMINO ACIDS 5.4% (5.4GM/100ML),INJECTABLE; INJECTION,1,Discontinued,AMINO ACIDS first 1971-09-24 on NDA016822,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=017766,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA017766%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-22,1978,NDA018030,NDA,1978-02-24,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,B BRAUN,DEXTROSE 5% AND SODIUM CHLORIDE 0.2% IN PLASTIC CONTAINER,DEXTROSE 5GM/100ML; SODIUM CHLORIDE 200MG/100ML,INJECTABLE; INJECTION,5,Discontinued,2 ingredients first seen earlier (earliest 1970-12-08 on NDA016689),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018030,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018030%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-23,1978,NDA018081,NDA,1978-02-28,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),ABBVIE,Depakene,VALPROIC ACID 250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,CAPSULE; ORAL,1,Discontinued,first-in-payloads,first-in-payloads (1965-1979 screen),PRE1980-1978-04,PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018081,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018081%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
PRE1980AUDIT-1978-24,1978,NDA018082,NDA,1978-02-28,TYPE 2/3,Type 2 - New Active Ingredient and Type 3 - New Dosage Form,PRIORITY,FALSE,Type 2 - New Active Ingredient and Type 3 - New Dosage Form,ABBVIE,DEPAKENE,VALPROIC ACID 250MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SYRUP; ORAL,1,Discontinued,VALPROIC ACID first 1978-02-28 on NDA018081,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),PROBE_PENDING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=018082,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA018082%22,Payload-verified (probe layer pending),"Row of the complete 1977-1979 original-application audit (v20): every ORIG/AP row of the committed dual-run payloads; facts verbatim from the payload; no ticker, indication or applicant lineage asserted."
