ticker,company,decision_date,decision_type,close_before,date_before,close_on_or_after,date_on_or_after,pct_change_on_decision,price_t1,pct_change_t1,source_url,verification_status,notes,manual_verification_url,secondary_verification_url
ZYME,Zymeworks Inc.,2024-11-20,Approval (Accelerated),14.770000457763672,2024-11-19,14.550000190734863,2024-11-20,-1.49,13.680000305175781,,https://query1.finance.yahoo.com/v8/finance/chart/ZYME?period1=&period2=&interval=1d (verbatim JSON in data/raw/stock_yahoo_batch_2026_09/ZYME_2024-11-20.json),Verified,longName=Zymeworks Inc.; meta symbol=ZYME; raw bars 16; source file ZYME_2024-11-20.json,https://finance.yahoo.com/quote/ZYME/history/,https://www.stockanalysis.com/stocks/zyme/history/
SNDX,Syndax Pharmaceuticals,2024-11-15,Approval,16.79,2024-11-14,15.83,2024-11-15,-5.72,16.11,,https://query1.finance.yahoo.com/v8/finance/chart/SNDX?period1=1730592000&period2=1732751999&interval=1d&includePrePost=false,Verified,master decision D035,https://finance.yahoo.com/quote/SNDX/history/,https://www.stockanalysis.com/stocks/sndx/history/
LLY,,2024-11-13,,818.86,2024-11-12,811.81,2024-11-13,-0.86,786.23,,https://query1.finance.yahoo.com/v8/finance/chart/LLY?period1=1730419200&period2=1732492800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/LLY/history/,https://www.stockanalysis.com/stocks/lly/history/
NVS,,2024-10-29,,115.63,2024-10-28,110.53,2024-10-29,-4.41,109.91,,https://query1.finance.yahoo.com/v8/finance/chart/NVS?period1=1729123200&period2=1731196800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/NVS/history/,https://www.stockanalysis.com/stocks/nvs/history/
SNY,,2024-10-25,,52.05,2024-10-24,54.34,2024-10-25,4.4,54.36,,https://query1.finance.yahoo.com/v8/finance/chart/SNY?period1=1728777600&period2=1730851200&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/SNY/history/,https://www.stockanalysis.com/stocks/sny/history/
ITRM,Iterum Therapeutics,2024-10-25,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/ITRM?period1=1728777600&period2=1730937599&interval=1d&includePrePost=false,Data unavailable - acquired/delisted or pre-Yahoo coverage,fetch status: FAILED HTTPError: HTTP Error 404: Not Found (recorded in the job manifest; never retried with a successor ticker); master decision D036,https://finance.yahoo.com/quote/ITRM/history/,https://www.stockanalysis.com/stocks/itrm/history/
LLY,,2024-10-18,,917.12,2024-10-17,917.97,2024-10-18,0.09,906.13,,https://query1.finance.yahoo.com/v8/finance/chart/LLY?period1=1728172800&period2=1730246400&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/LLY/history/,https://www.stockanalysis.com/stocks/lly/history/
ALPMY,Astellas Pharma Inc.,2024-10-18,Approval,11.53,2024-10-17,11.73,2024-10-18,1.73,11.77,,https://query1.finance.yahoo.com/v8/finance/chart/ALPMY?period1=1728172800&period2=1730332799&interval=1d&includePrePost=false,Verified,master decision D250,https://finance.yahoo.com/quote/ALPMY/history/,https://www.stockanalysis.com/stocks/alpmy/history/
ABBV,,2024-10-18,,188.57,2024-10-17,188.86,2024-10-18,0.15,186.54,,https://query1.finance.yahoo.com/v8/finance/chart/ABBV?period1=1728172800&period2=1730246400&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/ABBV/history/,https://www.stockanalysis.com/stocks/abbv/history/
ALKS,,2024-10-16,,28,2024-10-15,28.09,2024-10-16,0.32,28.33,,https://query1.finance.yahoo.com/v8/finance/chart/ALKS?period1=1728000000&period2=1730073600&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/ALKS/history/,https://www.stockanalysis.com/stocks/alks/history/
ABBV,,2024-10-16,,191.86,2024-10-15,190.46,2024-10-16,-0.73,188.57,,https://query1.finance.yahoo.com/v8/finance/chart/ABBV?period1=1728000000&period2=1730073600&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/ABBV/history/,https://www.stockanalysis.com/stocks/abbv/history/
PFE,,2024-10-15,,29.08,2024-10-14,29.44,2024-10-15,1.24,29.67,,https://query1.finance.yahoo.com/v8/finance/chart/PFE?period1=1727913600&period2=1729987200&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/PFE/history/,https://www.stockanalysis.com/stocks/pfe/history/
PFE,Pfizer,2024-10-11,Approval,29.34,2024-10-10,29.16,2024-10-11,-0.61,29.08,,https://query1.finance.yahoo.com/v8/finance/chart/PFE?period1=1727568000&period2=1729727999&interval=1d&includePrePost=false,Verified,master decision D037,https://finance.yahoo.com/quote/PFE/history/,https://www.stockanalysis.com/stocks/pfe/history/
AZN,,2024-10-11,,153.74,2024-10-10,154.7,2024-10-11,0.62,156.2,,https://query1.finance.yahoo.com/v8/finance/chart/AZN?period1=1727568000&period2=1729641600&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/AZN/history/,https://www.stockanalysis.com/stocks/azn/history/
RHHBY,Roche Holding AG (Genentech),2024-10-10,Approval,38.41,2024-10-09,38.87,2024-10-10,1.2,39.18,,https://query1.finance.yahoo.com/v8/finance/chart/RHHBY?period1=1727481600&period2=1729641599&interval=1d&includePrePost=false,Verified,lineage proxy per master precedent (see master row notes: decision-date symbol differs from the modern ticker); master decision D038,https://finance.yahoo.com/quote/RHHBY/history/,https://www.stockanalysis.com/stocks/rhhby/history/
ZLDPF,Zealand Pharma A/S,2024-10-08,CRL,115.075,2024-10-07,117.765,2024-10-08,2.34,115,,https://query1.finance.yahoo.com/v8/finance/chart/ZLDPF?period1=1727308800&period2=1729468799&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/ZLDPF/history/,https://www.stockanalysis.com/stocks/zldpf/history/
BFRI,,2024-10-04,,1.16,2024-10-03,0.96,2024-10-04,-17.24,0.869,,https://query1.finance.yahoo.com/v8/finance/chart/BFRI?period1=1726963200&period2=1729036800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/BFRI/history/,https://www.stockanalysis.com/stocks/bfri/history/
AMRX,,2024-10-04,,8.55,2024-10-03,8.65,2024-10-04,1.17,8.46,,https://query1.finance.yahoo.com/v8/finance/chart/AMRX?period1=1726963200&period2=1729036800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/AMRX/history/,https://www.stockanalysis.com/stocks/amrx/history/
BMY,,2024-10-03,,53.76,2024-10-02,54.2,2024-10-03,0.82,53.96,,https://query1.finance.yahoo.com/v8/finance/chart/BMY?period1=1726876800&period2=1728950400&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/BMY/history/,https://www.stockanalysis.com/stocks/bmy/history/
ACAD,,2024-09-30,,15.69,2024-09-27,15.38,2024-09-30,-1.98,15.3,,https://query1.finance.yahoo.com/v8/finance/chart/ACAD?period1=1726617600&period2=1728691200&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/ACAD/history/,https://www.stockanalysis.com/stocks/acad/history/
REGN,,2024-09-27,,1039.96,2024-09-26,1042.6899,2024-09-27,0.26,1051.24,,https://query1.finance.yahoo.com/v8/finance/chart/REGN?period1=1726358400&period2=1728432000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/REGN/history/,https://www.stockanalysis.com/stocks/regn/history/
LLY,,2024-09-27,,909.32,2024-09-26,877.79,2024-09-27,-3.47,885.94,,https://query1.finance.yahoo.com/v8/finance/chart/LLY?period1=1726358400&period2=1728432000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/LLY/history/,https://www.stockanalysis.com/stocks/lly/history/
GEHC,GE HealthCare Technologies,2024-09-27,Approval,92.49,2024-09-26,91.99,2024-09-27,-0.54,93.85,,https://query1.finance.yahoo.com/v8/finance/chart/GEHC?period1=1726358400&period2=1728518399&interval=1d&includePrePost=false,Verified,master decision D039,https://finance.yahoo.com/quote/GEHC/history/,https://www.stockanalysis.com/stocks/gehc/history/
FSNUY,,2024-09-27,,9.46,2024-09-26,9.42,2024-09-27,-0.42,9.58,,https://query1.finance.yahoo.com/v8/finance/chart/FSNUY?period1=1726358400&period2=1728432000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/FSNUY/history/,https://www.stockanalysis.com/stocks/fsnuy/history/
BMY,Bristol Myers Squibb,2024-09-26,Approval,50.94,2024-09-25,49.95,2024-09-26,-1.94,50.12,,https://query1.finance.yahoo.com/v8/finance/chart/BMY,Verified,Cobenfy approval; slight dip possibly unrelated market noise,https://finance.yahoo.com/quote/BMY/history/,https://www.stockanalysis.com/stocks/bmy/history/
AZN,,2024-09-25,,153.74,2024-09-24,155.08,2024-09-25,0.87,156.36,,https://query1.finance.yahoo.com/v8/finance/chart/AZN?period1=1726185600&period2=1728259200&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/AZN/history/,https://www.stockanalysis.com/stocks/azn/history/
ZVRA,Zevra Therapeutics,2024-09-20,Approval,7.83,2024-09-19,8.02,2024-09-20,2.43,8.06,,https://query1.finance.yahoo.com/v8/finance/chart/ZVRA,Verified,Miplyffa approval,https://finance.yahoo.com/quote/ZVRA/history/,https://www.stockanalysis.com/stocks/zvra/history/
SNY,,2024-09-20,,58.26,2024-09-19,57.63,2024-09-20,-1.08,57.43,,https://query1.finance.yahoo.com/v8/finance/chart/SNY?period1=1725753600&period2=1727827200&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/SNY/history/,https://www.stockanalysis.com/stocks/sny/history/
JNJ,,2024-09-19,,166.15,2024-09-18,164.82,2024-09-19,-0.8,164.16,,https://query1.finance.yahoo.com/v8/finance/chart/JNJ?period1=1725667200&period2=1727740800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/JNJ/history/,https://www.stockanalysis.com/stocks/jnj/history/
NVS,,2024-09-17,,116.95,2024-09-16,115.7,2024-09-17,-1.07,115.97,,https://query1.finance.yahoo.com/v8/finance/chart/NVS?period1=1725494400&period2=1727568000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/NVS/history/,https://www.stockanalysis.com/stocks/nvs/history/
MRK,,2024-09-17,,117.96,2024-09-16,118.29,2024-09-17,0.28,118.64,,https://query1.finance.yahoo.com/v8/finance/chart/MRK?period1=1725494400&period2=1727568000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/MRK/history/,https://www.stockanalysis.com/stocks/mrk/history/
AZN,,2024-09-17,,158.08,2024-09-16,157.06,2024-09-17,-0.65,157.16,,https://query1.finance.yahoo.com/v8/finance/chart/AZN?period1=1725494400&period2=1727568000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/AZN/history/,https://www.stockanalysis.com/stocks/azn/history/
VVUS,,2024-09-13,,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/VVUS?period1=1725148800&period2=1727222400&interval=1d&includePrePost=false,Data unavailable - acquired/delisted or pre-Yahoo coverage,fetch status: FAILED HTTPError: HTTP Error 404: Not Found,https://finance.yahoo.com/quote/VVUS/history/,https://www.stockanalysis.com/stocks/vvus/history/
LLY,Eli Lilly and Company,2024-09-13,Approval,935.02,2024-09-12,923.71,2024-09-13,-1.21,923.54,,https://query1.finance.yahoo.com/v8/finance/chart/LLY?period1=1725148800&period2=1727308799&interval=1d&includePrePost=false,Verified,master decision D027,https://finance.yahoo.com/quote/LLY/history/,https://www.stockanalysis.com/stocks/lly/history/
REGN,,2024-09-12,,1141.45,2024-09-11,1164.46,2024-09-12,2.02,1153.35,,https://query1.finance.yahoo.com/v8/finance/chart/REGN?period1=1725062400&period2=1727136000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/REGN/history/,https://www.stockanalysis.com/stocks/regn/history/
ARRY,,2024-09-12,,6.6,2024-09-11,6.68,2024-09-12,1.21,6.82,,https://query1.finance.yahoo.com/v8/finance/chart/ARRY?period1=1725062400&period2=1727136000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/ARRY/history/,https://www.stockanalysis.com/stocks/arry/history/
JNJ,,2024-09-11,,167.38,2024-09-10,164.82,2024-09-11,-1.53,164.64,,https://query1.finance.yahoo.com/v8/finance/chart/JNJ?period1=1724976000&period2=1727049600&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/JNJ/history/,https://www.stockanalysis.com/stocks/jnj/history/
TVTX,,2024-09-05,,10.05,2024-09-04,9.93,2024-09-05,-1.19,10.98,,https://query1.finance.yahoo.com/v8/finance/chart/TVTX?period1=1724457600&period2=1726531200&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/TVTX/history/,https://www.stockanalysis.com/stocks/tvtx/history/
MRK,,2024-08-30,,117.46,2024-08-29,118.45,2024-08-30,0.84,116.58,,https://query1.finance.yahoo.com/v8/finance/chart/MRK?period1=1723939200&period2=1726012800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/MRK/history/,https://www.stockanalysis.com/stocks/mrk/history/
BMY,,2024-08-30,,49.72,2024-08-29,49.95,2024-08-30,0.46,50.52,,https://query1.finance.yahoo.com/v8/finance/chart/BMY?period1=1723939200&period2=1726012800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/BMY/history/,https://www.stockanalysis.com/stocks/bmy/history/
AMGN,,2024-08-23,,324.53,2024-08-22,328.8,2024-08-23,1.32,326.78,,https://query1.finance.yahoo.com/v8/finance/chart/AMGN?period1=1723334400&period2=1725408000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/AMGN/history/,https://www.stockanalysis.com/stocks/amgn/history/
AZN,,2024-08-22,,171.12,2024-08-21,171.78,2024-08-22,0.39,173.32,,https://query1.finance.yahoo.com/v8/finance/chart/AZN?period1=1723248000&period2=1725321600&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/AZN/history/,https://www.stockanalysis.com/stocks/azn/history/
REGN,Regeneron Pharmaceuticals,2024-08-20,CRL,1196.88,2024-08-19,1192.23,2024-08-20,-0.39,1185.34,,https://query1.finance.yahoo.com/v8/finance/chart/REGN?period1=1723075200&period2=1725235199&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/REGN/history/,https://www.stockanalysis.com/stocks/regn/history/
AMGN,,2024-08-20,,327.97,2024-08-19,328.55,2024-08-20,0.18,329.15,,https://query1.finance.yahoo.com/v8/finance/chart/AMGN?period1=1723075200&period2=1725148800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/AMGN/history/,https://www.stockanalysis.com/stocks/amgn/history/
JNJ,Johnson & Johnson,2024-08-19,Approval,159.09,2024-08-14,159.39,2024-08-19,0.19,,,https://query1.finance.yahoo.com/v8/finance/chart/JNJ,Verified - approx window,Lazcluze approval; JNJ is large-cap so isolated stock impact expected to be minimal,https://finance.yahoo.com/quote/JNJ/history/,https://www.stockanalysis.com/stocks/jnj/history/
MDWD,,2024-08-15,,17.47,2024-08-14,18.17,2024-08-15,4.01,19.27,,https://query1.finance.yahoo.com/v8/finance/chart/MDWD?period1=1722643200&period2=1724716800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/MDWD/history/,https://www.stockanalysis.com/stocks/mdwd/history/
AZN,,2024-08-15,,167.52,2024-08-14,169.8,2024-08-15,1.36,168.82,,https://query1.finance.yahoo.com/v8/finance/chart/AZN?period1=1722643200&period2=1724716800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/AZN/history/,https://www.stockanalysis.com/stocks/azn/history/
INCY,Incyte Corporation,2024-08-14,Approval,60.29,2024-08-07,61.12,2024-08-14,1.38,,,https://query1.finance.yahoo.com/v8/finance/chart/INCY,Verified,Niktimvo approval,https://finance.yahoo.com/quote/INCY/history/,https://www.stockanalysis.com/stocks/incy/history/
GILD,Gilead Sciences,2024-08-14,Approval (Accelerated),74.0,2024-08-07,72.99,2024-08-14,-1.36,,,https://query1.finance.yahoo.com/v8/finance/chart/GILD,Verified,Livdelzi approval,https://finance.yahoo.com/quote/GILD/history/,https://www.stockanalysis.com/stocks/gild/history/
PFE,,2024-08-12,,28.55,2024-08-09,28.45,2024-08-12,-0.35,28.85,,https://query1.finance.yahoo.com/v8/finance/chart/PFE?period1=1722384000&period2=1724457600&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/PFE/history/,https://www.stockanalysis.com/stocks/pfe/history/
ASND,Ascendis Pharma,2024-08-09,Approval,132.26,2024-08-02,139.66,2024-08-09,5.6,,,https://query1.finance.yahoo.com/v8/finance/chart/ASND,Verified,Yorvipath approval,https://finance.yahoo.com/quote/ASND/history/,https://www.stockanalysis.com/stocks/asnd/history/
NVS,,2024-08-07,,110.06,2024-08-06,111.16,2024-08-07,1.0,111.02,,https://query1.finance.yahoo.com/v8/finance/chart/NVS?period1=1721952000&period2=1724025600&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/NVS/history/,https://www.stockanalysis.com/stocks/nvs/history/
MRK,,2024-08-07,,111.15,2024-08-06,112.49,2024-08-07,1.21,113.92,,https://query1.finance.yahoo.com/v8/finance/chart/MRK?period1=1721952000&period2=1724025600&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/MRK/history/,https://www.stockanalysis.com/stocks/mrk/history/
AMRX,,2024-08-07,,6.88,2024-08-06,6.81,2024-08-07,-1.02,7.77,,https://query1.finance.yahoo.com/v8/finance/chart/AMRX?period1=1721952000&period2=1724025600&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/AMRX/history/,https://www.stockanalysis.com/stocks/amrx/history/
GSK,,2024-08-01,,38.77,2024-07-31,39.64,2024-08-01,2.24,40.42,,https://query1.finance.yahoo.com/v8/finance/chart/GSK?period1=1721433600&period2=1723507200&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/GSK/history/,https://www.stockanalysis.com/stocks/gsk/history/
JNJ,,2024-07-31,,161.33,2024-07-30,157.85,2024-07-31,-2.16,160.76,,https://query1.finance.yahoo.com/v8/finance/chart/JNJ?period1=1721347200&period2=1723420800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/JNJ/history/,https://www.stockanalysis.com/stocks/jnj/history/
JNJ,,2024-07-30,,158.56,2024-07-29,161.33,2024-07-30,1.75,157.85,,https://query1.finance.yahoo.com/v8/finance/chart/JNJ?period1=1721260800&period2=1723334400&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/JNJ/history/,https://www.stockanalysis.com/stocks/jnj/history/
AMRX,,2024-07-26,,7.38,2024-07-25,7.44,2024-07-26,0.81,7.34,,https://query1.finance.yahoo.com/v8/finance/chart/AMRX?period1=1720915200&period2=1722988800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/AMRX/history/,https://www.stockanalysis.com/stocks/amrx/history/
MIRM,,2024-07-24,,40.2,2024-07-23,39.07,2024-07-24,-2.81,40.37,,https://query1.finance.yahoo.com/v8/finance/chart/MIRM?period1=1720742400&period2=1722816000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/MIRM/history/,https://www.stockanalysis.com/stocks/mirm/history/
BMRN,,2024-07-24,,84.43,2024-07-23,84.63,2024-07-24,0.24,85.59,,https://query1.finance.yahoo.com/v8/finance/chart/BMRN?period1=1720742400&period2=1722816000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/BMRN/history/,https://www.stockanalysis.com/stocks/bmrn/history/
NVS,,2024-07-22,,106.13,2024-07-19,108.73,2024-07-22,2.45,107.7,,https://query1.finance.yahoo.com/v8/finance/chart/NVS?period1=1720569600&period2=1722643200&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/NVS/history/,https://www.stockanalysis.com/stocks/nvs/history/
PHAT,,2024-07-17,,12.22,2024-07-16,12.11,2024-07-17,-0.9,11.18,,https://query1.finance.yahoo.com/v8/finance/chart/PHAT?period1=1720137600&period2=1722211200&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/PHAT/history/,https://www.stockanalysis.com/stocks/phat/history/
NVO,Novo Nordisk A/S,2024-07-10,CRL,140.43,2024-07-09,142.74,2024-07-10,1.64,139.79,,https://query1.finance.yahoo.com/v8/finance/chart/NVO?period1=1719532800&period2=1721692799&interval=1d&includePrePost=false,Verified,lineage proxy per master precedent (see master row notes: decision-date symbol differs from the modern ticker),https://finance.yahoo.com/quote/NVO/history/,https://www.stockanalysis.com/stocks/nvo/history/
LLY,Eli Lilly and Company,2024-07-02,Approval,905.38,2024-07-01,914.37,2024-07-02,0.99,906.71,,https://query1.finance.yahoo.com/v8/finance/chart/LLY,Verified,Kisunla approval,https://finance.yahoo.com/quote/LLY/history/,https://www.stockanalysis.com/stocks/lly/history/
AMRX,"Amneal Pharmaceuticals, Inc.",2024-07-01,CRL,6.35,2024-06-28,6.42,2024-07-01,1.1,6.54,,https://query1.finance.yahoo.com/v8/finance/chart/AMRX?period1=1718755200&period2=1720915199&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/AMRX/history/,https://www.stockanalysis.com/stocks/amrx/history/
VTRS,,2024-06-26,,10.31,2024-06-25,10.43,2024-06-26,1.16,10.48,,https://query1.finance.yahoo.com/v8/finance/chart/VTRS?period1=1718323200&period2=1720396800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/VTRS/history/,https://www.stockanalysis.com/stocks/vtrs/history/
VRNA,Verona Pharma,2024-06-26,Approval,,,,,,,,https://www.investing.com/news/sec-filings/merck-completes-acquisition-of-verona-pharma-vrna-shares-delisted-from-nasdaq-93CH-4274662,Data unavailable - acquired/delisted,Verona Pharma acquired by Merck for $10B ($107/ADS) Oct 2025; VRNA delisted from Nasdaq. Yahoo Finance no longer serves 2024 historical data under this symbol. Flagged for manual archive lookup.,https://finance.yahoo.com/quote/VRNA/history/,https://www.stockanalysis.com/stocks/vrna/history/
NVS,,2024-06-26,,107.37,2024-06-25,107.07,2024-06-26,-0.28,106.55,,https://query1.finance.yahoo.com/v8/finance/chart/NVS?period1=1718323200&period2=1720396800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/NVS/history/,https://www.stockanalysis.com/stocks/nvs/history/
GMAB,,2024-06-26,,25.78,2024-06-25,25.67,2024-06-26,-0.43,25.58,,https://query1.finance.yahoo.com/v8/finance/chart/GMAB?period1=1718323200&period2=1720396800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/GMAB/history/,https://www.stockanalysis.com/stocks/gmab/history/
DSNKY,"Daiichi Sankyo, Inc.",2024-06-26,CRL,34.91,2024-06-25,35.02,2024-06-26,0.32,34.26,,https://query1.finance.yahoo.com/v8/finance/chart/DSNKY?period1=1718323200&period2=1720483199&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/DSNKY/history/,https://www.stockanalysis.com/stocks/dsnky/history/
JNJ,,2024-06-21,,147.78,2024-06-20,148.75,2024-06-21,0.66,149.12,,https://query1.finance.yahoo.com/v8/finance/chart/JNJ?period1=1717891200&period2=1719964800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/JNJ/history/,https://www.stockanalysis.com/stocks/jnj/history/
HRMY,,2024-06-21,,28.81,2024-06-20,30.13,2024-06-21,4.58,30.1,,https://query1.finance.yahoo.com/v8/finance/chart/HRMY?period1=1717891200&period2=1719964800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/HRMY/history/,https://www.stockanalysis.com/stocks/hrmy/history/
BMY,,2024-06-21,,41.04,2024-06-20,41.93,2024-06-21,2.17,42.23,,https://query1.finance.yahoo.com/v8/finance/chart/BMY?period1=1717891200&period2=1719964800&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/BMY/history/,https://www.stockanalysis.com/stocks/bmy/history/
RHHBY,Roche Holding AG (Genentech),2024-06-20,Approval,34.98,2024-06-18,35.22,2024-06-20,0.69,35.59,,https://query1.finance.yahoo.com/v8/finance/chart/RHHBY?period1=1717804800&period2=1719964799&interval=1d&includePrePost=false,Verified,lineage proxy per master precedent (see master row notes: decision-date symbol differs from the modern ticker); master decision D021,https://finance.yahoo.com/quote/RHHBY/history/,https://www.stockanalysis.com/stocks/rhhby/history/
BOT.AX,,2024-06-18,,0.33,2024-06-17,0.335,2024-06-18,1.52,0.335,,https://query1.finance.yahoo.com/v8/finance/chart/BOT.AX?period1=1717632000&period2=1719705600&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/BOT.AX/history/,https://www.stockanalysis.com/stocks/bot.ax/history/
ABBV,AbbVie Inc.,2024-06-18,CRL,169.68,2024-06-17,171.36,2024-06-18,0.99,172.13,,https://query1.finance.yahoo.com/v8/finance/chart/ABBV?period1=1717632000&period2=1719791999&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/ABBV/history/,https://www.stockanalysis.com/stocks/abbv/history/
MRK,,2024-06-17,,129.48,2024-06-14,127.5,2024-06-17,-1.53,127.99,,https://query1.finance.yahoo.com/v8/finance/chart/MRK?period1=1717545600&period2=1719619200&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/MRK/history/,https://www.stockanalysis.com/stocks/mrk/history/
RCKT,"Rocket Pharmaceuticals, Inc.",2024-06-14,CRL,22.86,2024-06-13,21.86,2024-06-14,-4.37,21.2,,https://query1.finance.yahoo.com/v8/finance/chart/RCKT?period1=1717286400&period2=1719446399&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/RCKT/history/,https://www.stockanalysis.com/stocks/rckt/history/
AZN,,2024-06-14,,159.06,2024-06-13,159.18,2024-06-14,0.08,158.62,,https://query1.finance.yahoo.com/v8/finance/chart/AZN?period1=1717286400&period2=1719360000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/AZN/history/,https://www.stockanalysis.com/stocks/azn/history/
AMGN,,2024-06-14,,298.5,2024-06-13,298.62,2024-06-14,0.04,303.28,,https://query1.finance.yahoo.com/v8/finance/chart/AMGN?period1=1717286400&period2=1719360000&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/AMGN/history/,https://www.stockanalysis.com/stocks/amgn/history/
BMY,,2024-06-13,,42.41,2024-06-12,41.48,2024-06-13,-2.19,41.2,,https://query1.finance.yahoo.com/v8/finance/chart/BMY?period1=1717200000&period2=1719273600&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/BMY/history/,https://www.stockanalysis.com/stocks/bmy/history/
BAYRY,Bayer AG,2024-06-13,CRL,7.52,2024-06-12,7.37,2024-06-13,-1.99,7.24,,https://query1.finance.yahoo.com/v8/finance/chart/BAYRY?period1=1717200000&period2=1719359999&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/BAYRY/history/,https://www.stockanalysis.com/stocks/bayry/history/
LLY,,2024-06-12,,865.82,2024-06-11,867.3,2024-06-12,0.17,883.33,,https://query1.finance.yahoo.com/v8/finance/chart/LLY?period1=1717113600&period2=1719187200&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/LLY/history/,https://www.stockanalysis.com/stocks/lly/history/
AZN,,2024-06-12,,158.46,2024-06-11,160.14,2024-06-12,1.06,159.06,,https://query1.finance.yahoo.com/v8/finance/chart/AZN?period1=1717113600&period2=1719187200&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/AZN/history/,https://www.stockanalysis.com/stocks/azn/history/
SNY,,2024-06-10,,48.98,2024-06-07,48.86,2024-06-10,-0.24,48.51,,https://query1.finance.yahoo.com/v8/finance/chart/SNY?period1=1716940800&period2=1719014400&interval=1d&includePrePost=false,Verified,,https://finance.yahoo.com/quote/SNY/history/,https://www.stockanalysis.com/stocks/sny/history/
