row_id,year,application_number,application_kind,decision_date,submission_class_code,submission_class_code_description,review_priority,nme_comparable,classification_group,sponsor_name_drugsatfda_holder,full_db_holder_match,first_product_brand,first_product_ingredients,first_product_form_route,n_products,first_product_marketing_status,ingredient_first_appearance,ingredient_screen,tracked_in,live_probe_status,drugsatfda_url,openfda_url,verification_status,notes
PRE1965AUDIT-1950-12,1950,NDA007392,NDA,1950-07-19,TYPE 2,Type 2 - New Active Ingredient,STANDARD,FALSE,Type 2 - New Active Ingredient,LILLY,MATCH,SECONAL SODIUM,SECOBARBITAL SODIUM 50MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,INJECTABLE; INJECTION,1,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=007392,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA007392%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1950-13,1950,NDA007638,NDA,1950-08-15,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,BAYER HEALTHCARE LLC,MATCH,CHLOR-TRIMETON,CHLORPHENIRAMINE MALEATE 8MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,"TABLET, EXTENDED RELEASE; ORAL",2,Discontinued,1949-07-13 on NDA006921,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=007638,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA007638%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1950-14,1950,NDA006799,NDA,1950-09-29,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,BRISTOL MYERS SQUIBB,MATCH,RUBRAMIN PC,CYANOCOBALAMIN 1MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,INJECTABLE; INJECTION,3,Discontinued,1947-07-28 on NDA006071,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=006799,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006799%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1950-15,1950,NDA006459,NDA,1950-11-13,UNKNOWN,,UNKNOWN,FALSE,NOT PUBLISHED (blank class),LEDERLE,MATCH,HETRAZAN,DIETHYLCARBAMAZINE CITRATE 50MG,TABLET; ORAL,1,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=006459,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA006459%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1950-16,1950,NDA007750,NDA,1950-12-04,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,MERCK,MATCH,CORTONE,CORTISONE ACETATE 25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,1,Discontinued,1950-06-13 on NDA007110,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=007750,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA007750%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1951-01,1951,NDA007794,NDA,1951-03-07,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),TEVA,MATCH,NEOTHYLLINE,DYPHYLLINE 160MG/15ML,ELIXIR; ORAL,3,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1951-01 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=007794,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA007794%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1951-02,1951,NDA007935,NDA,1951-03-29,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,DELCOR ASSET CORP,MATCH,PHENERGAN,PROMETHAZINE HYDROCHLORIDE 50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,3,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=007935,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA007935%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1951-03,1951,NDA007898,NDA,1951-04-26,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),MERCK,MATCH,BENEMID,PROBENECID 500MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,1,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1951-03 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=007898,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA007898%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1951-04,1951,NDA007961,NDA,1951-04-30,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,APTALIS PHARMA US,MATCH,BENTYL,DICYCLOMINE HYDROCHLORIDE 10MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SYRUP; ORAL,1,Discontinued,1950-05-11 on NDA007409,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=007961,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA007961%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1951-05,1951,NDA007959,NDA,1951-05-03,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),PAI HOLDINGS PHARM,MATCH,TENSILON,EDROPHONIUM CHLORIDE 10MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,INJECTABLE; INJECTION,2,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1951-05 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=007959,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA007959%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1951-06,1951,NDA007936,NDA,1951-05-17,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,CHATTEM,MATCH,SELSUN,SELENIUM SULFIDE 2.5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,LOTION/SHAMPOO; TOPICAL,1,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=007936,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA007936%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1951-07,1951,NDA008048,NDA,1951-05-17,TYPE 2,Type 2 - New Active Ingredient,STANDARD,FALSE,Type 2 - New Active Ingredient,ASTRAZENECA,MATCH,XYLOCAINE,LIDOCAINE 5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,OINTMENT; TOPICAL,1,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008048,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008048%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1951-08,1951,NDA050143,NDA,1951-06-01,,,,FALSE,NOT PUBLISHED (blank class),PARKEDALE,MATCH,CHLOROMYCETIN,CHLORAMPHENICOL 25MG/VIAL,FOR SOLUTION; OPHTHALMIC,1,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050143,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050143%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1951-09,1951,NDA050156,NDA,1951-06-01,,,,FALSE,NOT PUBLISHED (blank class),PARKEDALE,MATCH,CHLOROMYCETIN,CHLORAMPHENICOL 1%,OINTMENT; OPHTHALMIC,1,Discontinued,1951-06-01 on NDA050143,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050156,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050156%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1951-10,1951,NDA007942,NDA,1951-06-08,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,FOREST LABS,MATCH,SUS-PHRINE SULFITE FREE,EPINEPHRINE 1.5MG/AMP,INJECTABLE; INJECTION,2,Discontinued,1948-11-19 on NDA006488,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=007942,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA007942%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1951-11,1951,NDA007707,NDA,1951-06-28,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),ABBVIE,MATCH,PHENURONE,PHENACEMIDE 500MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,1,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1951-11 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=007707,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA007707%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1951-12,1951,NDA007390,NDA,1951-07-03,TYPE 1,Type 1 - New Molecular Entity,STANDARD,TRUE,NME (Type 1),SHIRE,MATCH,BANTHINE,METHANTHELINE BROMIDE 50MG,TABLET; ORAL,1,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1951-12 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=007390,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA007390%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1951-13,1951,NDA008032,NDA,1951-07-16,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),GE HEALTHCARE,MATCH,TELEPAQUE,IOPANOIC ACID 500MG,TABLET; ORAL,1,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1951-13 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008032,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008032%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1951-14,1951,NDA007883,NDA,1951-08-28,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),TEVA WOMENS,MATCH,ANTABUSE,DISULFIRAM 500MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET; ORAL,2,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1951-14 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=007883,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA007883%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1951-15,1951,NDA008126,NDA,1951-11-02,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,PHARMACIA AND UPJOHN,MATCH,CORTISONE ACETATE,CORTISONE ACETATE 10MG,TABLET; ORAL,4,Discontinued,1950-06-13 on NDA007110,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008126,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008126%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1951-16,1951,NDA050126,NDA,1951-11-22,UNKNOWN,,UNKNOWN,FALSE,NOT PUBLISHED (blank class),WYETH AYERST,MATCH,BICILLIN,"PENICILLIN G BENZATHINE 300,000 UNITS/5ML",SUSPENSION; ORAL,1,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050126,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA050126%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1951-17,1951,NDA008228,NDA,1951-12-21,TYPE 2,Type 2 - New Active Ingredient,STANDARD,FALSE,Type 2 - New Active Ingredient,MERCK,MATCH,HYDROCORTONE,HYDROCORTISONE ACETATE 25MG/ML,INJECTABLE; INJECTION,2,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008228,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008228%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1951-18,1951,NDA008248,NDA,1951-12-29,TYPE 3,Type 3 - New Dosage Form,STANDARD,FALSE,Type 3 - New Dosage Form,BAXTER HLTHCARE CORP,MATCH,WYAMINE SULFATE,MEPHENTERMINE SULFATE EQ 15MG BASE/ML,INJECTABLE; INJECTION,2,Discontinued,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008248,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008248%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1952-01,1952,NDA008284,NDA,1952-01-14,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,PANRAY,MATCH,CORTISONE ACETATE,CORTISONE ACETATE 5MG,TABLET; ORAL,2,Discontinued,1950-06-13 on NDA007110,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008284,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008284%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1952-02,1952,NDA008306,NDA,1952-01-21,TYPE 4,Type 4 - New Combination,STANDARD,FALSE,Type 4 - New Combination,ANI PHARMS,MATCH,PHENERGAN W/ CODEINE,CODEINE PHOSPHATE 10MG/5ML; PROMETHAZINE HYDROCHLORIDE 6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SYRUP; ORAL,2,Discontinued,1951-03-29 on NDA007935,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008306,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008306%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1952-03,1952,NDA008316,NDA,1952-01-23,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,SANOFI AVENTIS US,MATCH,PRIMAQUINE,PRIMAQUINE PHOSPHATE EQ 15MG BASE,TABLET; ORAL,1,Prescription,first-in-payloads (1939-1964 universe),non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008316,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008316%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1952-04,1952,NDA008278,NDA,1952-01-30,TYPE 1,Type 1 - New Molecular Entity,PRIORITY,TRUE,NME (Type 1),NOVARTIS,MATCH,REGITINE,PHENTOLAMINE MESYLATE 5MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,INJECTABLE; INJECTION,1,Discontinued,first-in-payloads (1939-1964 universe),"first appearance in the 1939-1964 payload universe (Drugs@FDA coverage before 1965 is incomplete: re-approval screen, not proof of first marketing)",PRE1965-1952-04 (data/pre1965_fda_decisions.csv),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008278,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008278%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1952-05,1952,NDA008317,NDA,1952-03-14,TYPE 5,Type 5 - New Formulation or New Manufacturer,STANDARD,FALSE,Type 5 - New Formulation or New Manufacturer,PARKEDALE,MATCH,ACTH,CORTICOTROPIN 40 UNITS/VIAL,INJECTABLE; INJECTION,2,Discontinued,1950-07-03 on NDA007504,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008317,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008317%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
PRE1965AUDIT-1952-06,1952,NDA008381,NDA,1952-04-11,TYPE 2,Type 2 - New Active Ingredient,STANDARD,FALSE,Type 2 - New Active Ingredient,ANI PHARMS,MATCH,PROMETHAZINE HYDROCHLORIDE PLAIN,PROMETHAZINE HYDROCHLORIDE 25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,SYRUP; ORAL,2,Discontinued,1951-03-29 on NDA007935,non-NME row: earlier appearances permitted by construction; see ingredient_first_appearance,none (not a Type 1/1-4 original approval),MATCH,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=008381,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22NDA008381%22,Verified (live probe match),"Row of the complete 1939-1964 original-application audit (v26 (2026-09-21)): every ORIG/AP row of the committed SHA-verified openFDA payload; facts verbatim from the payload; application type and holder cross-checked against the full official Drugs@FDA database (Applications_all_types.txt, 29,336 applications); no ticker, indication or applicant lineage asserted."
