audit_year,decision_id,drug_brand,drug_generic,company_name,master_decision_date,application_number,l1_year_table,l1_table_date,l1_table_class,l2_compilation_match,l2_compilation_date,l2_review_designation,l2_accelerated_approval,l3_openfda_match,l3_orig_date,l3_sponsor,l3_brand,l3_submission_class,l3_review_priority,date_agreement,verdict,live_check,review_flag,source_year_table_or_compilation,source_drugsatfda,source_openfda
1999,D964,Zaditor,ketotifen fumarate,CIBA Vision (Novartis/Alcon ophthalmics),1999-07-02,N021066,MATCH,1999-07-02,P,application_number,1999-07-02,Priority,No,MATCH,1999-07-02,ALCON PHARMA,ZADITOR,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021066,https://api.fda.gov/drug/drugsfda.json?search=application_number:N021066
1999,D965,Actos,pioglitazone hydrochloride,Takeda Pharmaceutical Co. (Japan),1999-07-15,N021073,MATCH,1999-07-15,P,application_number,1999-07-15,Priority,No,MATCH,1999-07-15,TAKEDA PHARMS USA,ACTOS,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021073,https://api.fda.gov/drug/drugsfda.json?search=application_number:N021073
1999,D966,Relenza,zanamivir,GlaxoSmithKline plc,1999-07-26,N021036,MATCH,1999-07-26,P,application_number,1999-07-26,Priority,No,MATCH,1999-07-26,GLAXOSMITHKLINE,RELENZA,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021036,https://api.fda.gov/drug/drugsfda.json?search=application_number:N021036
1999,D967,Antagon,ganirelix acetate,Organon BioSciences (Akzo Nobel; human Rx to Schering-Plough 2007),1999-07-29,N021057,MATCH,1999-07-29,P,application_number,1999-07-29,Priority,No,MATCH,1999-07-29,ORGANON USA ORGANON,GANIRELIX ACETATE,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021057,https://api.fda.gov/drug/drugsfda.json?search=application_number:N021057
1999,D968,Neotect,Technetium Tc-99m Depreotide Kit,Diatide Inc. (acquired by Schering AG / Berlex Nov-1999; NeoTect marketed by Nycomed Amersham),1999-08-03,N021012,MATCH,1999-08-03,P,application_number,1999-08-03,Priority,No,MATCH,1999-08-03,CIS BIO INTL SA,NEO TECT KIT,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021012,https://api.fda.gov/drug/drugsfda.json?search=application_number:N021012
1999,D969,Temodar,temozolomide,Schering-Plough (acquired by Merck 2009),1999-08-11,N021029,MATCH,1999-08-11,"P,O",application_number,1999-08-11,Priority,Yes,MATCH,1999-08-11,MERCK SHARP DOHME,TEMODAR,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021029,https://api.fda.gov/drug/drugsfda.json?search=application_number:N021029
1999,D970,Sonata,zaleplon,Wyeth (acquired by Pfizer 2009),1999-08-13,N020859,MATCH,1999-08-13,S,application_number,1999-08-13,Standard,No,MATCH,1999-08-13,PFIZER,SONATA,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020859,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020859
1999,D971,Raplon,rapacuronium bromide,Organon BioSciences (Akzo Nobel; human Rx to Schering-Plough 2007),1999-08-18,N020984,MATCH,1999-08-18,S,application_number,1999-08-18,Standard,No,MATCH,1999-08-18,ORGANON USA INC,RAPLON,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020984,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020984
1999,D972,Aciphex,rabeprazole sodium,Eisai Co. (Japan),1999-08-19,N020973,MATCH,1999-08-19,S,application_number,1999-08-19,Standard,No,MATCH,1999-08-19,WAYLIS THERAP,ACIPHEX,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020973,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020973
1999,D973,Ellence,epirubicin hydrochloride,Pharmacia (acquired by Pfizer 2003),1999-09-15,N050778,MATCH,1999-09-15,"P,O",application_number,1999-09-15,Priority,No,MATCH,1999-09-15,PFIZER INC,ELLENCE,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050778,https://api.fda.gov/drug/drugsfda.json?search=application_number:N050778
1999,D974,Rapamune,sirolimus,Wyeth (acquired by Pfizer 2009),1999-09-15,N021083,MATCH,1999-09-15,P,application_number,1999-09-15,Priority,No,MATCH,1999-09-15,PF PRISM CV,SIROLIMUS,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021083,https://api.fda.gov/drug/drugsfda.json?search=application_number:N021083
1999,D975,Synercid IV,quinupristin; dalfopristin,Rhone-Poulenc Rorer (Aventis lineage),1999-09-21,N050747,MATCH,1999-09-21,P,application_number,1999-09-21,Priority (indication [A] only),Yes (indication [A] only),MATCH,1999-09-21,KING PHARMS,SYNERCID,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=050747,https://api.fda.gov/drug/drugsfda.json?search=application_number:N050747
1999,D976,Alamast,pemirolast potassium,Santen Pharmaceutical (Japan),1999-09-24,N021079,MATCH,1999-09-24,P,application_number,1999-09-24,Priority,No,MATCH,1999-09-24,SANTEN,ALAMAST,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021079,https://api.fda.gov/drug/drugsfda.json?search=application_number:N021079
1999,D977,Tikosyn,dofetilide,Pfizer Inc.,1999-10-01,N020931,MATCH,1999-10-01,S,application_number,1999-10-01,Standard,No,MATCH,1999-10-01,PFIZER,TIKOSYN,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020931,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020931
1999,D978,Comtan,entacapone,Orion Corp (Finland),1999-10-19,N020796,MATCH,1999-10-19,S,application_number,1999-10-19,Standard,No,MATCH,1999-10-19,ORION PHARMA,ENTACAPONE,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020796,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020796
1999,D979,Aromasin,exemestane,Pharmacia (acquired by Pfizer 2003),1999-10-21,N020753,MATCH,1999-10-21,"S,O",application_number,1999-10-21,Standard,No,MATCH,1999-10-21,PFIZER,EXEMESTANE,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020753,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020753
1999,D980,Tamiflu,oseltamivir phosphate,Roche Holding AG (Genentech parent),1999-10-27,N021087,MATCH,1999-10-27,P,application_number,1999-10-27,Priority,No,MATCH,1999-10-27,ROCHE,TAMIFLU,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021087,https://api.fda.gov/drug/drugsfda.json?search=application_number:N021087
1999,D981,Curosurf,poractant alfa,"Dey Laboratories (Nattermann/Merck KGaA lineage, private)",1999-11-18,N020744,MATCH,1999-11-18,"S,O",application_number,1999-11-18,Standard,No,MATCH,1999-11-18,CHIESI USA INC,CUROSURF,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020744,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020744
1999,D982,Keppra,levetiracetam,UCB SA (Belgium),1999-11-30,N021035,MATCH,1999-11-30,S,application_number,1999-11-30,Standard,No,MATCH,1999-11-30,UCB INC,KEPPRA,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021035,https://api.fda.gov/drug/drugsfda.json?search=application_number:N021035
1999,D983,Levulan Kerastick,aminolevulinic acid hydrochloride,DUSA Pharmaceuticals (delisted ~2013),1999-12-03,N020965,MATCH,1999-12-03,S,application_number,1999-12-03,Standard,No,MATCH,1999-12-03,SUN PHARM INDS INC,LEVULAN KERASTICK,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020965,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020965
1999,D984,Optimark,gadoversetamide,Mallinckrodt (MKN at approval; MNK 2013+; Ch.11 2020/2023),1999-12-08,N020937,MATCH,1999-12-08,S,application_number,1999-12-08,Standard,No,MATCH,1999-12-08,LIEBEL-FLARSHEIM,OPTIMARK,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020937,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020937
1999,D985,Avelox,moxifloxacin hydrochloride,Bayer AG,1999-12-10,N021085,MATCH,1999-12-10,S,application_number,1999-12-10,Standard,No,MATCH,1999-12-10,BAYER HLTHCARE,AVELOX,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021085,https://api.fda.gov/drug/drugsfda.json?search=application_number:N021085
1999,D986,Solage,mequinol; tretinoin,Bristol-Myers Squibb Co.,1999-12-10,N020922,MATCH,1999-12-10,S,application_number,1999-12-10,Standard,No,MATCH,1999-12-10,ALMIRALL,SOLAGE,TYPE 1/4,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020922,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020922
1999,D987,Precedex,dexmedetomidine hydrochloride,Abbott Laboratories,1999-12-17,N021038,MATCH,1999-12-17,S,application_number,1999-12-17,Standard,No,MATCH,1999-12-17,HOSPIRA,PRECEDEX,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021038,https://api.fda.gov/drug/drugsfda.json?search=application_number:N021038
1999,D988,Tequin,gatifloxacin,Bristol-Myers Squibb Co.,1999-12-17,N021061,MATCH,1999-12-17,S,application_number,1999-12-17,Standard,No,NOT_IN_OPENFDA,,,,,,ALL_AGREE,VERIFIED_TABLE_AND_COMPILATION,ABSENT (2026-09-18T02:00:00Z; https://api.fda.gov/drug/drugsfda.json?search=application_number:NDA021061),NOT_IN_OPENFDA_PAYLOAD (live check by application number and brand both return no record; FDA year table + Compilation remain the sources),https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021061,https://api.fda.gov/drug/drugsfda.json?search=application_number:N021061
1999,D989,INOmax,nitric oxide,"INO Therapeutics (Ikaria lineage, private; Mallinckrodt 2017)",1999-12-23,N020845,MATCH,1999-12-23,"P,O",application_number,1999-12-23,Priority,No,MATCH,1999-12-23,MALLINCKRODT IRELAND,INOMAX,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020845,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020845
1999,D990,Targretin,bexarotene,Ligand Pharmaceuticals,1999-12-29,N021055,MATCH,1999-12-29,"P,O",application_number,1999-12-29,Priority,No,MATCH,1999-12-29,BAUSCH,TARGRETIN,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20090709174613/http://www.fda.gov/Drugs/DevelopmentApprovalProcess/HowDrugsareDevelopedandApproved/DrugandBiologicApprovalReports/NMEDrugandNewBiologicApprovals/ucm081686.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=021055,https://api.fda.gov/drug/drugsfda.json?search=application_number:N021055
1998,D991,Tasmar,tolcapone,Roche Holding AG (Genentech parent),1998-01-29,N020697,MATCH,1998-01-29,1-S,application_number,1998-01-29,Standard,No,MATCH,1998-01-29,BAUSCH,TASMAR,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020697,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020697
1998,D992,Amerge,naratriptan,Glaxo Wellcome plc (GlaxoSmithKline from Dec-2000),1998-02-10,N020763,MATCH,1998-02-10,1-S,application_number,1998-02-10,Standard,No,MATCH,1998-02-10,GLAXOSMITHKLINE LLC,AMERGE,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020763,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020763
1998,D993,Singulair,montelukast sodium,"Merck & Co., Inc.",1998-02-20,N020829,MATCH,1998-02-20,1-S,application_number,1998-02-20,Standard,No,MATCH,1998-02-20,ORGANON,SINGULAIR,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020829,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020829
1998,D994,Refludan,lepirudin,Hoechst Marion Roussel (Hoechst AG; Aventis Dec-1999; Sanofi 2004),1998-03-06,N020807,MATCH,1998-03-06,1-PV,application_number,1998-03-06,Priority,No,NOT_IN_OPENFDA,,,,,,ALL_AGREE,VERIFIED_TABLE_AND_COMPILATION,ABSENT (2026-09-18T02:00:00Z; https://api.fda.gov/drug/drugsfda.json?search=application_number:NDA020807),NOT_IN_OPENFDA_PAYLOAD (live check by application number and brand both return no record; FDA year table + Compilation remain the sources),https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020807,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020807
1998,D995,Lotemax,loteprednol etabonate,Bausch & Lomb Inc. (NYSE:BOL until 2007 take-private; Bausch + Lomb Corp relisted BLCO 2022),1998-03-09,N020583,MATCH,1998-03-09,1-S,application_number,1998-03-09,Standard,No,MATCH,1998-03-09,BAUSCH AND LOMB,LOTEPREDNOL ETABONATE,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020583,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020583
1998,D996,Detrol,tolterodine tartrate,Pharmacia & Upjohn (Pharmacia Corp 2000; acquired by Pfizer 2003),1998-03-25,N020771,MATCH,1998-03-25,1-S,application_number,1998-03-25,Standard,No,MATCH,1998-03-25,UPJOHN,DETROL,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020771,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020771
1998,D997,Actonel,risedronate sodium,Procter & Gamble Co.,1998-03-27,N020835,MATCH,1998-03-27,1-S,application_number,1998-03-27,Standard,No,MATCH,1998-03-27,APIL,ACTONEL,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020835,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020835
1998,D998,Viagra,sildenafil citrate,Pfizer Inc.,1998-03-27,N020895,MATCH,1998-03-27,1-P,application_number,1998-03-27,Priority,No,MATCH,1998-03-27,VIATRIS,SILDENAFIL CITRATE,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020895,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020895
1998,D999,Azopt,brinzolamide,Alcon (wholly owned by Nestle in 1998; NYSE:ACL 2002-2011; Alcon Inc. relisted ALC 2019),1998-04-01,N020816,MATCH,1998-04-01,1-S,application_number,1998-04-01,Standard,No,MATCH,1998-04-01,SANDOZ,BRINZOLAMIDE,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020816,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020816
1998,D1000,Sucraid,sacrosidase,Orphan Medical (acquired by Jazz 2005),1998-04-09,N020772,MATCH,1998-04-09,1-PV,application_number,1998-04-09,Priority,No,MATCH,1998-04-09,QOL MEDCL,SUCRAID,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020772,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020772
1998,D1001,Zemplar,paricalcitol,Abbott Laboratories,1998-04-17,N020819,MATCH,1998-04-17,1-S,application_number,1998-04-17,Standard,No,MATCH,1998-04-17,ABBVIE,ZEMPLAR,TYPE 1,STANDARD,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020819,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020819
1998,D1002,Xeloda,capecitabine,Roche Holding AG (Genentech parent),1998-04-30,N020896,MATCH,1998-04-30,1-P,application_number,1998-04-30,Priority,Yes,MATCH,1998-04-30,CHEPLAPHARM,XELODA,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020896,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020896
1998,D1003,Simulect,basiliximab,Novartis AG,1998-05-12,N103764,MATCH,1998-05-12,"P,O",application_number,1998-05-12,Priority,No,MATCH,1998-05-12,NOVARTIS,SIMULECT,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=103764,https://api.fda.gov/drug/drugsfda.json?search=application_number:N103764
1998,D1004,Aggrastat,tirofiban hydrochloride,"Merck & Co., Inc.",1998-05-14,N020912,MATCH,1998-05-14,1-P,application_number,1998-05-14,Priority,No,MATCH,1998-05-14,MEDICURE,AGGRASTAT,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020912,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020912
1998,D1005,Integrilin,eptifibatide,COR Therapeutics (acquired by Millennium Feb-2002),1998-05-18,N020718,MATCH,1998-05-18,1-P,application_number,1998-05-18,Priority,No,MATCH,1998-05-18,MSD SUB MERCK,INTEGRILIN,TYPE 1,PRIORITY,ALL_AGREE,VERIFIED_ALL_LAYERS,,,https://web.archive.org/web/20051016001622/http://www.fda.gov/cder/rdmt/nmecy98.htm,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=020718,https://api.fda.gov/drug/drugsfda.json?search=application_number:N020718
