action_id,year,appl_no,application_number,action_class,action_date,submission_type,submission_no,submission_status,submission_class_code_id,submission_class_code,submission_class_code_description,review_priority,nme_comparable,holder_drugsatfda_verbatim,first_product_brand,first_product_ingredients,first_product_strength,first_product_form_route,n_products_published,marketing_status_openfda,fr_safety_determination_marker,products_with_fr_marker,suppl_actions_1965_1979,suppl_actions_in_year,official_docs_rows,appletter_url_count,review_doc_url_count,pre96_review_url_count,first_appletter_url,first_pre96_review_url,first_label_url,tracked_decision_id,verified_decision_row,crosscheck_record_id,openfda_payload_file,drugsatfda_url,openfda_url,evidence_source_file,evidence_source_line,evidence_manifest_sha256,verification_status,notes
PRE1980ACT-1979-091,1979,083714,ANDA083714,ANDA_ORIGINAL_EXCLUDED,1979-02-28,ORIG,1,AP,,,,,FALSE,DR REDDYS,ESTRADIOL VALERATE,ESTRADIOL VALERATE,40MG/ML,INJECTABLE;INJECTION,1,,FALSE,0,0,0,1,0,1,1,,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/083714.pdf,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=083714,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA083714%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,9926,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1979-092,1979,083733,ANDA083733,ANDA_ORIGINAL_EXCLUDED,1979-01-23,ORIG,1,AP,,,,,FALSE,BEL MAR,PYRIDAMAL 100,CHLORPHENIRAMINE MALEATE,100MG/ML,INJECTABLE;INJECTION,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=083733,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA083733%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,9931,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1978-100,1978,083734,ANDA083734,ANDA_ORIGINAL_EXCLUDED,1978-06-12,ORIG,1,AP,,,,,FALSE,ANI PHARMS,PROBENECID AND COLCHICINE,COLCHICINE; PROBENECID,0.5MG;500MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=083734,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA083734%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,9932,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-080,1977,083743,ANDA083743,ANDA_ORIGINAL_EXCLUDED,1977-01-14,ORIG,1,AP,,,,,FALSE,CHARTWELL MOLECULAR,QUINIDINE SULFATE,QUINIDINE SULFATE,200MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=083743,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA083743%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,9938,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-081,1977,083799,ANDA083799,ANDA_ORIGINAL_EXCLUDED,1977-08-05,ORIG,1,AP,,,,,FALSE,ROXANE,IMIPRAMINE HYDROCHLORIDE,IMIPRAMINE HYDROCHLORIDE,10MG,TABLET;ORAL,3,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=083799,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA083799%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,9952,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-082,1977,083808,ANDA083808,ANDA_ORIGINAL_EXCLUDED,1977-02-14,ORIG,1,AP,,,,,FALSE,CONTRACT PHARMACAL,QUINIDINE SULFATE,QUINIDINE SULFATE,200MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=083808,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA083808%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,9954,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1978-101,1978,083827,ANDA083827,ANDA_ORIGINAL_EXCLUDED,1978-06-19,ORIG,1,AP,,,,,FALSE,ALRA,PRAMINE,IMIPRAMINE HYDROCHLORIDE,10MG,TABLET;ORAL,3,,FALSE,0,0,0,1,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=083827,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA083827%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,9958,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1978-102,1978,083847,ANDA083847,ANDA_ORIGINAL_EXCLUDED,1978-02-06,ORIG,1,AP,,,,,FALSE,WATSON LABS,TRICHLORMETHIAZIDE,TRICHLORMETHIAZIDE,2MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=083847,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA083847%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,9962,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-083,1977,083855,ANDA083855,ANDA_ORIGINAL_EXCLUDED,1977-12-02,ORIG,1,AP,,,,,FALSE,WATSON LABS,TRICHLORMETHIAZIDE,TRICHLORMETHIAZIDE,4MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=083855,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA083855%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,9963,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-084,1977,083856,ANDA083856,ANDA_ORIGINAL_EXCLUDED,1977-06-17,ORIG,1,AP,,,,,FALSE,SOLVAY,ESTRATAB,"ESTROGENS, ESTERIFIED",1.25MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=083856,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA083856%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,9964,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-085,1977,083925,ANDA083925,ANDA_ORIGINAL_EXCLUDED,1977-05-03,ORIG,1,AP,,,,,FALSE,SOLVAY,ZIDE,HYDROCHLOROTHIAZIDE,50MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=083925,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA083925%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,9992,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-086,1977,083965,ANDA083965,ANDA_ORIGINAL_EXCLUDED,1977-03-21,ORIG,1,AP,,,,,FALSE,CHARTWELL RX,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,50MG,TABLET;ORAL,1,,FALSE,0,0,0,1,0,1,1,,http://www.accessdata.fda.gov/drugsatfda_docs/anda/pre96/083965_hydrochlorothiazide_toc.html,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=083965,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA083965%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,9996,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1978-103,1978,083997,ANDA083997,ANDA_ORIGINAL_EXCLUDED,1978-11-21,ORIG,1,AP,,,,,FALSE,ALTANA,ZIPAN-25,PROMETHAZINE HYDROCHLORIDE,25MG/ML,INJECTABLE;INJECTION,2,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=083997,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA083997%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10004,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-087,1977,084001,ANDA084001,ANDA_ORIGINAL_EXCLUDED,1977-06-15,ORIG,1,AP,,,,,FALSE,FERNDALE LABS,FERNDEX,DEXTROAMPHETAMINE SULFATE,5MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=084001,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA084001%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10006,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-088,1977,084044,,KIND_UNRESOLVED,1977-08-17,ORIG,1,AP,,,,,FALSE,,,,,,0,,FALSE,0,0,0,0,0,0,0,,,,,,FULldb-1977-UNRES18,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=084044,,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10016,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, application type not published (KIND_UNRESOLVED) - review candidate only","v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. ApplNo is absent from the unfiltered Applications table, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it either. This is a review candidate, never an approval row in the NME decision table. Cross-check record FULldb-1977-UNRES18."
PRE1980ACT-1977-089,1977,084072,ANDA084072,ANDA_ORIGINAL_EXCLUDED,1977-01-24,ORIG,1,AP,,,,,FALSE,WATSON LABS,TRIAMCINOLONE DIACETATE,TRIAMCINOLONE DIACETATE,40MG/ML,INJECTABLE;INJECTION,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=084072,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA084072%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10019,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1978-104,1978,084100,ANDA084100,ANDA_ORIGINAL_EXCLUDED,1978-08-28,ORIG,1,AP,,,,,FALSE,LILLY,CRYSTODIGIN,DIGITOXIN,0.2MG/ML,INJECTABLE;INJECTION,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=084100,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA084100%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10029,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1978-105,1978,084204,ANDA084204,ANDA_ORIGINAL_EXCLUDED,1978-12-01,ORIG,1,AP,,,,,FALSE,SUN PHARM INDUSTRIES,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE,2.5MG,TABLET;SUBLINGUAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=084204,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA084204%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10072,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-090,1977,084215,ANDA084215,ANDA_ORIGINAL_EXCLUDED,1977-09-28,ORIG,1,AP,,,,,FALSE,ROCHE PALO,EVEX,"ESTROGENS, ESTERIFIED",0.625MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=084215,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA084215%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10075,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-091,1977,084216,,KIND_UNRESOLVED,1977-09-28,ORIG,1,AP,,,,,FALSE,,,,,,0,,FALSE,0,0,0,0,0,0,0,,,,,,FULldb-1977-UNRES25,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=084216,,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10076,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, application type not published (KIND_UNRESOLVED) - review candidate only","v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. ApplNo is absent from the unfiltered Applications table, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it either. This is a review candidate, never an approval row in the NME decision table. Cross-check record FULldb-1977-UNRES25."
PRE1980ACT-1977-092,1977,084270,ANDA084270,ANDA_ORIGINAL_EXCLUDED,1977-02-08,ORIG,1,AP,,,,,FALSE,WATSON LABS,TRIAMCINOLONE,TRIAMCINOLONE,4MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=084270,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA084270%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10091,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-093,1977,084276,ANDA084276,ANDA_ORIGINAL_EXCLUDED,1977-01-04,ORIG,1,AP,,,,,FALSE,ANI PHARMS,METHOCARBAMOL,METHOCARBAMOL,750MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=084276,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA084276%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10094,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-094,1977,084277,ANDA084277,ANDA_ORIGINAL_EXCLUDED,1977-03-14,ORIG,1,AP,,,,,FALSE,ANI PHARMS,METHOCARBAMOL,METHOCARBAMOL,500MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=084277,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA084277%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10095,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-095,1977,084280,ANDA084280,ANDA_ORIGINAL_EXCLUDED,1977-06-07,ORIG,1,AP,,,,,FALSE,WATSON LABS,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE,500MG,CAPSULE;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=084280,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA084280%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10098,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-096,1977,084283,,KIND_UNRESOLVED,1977-09-09,ORIG,1,AP,,,,,FALSE,,,,,,0,,FALSE,0,0,0,0,0,0,0,,,,,,FULldb-1977-UNRES22,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=084283,,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10100,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, application type not published (KIND_UNRESOLVED) - review candidate only","v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. ApplNo is absent from the unfiltered Applications table, so no NDA/ANDA/BLA type can be asserted; the openFDA payloads do not carry it either. This is a review candidate, never an approval row in the NME decision table. Cross-check record FULldb-1977-UNRES22."
PRE1980ACT-1978-106,1978,084315,ANDA084315,ANDA_ORIGINAL_EXCLUDED,1978-11-08,ORIG,1,AP,,,,,FALSE,WATSON LABS,DEXAMETHASONE ACETATE,DEXAMETHASONE ACETATE,EQ 8MG BASE/ML,INJECTABLE;INJECTION,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=084315,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA084315%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10112,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-097,1977,084360,ANDA084360,ANDA_ORIGINAL_EXCLUDED,1977-12-19,ORIG,1,AP,,,,,FALSE,WHITEWORTH TOWN PLSN,ACETAMINOPHEN AND CODEINE PHOSPHATE,ACETAMINOPHEN; CODEINE PHOSPHATE,300MG;30MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=084360,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA084360%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10127,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
PRE1980ACT-1977-098,1977,084362,ANDA084362,ANDA_ORIGINAL_EXCLUDED,1977-08-01,ORIG,1,AP,,,,,FALSE,WATSON LABS,GLUTETHIMIDE,GLUTETHIMIDE,500MG,TABLET;ORAL,1,,FALSE,0,0,0,0,0,0,0,,,,,,,,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&varApplNo=084362,https://api.fda.gov/drug/drugsfda.json?search=application_number:%22ANDA084362%22,data/raw/drugsatfda_data_files_2026_09/Submissions_1965_1979.txt,10128,eb7003d97b6b24023b5fde542a5ba7ca4292259d9f323a1530d387a6e0091311,"Verified row, out of scope for NME counts (abbreviated new drug application)",v23 2026-09-20: row read verbatim from the committed official Drugs@FDA Submissions extract (1965-1979 window) at the cited line number; the file re-hashes to the runner manifest SHA-256. Abbreviated new drug application: outside the NDA/BLA novel-approval basis and therefore never counted toward an official NME or NDA total. Published here so the year's complete original-approval population is auditable.
