ApplNo	ProductNo	Form	Strength	ReferenceDrug	DrugName	ActiveIngredient	ReferenceStandard
007935	002	TABLET;ORAL	12.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	PHENERGAN	PROMETHAZINE HYDROCHLORIDE	0
007935	003	TABLET;ORAL	25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	PHENERGAN	PROMETHAZINE HYDROCHLORIDE	0
007935	004	TABLET;ORAL	50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	PHENERGAN	PROMETHAZINE HYDROCHLORIDE	0
007936	001	LOTION/SHAMPOO;TOPICAL	2.5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	SELSUN	SELENIUM SULFIDE	0
007942	001	INJECTABLE;INJECTION	5MG/ML	0	SUS-PHRINE SULFITE FREE	EPINEPHRINE	0
007942	003	INJECTABLE;INJECTION	1.5MG/AMP	0	SUS-PHRINE SULFITE FREE	EPINEPHRINE	0
007959	001	INJECTABLE;INJECTION	10MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	TENSILON	EDROPHONIUM CHLORIDE	0
007959	002	INJECTABLE;INJECTION	10MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	TENSILON PRESERVATIVE FREE	EDROPHONIUM CHLORIDE	0
007961	002	SYRUP;ORAL	10MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	BENTYL	DICYCLOMINE HYDROCHLORIDE	0
008032	001	TABLET;ORAL	500MG	0	TELEPAQUE	IOPANOIC ACID	0
008048	001	OINTMENT;TOPICAL	5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	XYLOCAINE	LIDOCAINE	0
008085	002	TABLET;ORAL	EQ 2.5MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	METHOTREXATE SODIUM	METHOTREXATE SODIUM	0
008107	001	SOLUTION;INTRAMUSCULAR, INTRAVENOUS	EQ 3MG BASE/ML (EQ 3MG BASE/ML) **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM	0
008107	002	INJECTABLE;INJECTION	EQ 50MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM	0
008107	003	FOR SOLUTION;ORAL	EQ 60MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM	0
008107	004	INJECTABLE;INJECTION	EQ 100MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM	0
008107	005	INJECTABLE;INJECTION	EQ 350MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM	0
008126	001	TABLET;ORAL	25MG	0	CORTISONE ACETATE	CORTISONE ACETATE	0
008126	002	INJECTABLE;INJECTION	25MG/ML	0	CORTISONE ACETATE	CORTISONE ACETATE	0
008126	003	TABLET;ORAL	5MG	0	CORTISONE ACETATE	CORTISONE ACETATE	0
008126	004	TABLET;ORAL	10MG	0	CORTISONE ACETATE	CORTISONE ACETATE	0
008173	003	CREAM;TOPICAL	20%	0	BENOQUIN	MONOBENZONE	0
008228	001	INJECTABLE;INJECTION	25MG/ML	0	HYDROCORTONE	HYDROCORTISONE ACETATE	0
008228	004	INJECTABLE;INJECTION	50MG/ML	0	HYDROCORTONE	HYDROCORTISONE ACETATE	0
008248	001	INJECTABLE;INJECTION	EQ 30MG BASE/ML	0	WYAMINE SULFATE	MEPHENTERMINE SULFATE	0
008248	002	INJECTABLE;INJECTION	EQ 15MG BASE/ML	0	WYAMINE SULFATE	MEPHENTERMINE SULFATE	0
008278	003	INJECTABLE;INJECTION	5MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	REGITINE	PHENTOLAMINE MESYLATE	0
008284	001	TABLET;ORAL	25MG	0	CORTISONE ACETATE	CORTISONE ACETATE	0
008284	002	TABLET;ORAL	5MG	0	CORTISONE ACETATE	CORTISONE ACETATE	0
008303	001	TABLET;ORAL	25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	APRESOLINE	HYDRALAZINE HYDROCHLORIDE	0
008303	002	TABLET;ORAL	50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	APRESOLINE	HYDRALAZINE HYDROCHLORIDE	0
008303	003	INJECTABLE;INJECTION	20MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	APRESOLINE	HYDRALAZINE HYDROCHLORIDE	0
008303	004	TABLET;ORAL	10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	APRESOLINE	HYDRALAZINE HYDROCHLORIDE	0
008303	005	TABLET;ORAL	100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	APRESOLINE	HYDRALAZINE HYDROCHLORIDE	0
008306	004	SYRUP;ORAL	10MG/5ML;6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	PHENERGAN W/ CODEINE	CODEINE PHOSPHATE; PROMETHAZINE HYDROCHLORIDE	0
008306	005	SYRUP;ORAL	10MG/5ML;5MG/5ML;6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	PHENERGAN VC W/ CODEINE	CODEINE PHOSPHATE; PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE	0
008316	001	TABLET;ORAL	EQ 15MG BASE	1	PRIMAQUINE	PRIMAQUINE PHOSPHATE	1
008317	002	INJECTABLE;INJECTION	25 UNITS/VIAL	0	ACTH	CORTICOTROPIN	0
008317	004	INJECTABLE;INJECTION	40 UNITS/VIAL	0	ACTH	CORTICOTROPIN	0
008370	001	INJECTABLE;INJECTION	10MG/ML	1	BENTYL	DICYCLOMINE HYDROCHLORIDE	0
008370	002	INJECTABLE;INJECTION	10MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	BENTYL PRESERVATIVE FREE	DICYCLOMINE HYDROCHLORIDE	0
008372	003	INJECTABLE;INJECTION	40 UNITS/0.5ML	1	ACTHAR GEL (AUTOINJECTOR)	CORTICOTROPIN	1
008372	004	INJECTABLE;INJECTION	80 UNITS/ML	1	ACTHAR GEL (AUTOINJECTOR)	CORTICOTROPIN	1
008372	006	INJECTABLE;INJECTION	40 UNITS/ML	0	ACTHAR GEL	CORTICOTROPIN	0
008372	008	INJECTABLE;INJECTION	80 UNITS/ML	1	ACTHAR GEL	CORTICOTROPIN	1
008381	003	SYRUP;ORAL	25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	PROMETHAZINE HYDROCHLORIDE PLAIN	PROMETHAZINE HYDROCHLORIDE	0
008381	004	SYRUP;ORAL	6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	PROMETHAZINE HYDROCHLORIDE PLAIN	PROMETHAZINE HYDROCHLORIDE	0
008453	001	INJECTABLE;INJECTION	500MG/VIAL	0	ANECTINE	SUCCINYLCHOLINE CHLORIDE	0
008453	002	INJECTABLE;INJECTION	20MG/ML	1	ANECTINE	SUCCINYLCHOLINE CHLORIDE	1
008453	003	INJECTABLE;INJECTION	50MG/ML	0	ANECTINE	SUCCINYLCHOLINE CHLORIDE	0
008453	004	INJECTABLE;INJECTION	1GM/VIAL	0	ANECTINE	SUCCINYLCHOLINE CHLORIDE	0
008506	007	TABLET;ORAL	10MG	0	HYDROCORTONE	HYDROCORTISONE	0
008506	011	TABLET;ORAL	20MG	0	HYDROCORTONE	HYDROCORTISONE	0
008565	001	TABLET;ORAL	250MG	0	THIOSULFIL	SULFAMETHIZOLE	0
008565	004	TABLET;ORAL	500MG	0	THIOSULFIL	SULFAMETHIZOLE	0
008578	001	TABLET;ORAL	25MG	1	DARAPRIM	PYRIMETHAMINE	1
008592	003	INJECTABLE;INJECTION	EQ 0.033MG BASE/ML;2%;0.4%	0	RAVOCAINE AND NOVOCAIN W/ LEVOPHED	NOREPINEPHRINE BITARTRATE; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE	0
008592	007	INJECTABLE;INJECTION	0.05MG/ML;2%;0.4%	0	RAVOCAINE AND NOVOCAIN W/ NEO-COBEFRIN	LEVONORDEFRIN; PROCAINE HYDROCHLORIDE; PROPOXYCAINE HYDROCHLORIDE	0
008604	003	SYRUP;ORAL	5MG/5ML;6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	PHENERGAN VC	PHENYLEPHRINE HYDROCHLORIDE; PROMETHAZINE HYDROCHLORIDE	0
008662	001	INJECTABLE;INJECTION	100MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	NYDRAZID	ISONIAZID	0
008678	002	TABLET;ORAL	100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ISONIAZID	ISONIAZID	0
008678	003	TABLET;ORAL	300MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ISONIAZID	ISONIAZID	0
008693	001	TABLET;ORAL	50MG	0	FURADANTIN	NITROFURANTOIN	0
008693	002	TABLET;ORAL	100MG	0	FURADANTIN	NITROFURANTOIN	0
008697	001	TABLET;ORAL	10MG	1	CORTEF	HYDROCORTISONE	0
008697	002	TABLET;ORAL	20MG	1	CORTEF	HYDROCORTISONE	1
008697	003	TABLET;ORAL	5MG	1	CORTEF	HYDROCORTISONE	0
008708	001	CAPSULE;ORAL	10MG	1	DIBENZYLINE	PHENOXYBENZAMINE HYDROCHLORIDE	0
008719	001	INJECTABLE;INJECTION	2MG/ML	0	LEVO-DROMORAN	LEVORPHANOL TARTRATE	0
008720	001	TABLET;ORAL	2MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	LEVO-DROMORAN	LEVORPHANOL TARTRATE	0
008732	002	TABLET;ORAL	15MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	PRO-BANTHINE	PROPANTHELINE BROMIDE	0
008732	003	TABLET;ORAL	7.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	PRO-BANTHINE	PROPANTHELINE BROMIDE	0
008762	001	SUSPENSION;ORAL	125MG/5ML	1	DILANTIN-125	PHENYTOIN	1
008762	002	SUSPENSION;ORAL	30MG/5ML	0	DILANTIN-30	PHENYTOIN	0
008809	004	INJECTABLE;INJECTION	10MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.04MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.3MG/ML;330 UNITS/ML;1 IU/ML	0	M.V.I.-12 ADULT	ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E	0
008809	005	INJECTABLE;INJECTION	20MG/ML;0.006MG/ML;0.5MCG/ML;1.5MG/ML;20 IU/ML;0.6MG/ML;4MG/ML;0.4MG/ML;0.36MG/ML;0.6MG/ML;330 UNITS/ML;1 IU/ML	0	M.V.I.-12 ADULT	ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E	0
008809	006	INJECTABLE;INJECTION	20MG/ML;0.006MG/ML;0.05MCG/ML;1.5MG/ML;0.0005MG/ML;0.06MG/ML;4MG/ML;0.6MG/ML;0.36MG/ML;0.6MG/ML;0.1MG/ML;1MG/ML	1	M.V.I.-12 ADULT	ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5'-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E	0
008816	001	JELLY;TOPICAL	2% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	XYLOCAINE	LIDOCAINE HYDROCHLORIDE	0
008845	001	INJECTABLE;INJECTION	20MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	QUELICIN PRESERVATIVE FREE	SUCCINYLCHOLINE CHLORIDE	0
008845	002	INJECTABLE;INJECTION	50MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	QUELICIN PRESERVATIVE FREE	SUCCINYLCHOLINE CHLORIDE	0
008845	004	INJECTABLE;INJECTION	100MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	QUELICIN PRESERVATIVE FREE	SUCCINYLCHOLINE CHLORIDE	0
008845	006	INJECTABLE;INJECTION	20MG/ML	1	QUELICIN	SUCCINYLCHOLINE CHLORIDE	1
008847	001	INJECTABLE;INJECTION	20MG/ML	1	SUCOSTRIN	SUCCINYLCHOLINE CHLORIDE	0
008847	003	INJECTABLE;INJECTION	100MG/ML	1	SUCOSTRIN	SUCCINYLCHOLINE CHLORIDE	0
008848	001	TABLET;ORAL	2.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	PAMINE	METHSCOPOLAMINE BROMIDE	0
008848	002	TABLET;ORAL	5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	PAMINE FORTE	METHSCOPOLAMINE BROMIDE	0
008855	004	CAPSULE;ORAL	500MG	0	MILONTIN	PHENSUXIMIDE	0
008857	002	INJECTABLE;INJECTION	25MG/ML	0	PHENERGAN	PROMETHAZINE HYDROCHLORIDE	0
008857	003	INJECTABLE;INJECTION	50MG/ML	0	PHENERGAN	PROMETHAZINE HYDROCHLORIDE	0
008883	001	SOLUTION/DROPS;OPHTHALMIC	0.5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	OPHTHAINE	PROPARACAINE HYDROCHLORIDE	0
008917	001	OINTMENT;TOPICAL	2.5% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	CORTEF ACETATE	HYDROCORTISONE ACETATE	0
008917	002	OINTMENT;TOPICAL	1%	0	CORTEF ACETATE	HYDROCORTISONE ACETATE	0
008922	001	INJECTABLE;INJECTION	200MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	CALCIUM DISODIUM VERSENATE	EDETATE CALCIUM DISODIUM	0
008922	002	TABLET;ORAL	500MG	0	CALCIUM DISODIUM VERSENATE	EDETATE CALCIUM DISODIUM	0
008943	001	TABLET;ORAL	125MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DIAMOX	ACETAZOLAMIDE	0
008943	002	TABLET;ORAL	250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DIAMOX	ACETAZOLAMIDE	0
008951	001	TABLET;ORAL	1.25MG	0	PAGITANE	CYCRIMINE HYDROCHLORIDE	0
008951	002	TABLET;ORAL	2.5MG	0	PAGITANE	CYCRIMINE HYDROCHLORIDE	0
008975	001	INJECTABLE;INJECTION	40 UNITS/ML	0	PURIFIED CORTROPHIN GEL	CORTICOTROPIN	0
008975	002	INJECTABLE;INJECTION	80 UNITS/ML	1	PURIFIED CORTROPHIN GEL	CORTICOTROPIN	1
008983	001	INJECTABLE;INJECTION	50MG/ML	0	ARFONAD	TRIMETHAPHAN CAMSYLATE	0
009000	002	SUPPOSITORY;RECTAL	100MG;2MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	CAFERGOT	CAFFEINE; ERGOTAMINE TARTRATE	0
009008	001	SOLUTION;INTRAUTERINE	53%	0	SALPIX	ACETRIZOATE SODIUM	0
009048	001	CAPSULE;ORAL	10MG	1	8-MOP	METHOXSALEN	0
009048	002	LOTION;TOPICAL	1%	1	OXSORALEN	METHOXSALEN	0
009053	002	TABLET;ORAL	50MG	1	PURINETHOL	MERCAPTOPURINE	0
009087	001	TABLET;SUBLINGUAL	1MG	0	HYDERGINE	ERGOLOID MESYLATES	0
009087	002	TABLET;SUBLINGUAL	0.5MG	0	HYDERGINE	ERGOLOID MESYLATES	0
009088	001	INJECTABLE;INJECTION	250MG/ML	0	NEOTHYLLINE	DYPHYLLINE	0
009102	001	SYRUP;ORAL	EQ 500MG BASE/5ML	0	ANTEPAR	PIPERAZINE CITRATE	0
009102	003	TABLET;ORAL	EQ 500MG BASE	0	ANTEPAR	PIPERAZINE CITRATE	0
009112	003	LOTION;TOPICAL	10%	1	EURAX	CROTAMITON	0
009115	001	TABLET;ORAL	0.1MG	0	SERPASIL	RESERPINE	0
009115	003	TABLET;ORAL	0.25MG	0	SERPASIL	RESERPINE	0
009115	004	TABLET;ORAL	1MG	0	SERPASIL	RESERPINE	0
009115	005	ELIXIR;ORAL	0.2MG/4ML	0	SERPASIL	RESERPINE	0
009127	003	TABLET;ORAL	20MG	0	CORTRIL	HYDROCORTISONE	0
009127	005	TABLET;ORAL	10MG	0	CORTRIL	HYDROCORTISONE	0
009149	002	TABLET;ORAL	10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE	0
009149	007	TABLET;ORAL	25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE	0
009149	011	INJECTABLE;INJECTION	25MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE	0
009149	013	TABLET;ORAL	50MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE	0
009149	018	TABLET;ORAL	100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE	0
009149	020	TABLET;ORAL	200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE	0
009149	022	SYRUP;ORAL	10MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE	0
009149	024	SUPPOSITORY;RECTAL	25MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	THORAZINE	CHLORPROMAZINE	0
009149	032	CONCENTRATE;ORAL	30MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE	0
009149	033	SUPPOSITORY;RECTAL	100MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	THORAZINE	CHLORPROMAZINE	0
009149	043	CONCENTRATE;ORAL	100MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	THORAZINE	CHLORPROMAZINE HYDROCHLORIDE	0
009165	001	INJECTABLE;INJECTION	200MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	0	DELATESTRYL	TESTOSTERONE ENANTHATE	0
009165	003	INJECTABLE;INJECTION	200MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DELATESTRYL	TESTOSTERONE ENANTHATE	0
009166	001	INJECTABLE;INJECTION	225MG/AMP	0	HYDROXYSTILBAMIDINE ISETHIONATE	HYDROXYSTILBAMIDINE ISETHIONATE	0
009170	002	TABLET;ORAL	250MG	1	MYSOLINE	PRIMIDONE	0
009170	003	TABLET;ORAL	50MG	1	MYSOLINE	PRIMIDONE	1
009175	001	SUSPENSION;ORAL	25MG/5ML	1	FURADANTIN	NITROFURANTOIN	0
009175	002	SUSPENSION;ORAL	50MG/5ML	1	FURADANTIN	NITROFURANTOIN	1
009182	002	SYRUP;ORAL	EQ 500MG BASE/5ML	0	GANTRISIN	SULFISOXAZOLE ACETYL	0
009182	004	SUSPENSION;ORAL	EQ 500MG BASE/5ML	0	GANTRISIN PEDIATRIC	SULFISOXAZOLE ACETYL	0
009182	009	EMULSION;ORAL	EQ 1GM BASE/5ML	0	LIPO GANTRISIN	SULFISOXAZOLE ACETYL	0
009190	001	OIL;INTRALYMPHATIC, INTRAUTERINE	EQ 4.8GM IODINE/10ML (EQ 480MG IODINE/ML)	1	LIPIODOL	ETHIODIZED OIL	1
009193	002	TABLET;ORAL	2MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	COGENTIN	BENZTROPINE MESYLATE	0
009193	003	TABLET;ORAL	1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	COGENTIN	BENZTROPINE MESYLATE	0
009193	004	TABLET;ORAL	0.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	COGENTIN	BENZTROPINE MESYLATE	0
009218	005	TABLET;ORAL	10MG	1	COUMADIN	WARFARIN SODIUM	0
009218	007	TABLET;ORAL	5MG	1	COUMADIN	WARFARIN SODIUM	0
009218	012	INJECTABLE;INJECTION	75MG/VIAL	0	COUMADIN	WARFARIN SODIUM	0
009218	013	TABLET;ORAL	2MG	1	COUMADIN	WARFARIN SODIUM	0
009218	016	TABLET;ORAL	7.5MG	1	COUMADIN	WARFARIN SODIUM	0
009218	018	TABLET;ORAL	2.5MG	1	COUMADIN	WARFARIN SODIUM	0
009218	020	INJECTABLE;INJECTION	50MG/VIAL	0	COUMADIN	WARFARIN SODIUM	0
009218	022	TABLET;ORAL	1MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	COUMADIN	WARFARIN SODIUM	0
009218	023	TABLET;ORAL	4MG	1	COUMADIN	WARFARIN SODIUM	0
009218	024	INJECTABLE;INJECTION	5MG/VIAL	0	COUMADIN	WARFARIN SODIUM	0
009218	025	TABLET;ORAL	3MG	1	COUMADIN	WARFARIN SODIUM	0
009218	026	TABLET;ORAL	6MG	1	COUMADIN	WARFARIN SODIUM	0
009276	003	TABLET;ORAL	50MG	0	HIWOLFIA	RAUWOLFIA SERPENTINA ROOT	0
009276	004	TABLET;ORAL	100MG	0	HIWOLFIA	RAUWOLFIA SERPENTINA ROOT	0
009276	005	TABLET;ORAL	50MG	0	HIWOLFIA	RAUWOLFIA SERPENTINA ROOT	0
009296	002	TABLET;ORAL	50MG;0.2MG	0	SERPASIL-APRESOLINE	HYDRALAZINE HYDROCHLORIDE; RESERPINE	0
009296	004	TABLET;ORAL	25MG;0.1MG	0	SERPASIL-APRESOLINE	HYDRALAZINE HYDROCHLORIDE; RESERPINE	0
009319	006	SYRUP;ORAL	12.5MG/5ML;10MG/5ML	0	AMBENYL	BROMODIPHENHYDRAMINE HYDROCHLORIDE; CODEINE PHOSPHATE	0
009321	001	INJECTABLE;INJECTION	20%	0	CHOLOGRAFIN SODIUM	IODIPAMIDE SODIUM	0
009321	003	INJECTABLE;INJECTION	52%	1	CHOLOGRAFIN MEGLUMINE	IODIPAMIDE MEGLUMINE	0
009321	007	INJECTABLE;INJECTION	10.3%	0	CHOLOGRAFIN MEGLUMINE	IODIPAMIDE MEGLUMINE	0
009330	002	INJECTABLE;INJECTION	0.25MG/ML	1	LANOXIN	DIGOXIN	1
009330	004	INJECTABLE;INJECTION	0.1MG/ML	1	LANOXIN PEDIATRIC	DIGOXIN	1
009386	001	TABLET;ORAL	2MG	1	MYLERAN	BUSULFAN	1
009388	001	INJECTABLE;INJECTION	EQ 500MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DIAMOX	ACETAZOLAMIDE SODIUM	0
009395	003	TABLET;ORAL	1GM	0	PASKALIUM	POTASSIUM AMINOSALICYLATE	0
009395	004	CAPSULE;ORAL	500MG	0	PASKALIUM	POTASSIUM AMINOSALICYLATE	0
009402	002	INJECTABLE;INJECTION	10MG/ML	1	DELESTROGEN	ESTRADIOL VALERATE	1
009402	003	INJECTABLE;INJECTION	40MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	DELESTROGEN	ESTRADIOL VALERATE	0
009402	004	INJECTABLE;INJECTION	20MG/ML	1	DELESTROGEN	ESTRADIOL VALERATE	1
009410	005	TABLET;ORAL	120MG	0	LOTUSATE	TALBUTAL	0
009434	002	INJECTABLE;INJECTION	2.5MG/ML	0	SERPASIL	RESERPINE	0
009435	001	INJECTABLE;INJECTION	1%	1	NESACAINE	CHLOROPROCAINE HYDROCHLORIDE	0
009435	002	INJECTABLE;INJECTION	2%	1	NESACAINE	CHLOROPROCAINE HYDROCHLORIDE	0
009435	003	INJECTABLE;INJECTION	2%	0	NESACAINE-MPF	CHLOROPROCAINE HYDROCHLORIDE	0
009435	004	INJECTABLE;INJECTION	3%	0	NESACAINE-MPF	CHLOROPROCAINE HYDROCHLORIDE	0
009435	006	INJECTABLE;INJECTION	2%	1	NESACAINE-MPF	CHLOROPROCAINE HYDROCHLORIDE	1
009435	007	INJECTABLE;INJECTION	3%	1	NESACAINE-MPF	CHLOROPROCAINE HYDROCHLORIDE	1
009452	001	SYRUP;ORAL	EQ 500MG BASE/5ML	0	MULTIFUGE	PIPERAZINE CITRATE	0
009470	001	SOLUTION;ORAL	2% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	XYLOCAINE VISCOUS	LIDOCAINE HYDROCHLORIDE	0
009486	001	INJECTABLE;INJECTION	50MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	BENADRYL PRESERVATIVE FREE	DIPHENHYDRAMINE HYDROCHLORIDE	0
009489	005	TABLET;ORAL	25MG	0	PATHILON	TRIDIHEXETHYL CHLORIDE	0
009495	001	INJECTABLE;INJECTION	50MG/ML	0	MAREZINE	CYCLIZINE LACTATE	0
009509	002	INJECTABLE;INJECTION	EQ 10MG BASE/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**	1	ARAMINE	METARAMINOL BITARTRATE	0
009519	002	TABLET;ORAL	250MG	0	DORIDEN	GLUTETHIMIDE	0
009519	005	TABLET;ORAL	500MG	0	DORIDEN	GLUTETHIMIDE	0
009519	008	CAPSULE;ORAL	500MG	0	DORIDEN	GLUTETHIMIDE	0
009561	001	INJECTABLE;INJECTION	50%	0	HYPAQUE	DIATRIZOATE SODIUM	0
009561	002	SOLUTION;URETERAL	20%	0	HYPAQUE SODIUM 20%	DIATRIZOATE SODIUM	0
009561	003	INJECTABLE;INJECTION	25%	0	HYPAQUE	DIATRIZOATE SODIUM	0
009659	001	TABLET;ORAL	10MG	0	HYDROCORTISONE	HYDROCORTISONE	0
009659	002	TABLET;ORAL	20MG	0	HYDROCORTISONE	HYDROCORTISONE	0
009660	002	TABLET;ORAL	50MG	0	NOLUDAR	METHYPRYLON	0
009660	004	TABLET;ORAL	200MG	0	NOLUDAR	METHYPRYLON	0
009660	007	ELIXIR;ORAL	50MG/5ML	0	NOLUDAR	METHYPRYLON	0
