decision_id,company_name,ticker,exchange,drug_brand,drug_generic,decision_type,decision_date,indication,review_pathway,source_url_1,source_url_2,verification_status,notes
D077,UCB S.A.,UCB.BR,Euronext Brussels; no US ticker,Kygevvi,doxecitine and doxribtimine,Approval,2025-11-03,Thymidine kinase 2 deficiency,Priority,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,https://www.neurologylive.com/view/fda-approves-doxecitine-doxribtimine-combination-therapy-first-treatment-thymidine-kinase-2-deficiency,Verified - foreign listing only,UCB trades on Euronext Brussels; no US ADR
D078,Kura Oncology,KURA,NASDAQ,Komzifti,ziftomenib,Approval,2025-11-13,Relapsed/refractory NPM1-mutated AML,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/220305s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,Verified,Co-developed with Kyowa Kirin
D079,Arrowhead Pharmaceuticals,ARWR,NASDAQ,Redemplo,plozasiran,Approval,2025-11-18,Familial chylomicronemia syndrome,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219947s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,Verified,
D080,Bayer AG,BAYRY,OTC ADR; primary XETRA:BAYN,Hyrnuo,sevabertinib,Approval (Accelerated),2025-11-19,HER2-mutated non-squamous NSCLC,Priority/Accelerated,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219972s000lblCorrected.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,Verified,
D081,LIB Therapeutics (private),NO_TICKER,N/A,Lerochol,lerodalcibep-liga,Approval,2025-12-12,Hypercholesterolemia (incl. HeFH),Standard,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,https://www.drugs.com/pro/lerochol.html,Verified - no public ticker,LIB Therapeutics is privately held
D082,Otsuka Holdings (parent) / Visterra (private US subsidiary),4578.T,TSE Japan (parent only),Voyxact,sibeprenlimab-szsi,Approval,2025-11-25,IgA nephropathy (proteinuria reduction),Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219434s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,Verified - foreign parent listing only,Otsuka Holdings trades on Tokyo Stock Exchange (4578); Visterra subsidiary not separately listed
D083,Milestone Pharmaceuticals,MIST,NASDAQ,Cardamyst,etripamil,Approval,2025-12-12,Paroxysmal supraventricular tachycardia,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/218571s000lbl.pdf,https://www.nasdaq.com/articles/fda-approves-milestone-pharma-cardamyst-first-self-administered-treatment-psvt,Verified,First new PSVT treatment approved in over 30 years
D084,GSK plc,GSK,NYSE,Exdensur,depemokimab-ulaa,Approval,2025-12-16,Severe eosinophilic asthma (add-on),Standard,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,https://www.fda.gov/drugs/drug-trials-snapshots/drug-trials-snapshots-exdensur,Verified,
D085,Cytokinetics Incorporated,CYTK,NASDAQ,Myqorzo,aficamten,Approval,2025-12-19,Symptomatic obstructive hypertrophic cardiomyopathy,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/219083s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,Verified,
D086,Omeros Corporation,OMER,NASDAQ,Yartemlea,narsoplimab-wuug,Approval,2025-12-23,Hematopoietic stem cell transplant-associated TMA,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2025/761152Orig1s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2025,Verified,
D087,Fortress Biotech / Cyprium Therapeutics (majority-owned subsidiary),FBIO,NASDAQ,Zycubo,copper histidinate,Approval,2026-01-13,Menkes disease,Priority,https://globalgenes.org/raredaily/fda-approves-sentynls-therapy-for-menkes-disease/,https://www.sec.gov/Archives/edgar/data/1429260/000110465926003121/fbio-20260113xex99d1.htm,Verified,"PRV transferred from Sentynl (private, held NDA) to Fortress subsidiary Cyprium at approval"
D088,GSK plc (marketer) / Spero Therapeutics (originator),SPRO,NASDAQ,Utebzi,tebipenem pivoxil,Approval,2026-06-17,Complicated urinary tract infections,Standard,https://www.healio.com/news/primary-care/20260617/fda-approves-oral-utebzi-for-complicated-utis,https://us.gsk.com/en-us/media/press-releases/utebzi-tebipenem-pivoxil-approved-in-the-us-for-adults-with-complicated-urinary-tract-infections-cutis/,Verified,GSK holds global license from Spero Therapeutics excluding select Asian territories
D089,Denali Therapeutics,DNLI,NASDAQ,Avlayah,tividenofusp alfa-eknm,Approval (Accelerated),2026-03-24,Neurologic manifestations of Hunter syndrome (MPS II),Priority/Accelerated,https://practicalneurology.com/news/fda-approves-avlayah-for-neurologic-manifestations-of-hunter-syndrome/2486410/,https://www.hhs.gov/press-room/wtas-fda-approves-drug-treat-neurologic-manifestations-hunter-syndrome.html,Verified,First therapy addressing CNS complications of Hunter syndrome
D090,"Immedica Pharma AB (private, Sweden)",NO_TICKER,N/A,Loargys,pegzilarginase-nbln,Approval (Accelerated),2026-02-23,Arginase 1 deficiency,Priority/Accelerated,https://www.onyxnewsroom.com/immedica-pharmas-loargys-adds-an-enzyme-replacement-entrant-for-ultra-rare-arg1-d-related-hyperargininemia/,https://www.immedica.com/en/press/us-fda-has-granted-accelerated-approval-loargysr-pegzilarginase-nbln-treatment,Verified - no public ticker,Aeglea BioTherapeutics (formerly NASDAQ:AGLE) acquired by Immedica Pharma in 2023; Aeglea delisted
D091,BeOne Medicines (formerly BeiGene),ONC,NASDAQ,Beqalzi,sonrotoclax,Approval (Accelerated),2026-05-13,Relapsed/refractory mantle cell lymphoma,Priority/Accelerated,https://checkrare.com/accelerated-approval-granted-to-beqalzi-sonrotoclax-for-mantle-cell-lymphoma/,https://www.curetoday.com/view/fda-approves-beqalzi-for-relapsed-mantle-cell-lymphoma,Verified,First BCL2 inhibitor approved for relapsed/refractory MCL
D092,Takeda Pharmaceutical Company,TAK,NYSE,Orzeyful,oveporexton,Approval,2026-08-05,Narcolepsy type 1,Priority,https://www.takeda.com/newsroom/newsreleases/2026/orzeyful-approved-narcolepsy/,https://www.psychiatrictimes.com/view/fda-approves-oveporexton-for-narcolepsy-type-1-first-drug-to-treat-full-range-of-nt1-symptoms,Verified,First orexin receptor agonist approved for NT1
D093,Revolution Medicines,RVMD,NASDAQ,Rasonque,daraxonrasib,Approval,2026-08-26,Metastatic pancreatic adenocarcinoma,Standard,https://www.fda.gov/drugs/resources-information-approved-drugs/fda-approves-daraxonrasib-metastatic-pancreatic-adenocarcinoma,https://www.globenewswire.com/news-release/2026/08/26/3351615/0/en/u-s-fda-approves-revolution-medicines-rasonque-daraxonrasib-the-first-broad-ras-targeted-medicine-in-metastatic-pancreatic-cancer.html,Verified,First broad RAS(ON)-targeted medicine approved
D094,Roivant Sciences / Priovant Therapeutics (subsidiary),ROIV,NASDAQ,Lisraya,brepocitinib,Approval,2026-08-27,Dermatomyositis (adults),Priority,https://allsci.com/news/approvals/lisraya-dermatomyositis-fda-approval-approves-as/,https://www.healio.com/news/dermatology/20260828/fda-approves-lisraya-as-first-oral-drug-for-dermatomyositis,Verified,First oral drug approved for dermatomyositis; molecule originally Pfizer's PF-06700841
D095,Takeda Pharmaceutical Company (US rights) / Protagonist Therapeutics (originator),PTGX,NASDAQ,Mimrylo,rusfertide,Approval,2026-08-28,Erythrocytosis in polycythemia vera,Standard,https://www.takeda.com/newsroom/newsreleases/2026/fda-approval-mimrylo/,https://www.accessnewswire.com/newsroom/en/healthcare-and-pharmaceutical/protagonist-therapeutics-announces-u.s.-fda-approval-of-hepcidin-mime-1214342,Verified,Takeda holds global commercial rights via partnership with Protagonist Therapeutics; supported by Phase 3 VERIFY trial
D096,"Aurobindo Pharma (parent, India-listed) / Acrotech Biopharma (private US subsidiary)",AUROPHARMA.NS,NSE/BSE India; no US ADR,Adquey,difamilast,Approval,2026-02-13,Mild-to-moderate atopic dermatitis,Standard,https://www.pharmaindiamagazine.com/acrotech-biopharma-inc-announces-fda-approval-of-adquey-ointment/,https://scanx.trade/stock-market-news/stocks/aurobindo-pharma-s-subsidiary-acrotech-receives-fda-approval-for-adquey-ointment-for-atopic-dermatitis-treatment/32536601,Verified - foreign listing only,Developed in collaboration with Otsuka Pharmaceutical
D097,Vanda Pharmaceuticals,VNDA,NASDAQ,Bysanti,milsaperidone,Approval,2026-02-20,Schizophrenia; bipolar I mania,Standard,https://laafon.com/fda-novel-drug/bysanti-fda-approval-treatment-for-schizophrenia-bipolar-i/,https://www.investing.com/news/company-news/fda-approves-vandas-bysanti-for-bipolar-disorder-schizophrenia-93CH-4517356,Verified,"Second Vanda approval within two months (after Nereus, Dec 2025)"
D098,Ascendis Pharma,ASND,NASDAQ,Yuviwel,navepegritide,Approval (Accelerated),2026-02-27,Achondroplasia (linear growth),Priority/Accelerated,https://www.contemporarypediatrics.com/view/fda-issues-historic-approval-for-navepegritide-in-achondroplasia,https://finance.yahoo.com/news/ascendis-pharma-maps-2026-u-025442951.html,Verified,Ascendis's third FDA-approved TransCon product
D099,Haisco Pharmaceutical Group,002653.SZ,SZSE China; no US ticker,Cypsedo,cipepofol,Approval,2026-05-31,General anesthesia induction (adults),Standard,https://chemxpert.com/all-news/haiscos-cipepofol-becomes-the-first-china-originated-innovative-intravenous-anesthetic-approved-by-the-us-fda,https://filingreader.com/news-wire/shenzhen/2026-06-01/haisco-pharmaceutical-drug-cipepofol-wins-us-fda-approval,Verified - foreign listing only,First China-originated innovative IV anesthetic approved by FDA
D100,Otsuka Pharmaceutical (parent Otsuka Holdings),4578.T,TSE Japan; no US ticker,Simtriyo,centanafadine,Approval,2026-07-24,Attention-deficit hyperactivity disorder,Standard,https://www.psychiatrictimes.com/view/fda-approves-centanafadine-for-adhd-in-children-adolescents-and-adults,https://www.delveinsight.com/blog/simtriyo-approval-for-adhd,Verified - foreign parent listing only,First-in-class NDSRI for ADHD; co-developed with Tris Pharma (private)
D101,Merck & Co. (US) / Bayer AG (ex-US),MRK,NYSE,Verquvo,vericiguat,Approval,2021-01-19,Chronic heart failure (reduce CV death/hospitalization),Priority,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,Verified,Developed by Bayer; Merck & Co. holds US rights
D102,ViiV Healthcare (GSK plc),GSK,NYSE,Cabenuva,cabotegravir and rilpivirine,Approval,2021-01-21,HIV-1 infection (maintenance treatment),Priority,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,Verified,First complete monthly injectable HIV regimen; ViiV is GSK's majority-owned HIV company
D103,Aurinia Pharmaceuticals,AUPH,NASDAQ,Lupkynis,voclosporin,Approval,2021-01-22,Lupus nephritis,Priority,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,Verified,First FDA-approved therapy for lupus nephritis
D104,Merck KGaA (EMD Serono),MRK.DE,Xetra (Frankfurt); no US ticker,Tepmetko,tepotinib,Approval (Accelerated),2021-02-03,MET exon 14 skipping non-small cell lung cancer,Priority/Accelerated,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,Verified - foreign listing only,Merck KGaA (Darmstadt) is a different company from Merck & Co. (US); no primary US listing
D105,TG Therapeutics,TGTX,NASDAQ,Ukoniq,umbralisib,Approval (Accelerated),2021-02-05,Marginal zone lymphoma and follicular lymphoma,Priority/Accelerated,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,Verified - FLAGGED IRREGULARITY,Accelerated approval Feb 2021; VOLUNTARILY WITHDRAWN from US market April 2022 after updated UNITY-CL-01 data showed possible increased risk of death - flagged for manual review
D106,Regeneron Pharmaceuticals,REGN,NASDAQ,Evkeeza,evinacumab-dgnb,Approval,2021-02-11,Homozygous familial hypercholesterolemia,Priority,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,Verified,
D107,Pharmacosmos Group (current holder) / G1 Therapeutics (applicant at approval),GTHX,"formerly NASDAQ:GTHX, delisted Sep 2024",Cosela,trilaciclib,Approval,2021-02-12,Chemotherapy-induced myelosuppression in small cell lung cancer,Priority,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,Verified - FLAGGED IRREGULARITY,"G1 Therapeutics acquired by Pharmacosmos (tender closed Sep 2024, $7.15/sh); GTHX delisted so approval-window price data is unavailable on Yahoo"
D108,Sarepta Therapeutics,SRPT,NASDAQ,Amondys 45,casimersen,Approval (Accelerated),2021-02-25,Duchenne muscular dystrophy (DMD exon 45 skipping),Priority/Accelerated,,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2021,Verified,Third Sarepta exon-skipping PMO for Duchenne; accelerated approval
D109,Idorsia Pharmaceuticals,IDIA.SW,SIX Swiss Exchange; no US ticker,Quviviq,daridorexant,Approval,2022-01-07,Insomnia,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214985s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified - foreign listing only,FDA approval Jan 7 2022; DEA scheduling delayed US launch (FR notice Apr 7 2022 per Drugs@FDA)
D110,Pfizer,PFE,NYSE,Cibinqo,abrocitinib,Approval,2022-01-14,Refractory moderate-to-severe atopic dermatitis,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/213871s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified,
D111,Immunocore Holdings,IMCR,NASDAQ,Kimmtrak,tebentafusp-tebn,Approval,2022-01-25,Unresectable/metastatic uveal melanoma,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761228s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified,First bispecific TCR therapeutic; Orphan drug
D112,Roche Holding AG (Genentech),RHHBY,OTC ADR; primary SIX:ROG,Vabysmo,faricimab-svoa,Approval,2022-01-28,Wet age-related macular degeneration; diabetic macular edema,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761235s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified,
D113,"Recordati Rare Diseases (current holder) / Bioverativ, a Sanofi company (applicant at approval)",SNY,NASDAQ (Sanofi ADR),Enjaymo,sutimlimab-jome,Approval,2022-02-04,Cold agglutinin disease,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761164s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified,Original applicant Bioverativ (Sanofi); rare-disease portfolio later divested to Recordati per openFDA sponsor record
D114,Agios Pharmaceuticals,AGIO,NASDAQ,Pyrukynd,mitapivat,Approval,2022-02-17,Hemolytic anemia in pyruvate kinase deficiency,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/216196s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified,
D115,"Swedish Orphan Biovitrum, SOBI (current holder) / CTI BioPharma (applicant at approval)",CTIC,"formerly NASDAQ:CTIC, delisted 2023",Vonjo,pacritinib,Approval (Accelerated),2022-02-28,Intermediate/high-risk myelofibrosis with low platelets,Priority/Accelerated,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/208712s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified - FLAGGED IRREGULARITY,"ACCELERATED APPROVAL; CTI BioPharma acquired by Sobi ($1.7B, closed 2023); CTIC delisted so approval-window price data is unavailable on Yahoo"
D116,Bristol Myers Squibb,BMY,NYSE,Opdualag,nivolumab and relatlimab-rmbw,Approval,2022-03-18,Unresectable/metastatic melanoma,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761234s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified,
D117,Immedica Pharma (current holder) / Marinus Pharmaceuticals (applicant at approval),MRNS,"formerly NASDAQ:MRNS, delisted Feb 2025",Ztalmy,ganaxolone,Approval,2022-03-18,Seizures in CDKL5 deficiency disorder,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215904s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified - FLAGGED IRREGULARITY,"Priority Review Voucher granted at approval (per approval letter); Marinus later acquired by Immedica ($0.55/sh tender, delisted Feb 2025) so approval-window price data is unavailable on Yahoo"
D118,Novartis AG,NVS,NYSE,Pluvicto,lutetium Lu-177 vipivotide tetraxetan,Approval,2022-03-23,PSMA-positive metastatic castration-resistant prostate cancer,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215833s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified,Novartis acquired the radioligand program via Advanced Accelerator Applications (2018)
D119,Mycovia Pharmaceuticals (private),NO_TICKER,N/A,Vivjoa,oteseconazole,Approval,2022-04-26,Recurrent vulvovaginal candidiasis,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215888s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified - no public ticker,Mycovia Pharmaceuticals is privately held
D120,Bristol Myers Squibb,BMY,NYSE,Camzyos,mavacamten,Approval,2022-04-28,Obstructive hypertrophic cardiomyopathy,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214998s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified,Asset acquired via MyoKardia buyout (2020)
D121,Phathom Pharmaceuticals,PHAT,NASDAQ,Voquezna,"vonoprazan, amoxicillin, and clarithromycin",Approval,2022-05-03,Helicobacter pylori infection,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215152s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified,
D122,Eli Lilly and Company,LLY,NYSE,Mounjaro,tirzepatide,Approval,2022-05-13,Type 2 diabetes (glycemic control),Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215866s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified,
D123,"Organon (current US rights) / Dermavant Sciences, a Roivant company (applicant at approval)",ROIV,NASDAQ (Roivant proxy),Vtama,tapinarof,Approval,2022-05-23,Plaque psoriasis,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215272s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified,Applicant at approval was Dermavant (Roivant subsidiary); Organon acquired Dermavant's Vtama US rights in 2024; ROIV used as the listed-equity proxy for the approval reaction
D124,Alnylam Pharmaceuticals,ALNY,NASDAQ,Amvuttra,vutrisiran,Approval,2022-06-13,Polyneuropathy of hereditary transthyretin-mediated amyloidosis,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215515s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified,
D125,Sanofi (Genzyme),SNY,NASDAQ (Sanofi ADR),Xenpozyme,olipudase alfa-rpcp,Approval,2022-08-31,Acid sphingomyelinase deficiency,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761261s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified,
D126,Boehringer Ingelheim (private),NO_TICKER,N/A,Spevigo,spesolimab-sbzo,Approval,2022-09-01,Generalized pustular psoriasis flares,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761244s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified - no public ticker,Boehringer Ingelheim is a privately held German company
D127,Revance Therapeutics,RVNC,"formerly NASDAQ:RVNC, delisted Feb 2025",Daxxify,daxibotulinumtoxinA-lanm,Approval,2022-09-07,Moderate-to-severe glabellar lines,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761127s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified - FLAGGED IRREGULARITY,"Revance later acquired by Crown Laboratories ($3.65/sh tender, closed Feb 6 2025); RVNC delisted so approval-window price data is unavailable on Yahoo"
D128,Assertio Holdings (current holder) / Spectrum Pharmaceuticals (applicant at approval),SPPI,"formerly NASDAQ:SPPI, delisted 2023",Rolvedon,eflapegrastim-xnst,Approval,2022-09-09,Neutropenia prevention (myelosuppressive chemotherapy),Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761148Orig1s000Corrected_lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified - FLAGGED IRREGULARITY,"Spectrum acquired by Assertio (0.1783 ASRT/sh + CVR, closed Q3 2023); SPPI delisted so approval-window price data is unavailable on Yahoo"
D129,Bristol Myers Squibb,BMY,NYSE,Sotyktu,deucravacitinib,Approval,2022-09-09,Moderate-to-severe plaque psoriasis,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214958s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified,
D130,Mallinckrodt Pharmaceuticals,MNK,"formerly NYSE:MNK, equity cancelled 2023",Terlivaz,terlipressin,Approval,2022-09-14,Hepatorenal syndrome with rapid reduction in kidney function,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/022231s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified - FLAGGED IRREGULARITY,Mallinckrodt's second Chapter 11 (filed Aug 28 2023) cancelled existing equity and NYSE suspended trading; approval-window price data unavailable on Yahoo
D131,Guerbet SA,GBT.PA,Euronext Paris; no US ticker,Elucirem,gadopiclenol,Approval,2022-09-21,MRI contrast agent (CNS and body lesions),Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/216986s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified - foreign listing only,Guerbet is listed on Euronext Paris
D132,Ouvex (current holder per openFDA) / Santen Pharmaceutical (applicant at approval),4536.T,Tokyo Stock Exchange; no US ADR,Omlonti,oomidenepag isopropyl,Approval,2022-09-22,Elevated intraocular pressure (open-angle glaucoma/ocular hypertension),Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215092s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified - foreign listing only,Santen was the original applicant; US rights later transferred to Ouvex per openFDA sponsor record; Santen (4536.T) used for the approval reaction
D133,Amylyx Pharmaceuticals,AMLX,NASDAQ,Relyvrio,sodium phenylbutyrate and taurursodiol,Approval,2022-09-29,Amyotrophic lateral sclerosis,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/216660s000lbledt.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified - FLAGGED IRREGULARITY,VOLUNTARILY WITHDRAWN from US market April 2024 after Phase 3 PHOENIX trial failed primary endpoint - flagged for manual review
D134,Taiho Oncology (Otsuka Holdings),4578.T,Tokyo Stock Exchange (parent Otsuka Holdings); no US ADR,Lytgobi,futibatinib,Approval (Accelerated),2022-09-30,Intrahepatic cholangiocarcinoma (FGFR2-altered),Priority/Accelerated,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/214801Orig1s000lbledt.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified - foreign parent listing only,US applicant Taiho Oncology is part of Otsuka Holdings; Otsuka Holdings (4578.T) used as the listed proxy
D135,AstraZeneca,AZN,NASDAQ (ADR),Imjudo,tremelimumab-actl,Approval,2022-10-21,Unresectable hepatocellular carcinoma,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761289s001lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified,
D136,Janssen Biotech (Johnson & Johnson),JNJ,NYSE,Tecvayli,teclistamab-cqyv,Approval (Accelerated),2022-10-25,Relapsed/refractory multiple myeloma,Priority/Accelerated,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761291s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified,ACCELERATED APPROVAL
D137,AbbVie (current holder) / ImmunoGen (applicant at approval),IMGN,"formerly NASDAQ:IMGN, delisted Feb 2024",Elahere,mirvetuximab soravtansine-gynx,Approval (Accelerated),2022-11-14,Platinum-resistant ovarian cancer (FRalpha-positive),Priority/Accelerated,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761310s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified - FLAGGED IRREGULARITY,"ACCELERATED APPROVAL; ImmunoGen acquired by AbbVie ($10.1B, closed Feb 12 2024); IMGN delisted so approval-window price data is unavailable on Yahoo"
D138,Sanofi (current holder) / Provention Bio (applicant at approval),PRVB,"formerly NASDAQ:PRVB, delisted 2023",Tzield,teplizumab-mzwv,Approval,2022-11-18,Delay onset of stage 3 type 1 diabetes,Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761183s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified - FLAGGED IRREGULARITY,"Provention Bio acquired by Sanofi ($2.9B, 2023); PRVB delisted so approval-window price data is unavailable on Yahoo"
D139,Rigel Pharmaceuticals,RIGL,NASDAQ,Rezlidhia,olutasidenib,Approval,2022-12-01,Relapsed/refractory AML with IDH1 mutation,Standard,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215814s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified,
D140,Bristol Myers Squibb (current holder) / Mirati Therapeutics (applicant at approval),MRTX,"formerly NASDAQ:MRTX, delisted Jan 2024",Krazati,adagrasib,Approval (Accelerated),2022-12-12,KRAS G12C-mutated non-small cell lung cancer,Standard/Accelerated,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/216340s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified - FLAGGED IRREGULARITY,"ACCELERATED APPROVAL; Mirati acquired by Bristol Myers Squibb ($5.8B, closed Jan 2024); MRTX delisted so approval-window price data is unavailable on Yahoo"
D141,Roche Holding AG (Genentech),RHHBY,OTC ADR; primary SIX:ROG,Lunsumio,mosunetuzumab-axgb,Approval (Accelerated),2022-12-22,Relapsed/refractory follicular lymphoma,Priority/Accelerated,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761263s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified,ACCELERATED APPROVAL
D142,Gilead Sciences,GILD,NASDAQ,Sunlenca,lenacapavir,Approval,2022-12-22,HIV-1 infection (heavily treatment-experienced),Priority,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215973s000lbl.pdf,https://www.fda.gov/drugs/novel-drug-approvals-fda/novel-drug-approvals-2022,Verified,
