ticker,company,decision_date,decision_type,close_before,date_before,close_on_or_after,date_on_or_after,close_few_days_later,date_few_days_later,pct_change_on_decision,source_url,verification_status,notes
CDTX,Cidara Therapeutics,2023-03-22,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/CDTX,Data unavailable - acquired/delisted,"CDTX delisted (Cidara acquired by Merck & Co., closed Jan 7, 2026); Yahoo historical series unavailable"
INCY,Incyte Corporation,2023-03-22,Approval (Accelerated),73.49,2023-03-21,72.26,2023-03-22,72.26,2023-03-23,-1.67,https://query1.finance.yahoo.com/v8/finance/chart/INCY,Verified,
PHAR,Pharming Group N.V.,2023-03-24,Approval,11.27,2023-03-23,14.96,2023-03-24,12.26,2023-03-27,32.74,https://query1.finance.yahoo.com/v8/finance/chart/PHAR,Verified,FDA action date Mar 23 2023; the +32% move came the following trading day (Mar 24)
BIIB,Biogen Inc.,2023-04-25,Approval (Accelerated),293.03,2023-04-24,282.41,2023-04-25,288.04,2023-04-26,-3.62,https://query1.finance.yahoo.com/v8/finance/chart/BIIB,Verified,BIIB fell on approval day (post-approval 'sell the news' after months of amyloid-driven rally)
PLX,"Protalix BioTherapeutics, Inc.",2023-05-09,Approval,3.04,2023-05-08,2.92,2023-05-09,2.94,2023-05-10,-3.95,https://query1.finance.yahoo.com/v8/finance/chart/PLX,Verified,
4503.T,Astellas Pharma Inc.,2023-05-12,Approval,2102,2023-05-11,2129,2023-05-12,2176,2023-05-15,1.28,https://query1.finance.yahoo.com/v8/finance/chart/4503.T,Verified,Prices in JPY (Tokyo listing 4503.T). Approval announced May 12 2023 US time = after Tokyo close; Tokyo reaction visible May 15; Native currency JPY
BLCO,Bausch + Lomb Corporation,2023-05-18,Approval,19.51,2023-05-17,19.41,2023-05-18,19.46,2023-05-19,-0.51,https://query1.finance.yahoo.com/v8/finance/chart/BLCO,Verified,
GMAB,Genmab A/S,2023-05-19,Approval (Accelerated),40.68,2023-05-18,41.64,2023-05-19,42.37,2023-05-22,2.36,https://query1.finance.yahoo.com/v8/finance/chart/GMAB,Verified,
INVA,"Innoviva, Inc.",2023-05-23,Approval,13.64,2023-05-22,13.54,2023-05-23,13.24,2023-05-24,-0.73,https://query1.finance.yahoo.com/v8/finance/chart/INVA,Verified,
PFE,Pfizer Inc.,2023-05-25,Approval,38.63,2023-05-24,37.83,2023-05-25,37.6,2023-05-26,-2.07,https://query1.finance.yahoo.com/v8/finance/chart/PFE,Verified,
LNTH,"Lantheus Holdings, Inc.",2023-05-25,Approval,96.29,2023-05-24,97.85,2023-05-25,91.05,2023-05-26,1.62,https://query1.finance.yahoo.com/v8/finance/chart/LNTH,Verified,
LXRX,"Lexicon Pharmaceuticals, Inc.",2023-05-26,Approval,2.9,2023-05-25,3.18,2023-05-26,2.9,2023-05-30,9.66,https://query1.finance.yahoo.com/v8/finance/chart/LXRX,Verified,
RHHBY,Roche Holding AG,2023-06-15,Approval (Accelerated),38.09,2023-06-14,38.63,2023-06-15,39.0,2023-06-16,1.42,https://query1.finance.yahoo.com/v8/finance/chart/RHHBY,Verified,
PFE,Pfizer Inc.,2023-06-23,Approval,38.73,2023-06-22,38.3,2023-06-23,36.89,2023-06-26,-1.11,https://query1.finance.yahoo.com/v8/finance/chart/PFE,Verified,
UCB.BR,UCB SA,2023-06-26,Approval,83.68,2023-06-23,80.94,2023-06-26,79.5,2023-06-27,-3.27,https://query1.finance.yahoo.com/v8/finance/chart/UCB.BR,Verified,Prices in EUR (Euronext Brussels UCB.BR); Native currency EUR
PFE,Pfizer Inc.,2023-06-27,Approval,36.89,2023-06-26,36.42,2023-06-27,36.29,2023-06-28,-1.27,https://query1.finance.yahoo.com/v8/finance/chart/PFE,Verified,
AZN,AstraZeneca PLC,2023-07-17,Approval,134.76,2023-07-14,134.1,2023-07-17,133.54,2023-07-18,-0.49,https://query1.finance.yahoo.com/v8/finance/chart/AZN,Verified,
DSNKY,"Daiichi Sankyo Company, Limited",2023-07-20,Approval,28.63,2023-07-19,28.32,2023-07-20,28.66,2023-07-21,-1.08,https://query1.finance.yahoo.com/v8/finance/chart/DSNKY,Verified,OTC ADR (DSNKY) daily closes in USD; primary listing Tokyo 4568
TARS,"Tarsus Pharmaceuticals, Inc.",2023-07-25,Approval,23.99,2023-07-24,18.03,2023-07-25,19.87,2023-07-26,-24.84,https://query1.finance.yahoo.com/v8/finance/chart/TARS,Verified,TARS fell 25% on approval day despite approval (pricing/competitive concerns widely reported); partial recovery next day
ISEE,IVERIC bio,2023-08-04,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/ISEE,Data unavailable - acquired/delisted,ISEE delisted (Iveric Bio acquired by Astellas Jul 2023); Yahoo historical series unavailable
BIIB,Biogen Inc.,2023-08-04,Approval,267.75,2023-08-03,268.92,2023-08-04,271.23,2023-08-07,0.44,https://query1.finance.yahoo.com/v8/finance/chart/BIIB,Verified,Approval covered postpartum depression only (major depressive disorder deferred); BIIB still rose modestly
JNJ,Johnson & Johnson,2023-08-09,Approval (Accelerated),173.18,2023-08-08,173.07,2023-08-09,172.17,2023-08-10,-0.06,https://query1.finance.yahoo.com/v8/finance/chart/JNJ,Verified,
PFE,Pfizer Inc.,2023-08-14,Approval (Accelerated),36.04,2023-08-11,36.07,2023-08-14,35.39,2023-08-15,0.08,https://query1.finance.yahoo.com/v8/finance/chart/PFE,Verified,
IPN.PA,Ipsen S.A.,2023-08-16,Approval,122.5,2023-08-15,121.4,2023-08-16,118.1,2023-08-17,-0.9,https://query1.finance.yahoo.com/v8/finance/chart/IPN.PA,Verified,Prices in EUR (Euronext Paris IPN.PA); Native currency EUR
REGN,"Regeneron Pharmaceuticals, Inc.",2023-08-18,Approval,796.73,2023-08-17,812.4,2023-08-18,844.37,2023-08-21,1.97,https://query1.finance.yahoo.com/v8/finance/chart/REGN,Verified,
BLRX,BioLineRx Ltd.,2023-09-08,Approval,86.8,2023-09-07,83.6,2023-09-08,81.2,2023-09-11,-3.69,https://query1.finance.yahoo.com/v8/finance/chart/BLRX,Verified,"BLRX series caveat: BioLineRx executed a reverse split after 2023, so Yahoo's retroactively-adjusted series is ~100x the contemporaneous traded price (~$0.9-1.0 in Sep 2023); flagged for manual reconciliation (same pattern as XFOR row above)"
GSK,GSK plc,2023-09-15,Approval,37.39,2023-09-14,37.43,2023-09-15,37.35,2023-09-18,0.11,https://query1.finance.yahoo.com/v8/finance/chart/GSK,Verified,
FOLD,Amicus Therapeutics,2023-09-28,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/FOLD,Data unavailable - acquired/delisted,"FOLD delisted (Amicus acquired by BioMarin, closed Apr 2026); Yahoo historical series unavailable"
NVO,Novo Nordisk A/S,2023-09-29,Approval,91.52,2023-09-28,90.94,2023-09-29,91.8,2023-10-02,-0.63,https://query1.finance.yahoo.com/v8/finance/chart/NVO,Verified,
PFE,Pfizer Inc.,2023-10-12,Approval,33.11,2023-10-11,32.92,2023-10-12,32.11,2023-10-13,-0.57,https://query1.finance.yahoo.com/v8/finance/chart/PFE,Verified,
UCB.BR,UCB SA,2023-10-17,Approval,78.26,2023-10-16,72.46,2023-10-17,72.1,2023-10-18,-7.41,https://query1.finance.yahoo.com/v8/finance/chart/UCB.BR,Verified,Prices in EUR (Euronext Brussels UCB.BR); UCB won two novel approvals the same day (Zilbrysq and Bimzelx) - single market reaction covers both; Native currency EUR
CPRX,Catalyst Pharmaceuticals,2023-10-26,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/CPRX,Data unavailable - acquired/delisted,Catalyst (CPRX) still listed (Angelini Pharma acquisition pending 2026) but Yahoo daily series does not extend to Oct 2023; price data could not be verified
LLY,Eli Lilly and Company,2023-10-26,Approval,586.46,2023-10-25,568.1,2023-10-26,560.23,2023-10-27,-3.13,https://query1.finance.yahoo.com/v8/finance/chart/LLY,Verified,
CHRS,"Coherus Oncology, Inc. (Coherus BioSciences at approval)",2023-10-27,Approval,2.74,2023-10-26,2.64,2023-10-27,3.01,2023-10-30,-3.65,https://query1.finance.yahoo.com/v8/finance/chart/CHRS,Verified,
TAK,Takeda Pharmaceutical Company Limited,2023-11-08,Approval,13.78,2023-11-07,13.77,2023-11-08,13.59,2023-11-09,-0.07,https://query1.finance.yahoo.com/v8/finance/chart/TAK,Verified,
BMY,Bristol-Myers Squibb Company,2023-11-15,Approval,50.52,2023-11-14,50.84,2023-11-15,50.84,2023-11-16,0.63,https://query1.finance.yahoo.com/v8/finance/chart/BMY,Verified,
CRMD,CorMedix Inc.,2023-11-15,Approval,3.13,2023-11-14,3.33,2023-11-15,3.8,2023-11-16,6.39,https://query1.finance.yahoo.com/v8/finance/chart/CRMD,Verified,
AZN,AstraZeneca PLC,2023-11-16,Approval,127.6,2023-11-15,128.26,2023-11-16,127.58,2023-11-17,0.52,https://query1.finance.yahoo.com/v8/finance/chart/AZN,Verified,
SWTX,SpringWorks Therapeutics,2023-11-27,Approval,,,,,,,,https://query1.finance.yahoo.com/v8/finance/chart/SWTX,Data unavailable - acquired/delisted,"SWTX delisted (SpringWorks acquired by Merck KGaA, closed Jul 1, 2025); Yahoo historical series unavailable"
NVS,Novartis AG,2023-12-05,Approval,98.99,2023-12-04,96.97,2023-12-05,97.05,2023-12-06,-2.04,https://query1.finance.yahoo.com/v8/finance/chart/NVS,Verified,
IONS,"Ionis Pharmaceuticals, Inc.",2023-12-21,Approval,48.33,2023-12-20,49.11,2023-12-21,51.19,2023-12-22,1.61,https://query1.finance.yahoo.com/v8/finance/chart/IONS,Verified,
